Número da pesquisa,Título,Link da pesquisa,Data,Local,Instituto de pesquisa,contém_religião,método
1323,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/547,08/2000,RIO BRANCO/AC,IBOPE,,
1324,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/548,08/2000,PIRACICABA/SP,IBOPE,,
1325,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/549,08/2000,LIMEIRA/SP,IBOPE,,
1326,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/550,08/2000,ITABUNA/BA,IBOPE,,
1327,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/551,08/2000,BAURU/SP,IBOPE,,
1328,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/552,08/2000,NATAL/RN,IBOPE,,
1329,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/553,08/2000,CAXIAS DO SUL/RS,IBOPE,,
1330,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/571,08/2000,SANTA MARIA/RS,IBOPE,,
1331,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/572,08/2000,BLUMENAU/SC,IBOPE,,
1332,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/573,08/2000,JOINVILLE/SC,IBOPE,,
1333,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/574,08/2000,PELOTAS/RS,IBOPE,,
1334,PESQUISA COM ELEITORES - 4º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/575,08/2000,PORTO ALEGRE/RS,IBOPE,,
1335,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/576,08/2000,JUNDIAÍ/SP,IBOPE,,
1336,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/577,08/2000,MACEIÓ/AL,IBOPE,,
1337,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/578,08/2000,CARUARU/PE,IBOPE,,
1338,PESQUISA COM ELEITORES - 2º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/579,08/2000,CURITIBA/PR,IBOPE,,
1339,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/580,08/2000,FRANCA/SP,IBOPE,,
1340,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/581,08/2000,POÇOS DE CALDAS/MG,IBOPE,,
1341,PESQUISA COM ELEITORES - 3º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/582,08/2000,FORTALEZA/CE,IBOPE,,
1342,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/583,08/2000,JOÃO PESSOA/PB,IBOPE,,
1343,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/584,08/2000,CAMPINA GRANDE/PB,IBOPE,,
1344,PESQUISA COM ELEITORES - 5º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/585,08/2000,PORTO ALEGRE/RS,IBOPE,,
1345,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/586,08/2000,GOIÂNIA/GO,IBOPE,,
1346,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/587,08/2000,PALMAS/TO,IBOPE,,
1347,PESQUISA COM ELEITORES - 2º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/588,08/2000,LONDRINA/PR,IBOPE,,
1348,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/589,08/2000,UBERLÂNDIA/MG,IBOPE,,
1349,PESQUISA COM ELEITORES - 2º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/590,08/2000,BELO HORIZONTE/MG,IBOPE,,
1350,PESQUISA COM ELEITORES - 1º RODADA GLOBO/AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/591,08/2000,VARGINHA/MG,IBOPE,,
1351,PESQUISA COM ELEITORES - 1a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/592,08/2000,RIO CLARO/SP,IBOPE,,
1352,PESQUISA COM ELEITORES - 1a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/593,08/2000,SANTO ANDRÉ/SP,IBOPE,,
1353,PESQUISA COM ELEITORES - 1a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/594,08/2000,SÃO BERNARDO DO CAMPO/SP,IBOPE,,
1354,PESQUISA COM ELEITORES - 1a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/595,08/2000,SÃO CAETANO DO SUL/SP,IBOPE,,
1355,PESQUISA COM ELEITORES - 1a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/596,08/2000,DIADEMA/SP,IBOPE,,
1356,PESQUISA COM ELEITORES - 1a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/597,08/2000,OSASCO/SP,IBOPE,,
1357,PESQUISA COM ELEITORES - 1ª RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/598,08/2000,GUARULHOS/SP,IBOPE,,
1358,PESQUISA COM ELEITORES - 1a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/599,08/2000,IMPERATRIZ/MA,IBOPE,,
1359,PESQUISA COM ELEITORES - QUESTIONÁRIO PADRÃO GLOBO - RODADA EXTRA,https://www.cesop.unicamp.br/por/banco_de_dados/v/600,08/2000,SALVADOR/BA,IBOPE,,
1360,PESQUISA COM ELEITORES - 1a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/601,08/2000,PETROLINA/PE,IBOPE,,
1361,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/602,08/2000,SÃO JOSÉ DO RIO PRETO/SP,IBOPE,,
1362,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/603,08/2000,JUIZ DE FORA/MG,IBOPE,,
1363,PESQUISA COM ELEITORES - 4a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/604,08/2000,SÃO PAULO/CAP,IBOPE,,
1364,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/605,08/2000,SÃO LUÍS/MA,IBOPE,,
1365,PESQUISA COM ELEITORES - 4a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/606,08/2000,RECIFE/PE,IBOPE,,
1366,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/607,08/2000,NATAL/RN,IBOPE,,
1367,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/608,08/2000,FEIRA DE SANTANA/BA,IBOPE,,
1368,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/609,08/2000,FLORIANÓPOLIS/SC,IBOPE,,
1369,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/610,09/2000,REGISTRO/SP,IBOPE,,
1370,PESQUISA COM ELEITORES - 4a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/611,08/2000,RIO DE JANEIRO/CAP,IBOPE,,
1371,PESQUISA COM ELEITORES - RODADA EXTRA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/612,09/2000,BELÉM/PA,IBOPE,,
1372,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/613,09/2000,SALVADOR/BA,IBOPE,,
1373,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/614,09/2000,TERESINA/PI,IBOPE,,
1374,PESQUISA COM ELEITORES - 4a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/615,09/2000,FORTALEZA/CE,IBOPE,,
1375,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/616,09/2000,ITABUNA/BA,IBOPE,,
1376,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/617,09/2000,ARACAJÚ/SE,IBOPE,,
1377,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/618,09/2000,MACEIÓ/AL,IBOPE,,
1378,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/619,09/2000,MANAUS/AM,IBOPE,,
1379,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/620,09/2000,CURITIBA/PR,IBOPE,,
1380,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/621,09/2000,MONTES CLAROS/MG,IBOPE,,
1381,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/622,09/2000,PALMAS/TO,IBOPE,,
1382,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/623,09/2000,PRAIA GRANDE/SP,IBOPE,,
1383,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/624,09/2000,SÃO VICENTE/SP,IBOPE,,
1384,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/625,09/2000,CUBATÃO/SP,IBOPE,,
1385,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/626,09/2000,ARARAQUARA/SP,IBOPE,,
1386,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/627,09/2000,LONDRINA/PR,IBOPE,,
1387,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/628,09/2000,CASCAVEL/PR,IBOPE,,
1388,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/629,09/2000,SÃO CARLOS/SP,IBOPE,,
1389,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/630,09/2000,SÃO BERNARDO DO CAMPO/SP,IBOPE,,
1390,PESQUISA COM ELEITORES - RODADA EXTRA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/631,09/2000,SÃO PAULO/CAP,IBOPE,,
1391,PESQUISA COM ELEITORES - RODADA EXTRA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/632,09/2000,RIO DE JANEIRO/CAP,IBOPE,,
1392,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/633,09/2000,NATAL/RN,IBOPE,,
1393,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/634,09/2000,SÃO LUÍS/MA,IBOPE,,
1394,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/635,09/2000,BELÉM/PA,IBOPE,,
1395,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/636,09/2000,FRANCA/SP,IBOPE,,
1396,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/637,09/2000,GOIÂNIA/GO,IBOPE,,
1397,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/638,09/2000,PORTO VELHO/RO,IBOPE,,
1398,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/639,09/2000,BOA VISTA/RR,IBOPE,,
1399,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/640,09/2000,GUARUJÁ/SP,IBOPE,,
1400,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/641,09/2000,SANTOS/SP,IBOPE,,
1401,PESQUISA COM ELEITORES - 6a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/642,09/2000,PORTO ALEGRE/RS,IBOPE,,
1402,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/643,09/2000,CRICIÚMA/SC,IBOPE,,
1403,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/644,09/2000,CHAPECÓ/SC,IBOPE,,
1404,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/645,09/2000,POÇOS DE CALDAS/MG,IBOPE,,
1405,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/646,09/2000,BELO HORIZONTE/MG,IBOPE,,
1406,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/647,09/2000,VARGINHA/MG,IBOPE,,
1407,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/648,09/2000,PIRACICABA/SP,IBOPE,,
1408,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/649,09/2000,SÃO JOSÉ DOS CAMPOS/SP,IBOPE,,
1409,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/650,09/2000,UBERLÂNDIA/MG,IBOPE,,
1410,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/651,09/2000,VITÓRIA/ES,IBOPE,,
1411,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/652,09/2000,SÃO CAETANO DO SUL/SP,IBOPE,,
1412,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/653,09/2000,DIADEMA/SP,IBOPE,,
1413,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/654,09/2000,OSASCO/SP,IBOPE,,
1414,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/655,09/2000,GUARULHOS/SP,IBOPE,,
1415,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/656,09/2000,JUNDIAÍ/SP,IBOPE,,
1416,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/657,09/2000,MOGI DAS CRUZES/SP,IBOPE,,
1417,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/658,09/2000,VITÓRIA DA CONQUISTA/BA,IBOPE,,
1418,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/659,09/2000,PETROLINA/PE,IBOPE,,
1419,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/660,09/2000,RIO BRANCO/AC,IBOPE,,
1420,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/661,09/2000,JOÃO PESSOA/PB,IBOPE,,
1421,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/662,09/2000,IMPERATRIZ/MA,IBOPE,,
1422,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/663,09/2000,FEIRA DE SANTANA/BA,IBOPE,,
1423,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/664,09/2000,GUARAPUAVA/PR,IBOPE,,
1424,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/665,09/2000,MACAPÁ/AP,IBOPE,,
1425,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/666,09/2000,PELOTAS/RS,IBOPE,,
1426,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/667,09/2000,CAXIAS DO SUL/RS,IBOPE,,
1427,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/668,09/2000,SANTA MARIA/RS,IBOPE,,
1428,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/669,09/2000,PARANAVAÍ/PR,IBOPE,,
1429,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/670,09/2000,FOZ DO IGUAÇU/PR,IBOPE,,
1430,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/671,09/2000,LIMEIRA/SP,IBOPE,,
1431,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/672,09/2000,RIO CLARO/SP,IBOPE,,
1432,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/673,09/2000,MARINGÁ/PR,IBOPE,,
1433,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/674,09/2000,CARUARU/PE,IBOPE,,
1434,PESQUISA COM ELEITORES - 5a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/675,09/2000,FORTALEZA/CE,IBOPE,,
1435,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/676,09/2000,CAMPINA GRANDE/PB,IBOPE,,
1436,PESQUISA COM ELEITORES - 5a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/677,09/2000,RECIFE/PE,IBOPE,,
1437,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/678,09/2000,ITABUNA/BA,IBOPE,,
1438,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/679,09/2000,JOINVILLE/SC,IBOPE,,
1439,PESQUISA COM ELEITORES 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/680,09/2000,BLUMENAU/SC,IBOPE,,
1440,PESQUISA COM ELEITORES - 4a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/681,09/2000,FLORIANÓPOLIS/SC,IBOPE,,
1441,PESQUISA COM ELEITORES - 7a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/682,09/2000,PORTO ALEGRE/RS,IBOPE,,
1442,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/683,09/2000,PONTA GROSSA/PR,IBOPE,,
1443,PESQUISA COM ELEITORES - 4a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/684,09/2000,CURITIBA/PR,IBOPE,,
1444,PESQUISA COM ELEITORES - 4a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/685,09/2000,LONDRINA/PR,IBOPE,,
1445,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/686,09/2000,REGISTRO/SP,IBOPE,,
1446,PESQUISA COM ELEITORES - 6a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/687,09/2000,SÃO PAULO/CAP,IBOPE,,
1447,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/688,09/2000,SOROCABA/SP,IBOPE,,
1448,PESQUISA COM ELEITORES - 2a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/689,09/2000,BAURU/SP,IBOPE,,
1449,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/690,09/2000,PRAIA GRANDE/SP,IBOPE,,
1450,PESQUISA COM ELEITORES - 4a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/691,09/2000,BELÉM/PA,IBOPE,,
1451,PESQUISA COM ELEITORES - 4a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/692,09/2000,NATAL/RN,IBOPE,,
1452,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/693,09/2000,MACEIÓ/AL,IBOPE,,
1453,PESQUISA COM ELEITORES - 4a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/694,09/2000,SÃO LUÍS/MA,IBOPE,,
1454,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/695,09/2000,SÃO VICENTE/SP,IBOPE,,
1455,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/696,09/2000,GUARUJÁ/SP,IBOPE,,
1456,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/697,09/2000,SÃO CARLOS/SP,IBOPE,,
1457,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/698,09/2000,ARACAJÚ/SE,IBOPE,,
1458,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/699,09/2000,FRANCA/SP,IBOPE,,
1459,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/700,09/2000,CASCAVEL/PR,IBOPE,,
1460,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/701,09/2000,RIO CLARO/SP,IBOPE,,
1461,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/702,09/2000,SÃO JOSÉ DOS CAMPOS/SP,IBOPE,,
1462,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/703,09/2000,VITÓRIA/ES,IBOPE,,
1463,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/704,09/2000,SÃO CAETANO DO SUL/SP,IBOPE,,
1464,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/705,09/2000,JUNDIAÍ/SP,IBOPE,,
1465,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/706,09/2000,OSASCO/SP,IBOPE,,
1466,PESQUISA COM ELEITORES - 4a RODADA GLOBO/ AFILIADA,https://www.cesop.unicamp.br/por/banco_de_dados/v/707,09/2000,CAMPINAS/SP,IBOPE,,
1467,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/708,09/2000,SÃO BERNARDO DO CAMPO/SP,IBOPE,,
1468,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/709,09/2000,SOROCABA/SP,IBOPE,,
1469,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/710,09/2000,MOGI DAS CRUZES/SP,IBOPE,,
1470,PESQUISA COM ELEITORES - 3a RODADA GLOBO/ AFILIADAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/711,09/2000,GUARULHOS/SP,IBOPE,,
