IDADE,FX_ID,SEXO,p1,p2a,p2b,p2c,p3anos,p3meses,t3,p4,p5anos,p5meses,t5,p6,idaa,idab,idac,idad,idae,idaf,idag,idah,idai,idaj,idak,idal,idam,idan,idao,p6a,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,religiao,cor,escola,rendaf,tipo,pa1,pa2,pa45_2a,pa45_2b,pa45_2c,pa45_2d,pa3,pa4,pa5,pa6,pa7,pa8,pa9,pa10,pa11,pa12,pa13,pa14,pa15,pa16,pa17,pa18,pa19,pa20,pa21,pa22,pa23,pa24,pa25,pa26,pa27,pa28,pa29a,pa29b,pa29c,pa29d,pa29e,pa29f,pa29g,pa29h,pa29i,pa29j,pa29k,pa30a,pa30b,pa30c,pa30d,pa30e,pa30f,pa30g,pa30h,pa31a,pa31b,pa31c,pa31d,pa31e,pa31f,pa31g,pa31h,pa31i,pa31j,pa31k,pa31aa,pa31ab,pa31ac,pa31ad,pa31ae,pa32,pa33,pa34,pa35a,pa35b,pa35c,pa35d,pa35e,pa35f,pa35g,pa35h,pa35i,pa36,pa37,pa38a,pa38b,pa39,pa40,pa41,pa42a,pa42b,pa43,pa44,pa45_1,pa46a,pa46b,regiao,metrop,meso,pesoe,nquest
21.0,1.0,2.0,1.0,,,,3.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,95.0,,,2.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,3.0,,,,,97.0,4.0,3.0,2.0,97.0,5.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,1.0,3.0,4.0,2.0,97.0,97.0,1.0,97.0,97.0,97.0,1.0,97.0,97.0,97.0,97.0,1.0,97.0,3.0,2.0,97.0,97.0,97.0,3.0,3.0,3.0,3.0,97.0,3.0,3.0,3.0,97.0,97.0,1.0,97.0,97.0,97.0,,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,1.0,97.0,3.0,5.0,,,,,,,,,1.0,3.0,97.0,,,,,,,2.0,222.0,,,,3.0,1.0,5.0,1.1624934053171643,378.0
40.0,3.0,2.0,1.0,,,,5.0,,2.0,,,,,2.0,12.0,13.0,,,,,,,,,,,,,,1.0,95.0,,,2.0,1.0,3.0,1.0,2.0,3.0,2.0,6.0,3.0,5.0,1.0,1.0,3.0,1.0,,,,,3.0,1.0,4.0,2.0,1.0,10.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,96.0,96.0,96.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,,,,,,,,1.0,4.0,996.0,,,,,,,2.0,222.0,,,,3.0,1.0,5.0,1.0328190901768173,379.0
35.0,3.0,2.0,1.0,,,,7.0,,3.0,,,,,1.0,9.0,,,,,,,,,,,,,,,1.0,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,6.0,3.0,1.0,2.0,2.0,,,,,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,96.0,96.0,96.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,97.0,97.0,,,,,,,,,1.0,4.0,996.0,,,,,,,2.0,0.5,97.0,4.0,,3.0,1.0,5.0,1.0328190901768173,380.0
35.0,3.0,1.0,1.0,,,,15.0,,4.0,,,,,3.0,15.0,12.0,11.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,5.0,3.0,1.0,4.0,4.0,,,,,2.0,1.0,1.0,1.0,1.0,10.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,97.0,2.0,1.0,1.0,1.0,3.0,3.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,97.0,97.0,97.0,97.0,97.0,1.0,97.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,1.0,97.0,97.0,97.0,97.0,2.0,1.0,1.0,8.0,,,,,,,,,3.0,4.0,996.0,,1.0,222.0,,,,,,,,,3.0,3.0,2.0,0.9400133873141725,381.0
70.0,5.0,1.0,1.0,4.0,,,16.0,,5.0,,,,,4.0,42.0,41.0,38.0,35.0,34.0,30.0,,,,,,,,,,1.0,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,2.0,1.0,1.0,2.0,2.0,,,,,97.0,2.0,1.0,1.0,97.0,2.0,1.0,97.0,97.0,97.0,2.0,97.0,2.0,1.0,97.0,97.0,2.0,3.0,3.0,2.0,1.0,97.0,97.0,96.0,2.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,5.0,,,,,,,,,97.0,99.0,97.0,,97.0,997.0,,,,,,,,,3.0,3.0,2.0,1.0164636306501547,382.0
57.0,4.0,1.0,1.0,,,,33.0,,6.0,,,,,4.0,32.0,29.0,26.0,1.0,,,,,,,,,,,,1.0,95.0,,,1.0,2.0,1.0,1.0,3.0,2.0,2.0,6.0,3.0,5.0,4.0,1.0,1.0,97.0,,,,,2.0,2.0,97.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,2.0,3.0,1.0,2.0,2.0,1.0,97.0,97.0,97.0,97.0,2.0,2.0,96.0,96.0,96.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,97.0,2.0,97.0,1.0,1.0,97.0,2.0,2.0,97.0,97.0,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,97.0,,,,,,,,,3.0,2.0,1.0,,1.0,222.0,,,,,,,,,3.0,3.0,2.0,0.9141279599587202,383.0
18.0,1.0,1.0,2.0,2.0,,,,,,2.0,,,,96.0,,,,,,,,,,,,,,,,,,,96.0,3.0,2.0,1.0,1.0,1.0,2.0,99.0,6.0,2.0,4.0,3.0,1.0,1.0,2.0,,,,,2.0,2.0,1.0,3.0,4.0,7.0,1.0,97.0,5.0,3.0,3.0,1.0,97.0,97.0,97.0,97.0,2.0,1.0,1.0,5.0,3.0,3.0,96.0,96.0,96.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,97.0,97.0,97.0,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,8.0,,,,,,,,,3.0,2.0,996.0,,1.0,222.0,,,,,,,,,3.0,3.0,2.0,1.0840800833333333,384.0
25.0,2.0,1.0,2.0,1.0,,,,,,2.0,,,,3.0,7.0,6.0,1.0,,,,,,,,,,,,,2.0,,,96.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,6.0,3.0,5.0,1.0,1.0,1.0,2.0,,,,,97.0,1.0,1.0,3.0,96.0,96.0,96.0,97.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,96.0,96.0,96.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,,,,,,,97.0,3.0,996.0,,1.0,222.0,,,,,,,,,3.0,3.0,2.0,0.9728260413683373,385.0
21.0,1.0,1.0,2.0,2.0,,,,,,2.0,,,,96.0,,,,,,,,,,,,,,,,,,,96.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,,,,,97.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,96.0,96.0,96.0,2.0,2.0,2.0,4.0,97.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,97.0,97.0,3.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,1.0,97.0,97.0,97.0,97.0,1.0,1.0,,3.0,1.0,,,,,,,,97.0,4.0,996.0,,1.0,222.0,,,,,,,,,3.0,3.0,2.0,1.0840800833333333,386.0
45.0,4.0,1.0,1.0,,,,26.0,,5.0,,,,,4.0,14.0,22.0,16.0,24.0,23.0,18.0,13.0,,,,,,,,,1.0,95.0,,,99.0,2.0,1.0,1.0,1.0,3.0,99.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,,,,,3.0,2.0,1.0,1.0,1.0,10.0,2.0,2.0,96.0,96.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,96.0,96.0,96.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,6.0,8.0,,,,,,2.0,2.0,996.0,,1.0,222.0,,,,,,,,,3.0,3.0,2.0,0.9141279599587202,387.0
40.0,3.0,1.0,1.0,,,,25.0,,5.0,,,,,3.0,20.0,17.0,18.0,,,,,,,,,,,,,1.0,95.0,,,99.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,97.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,,,,,,,97.0,97.0,97.0,,97.0,997.0,,,,,,,,,3.0,3.0,2.0,0.9400133873141725,388.0
34.0,2.0,1.0,2.0,1.0,,,,,,2.0,,,,96.0,,,,,,,,,,,,,,,,,,,96.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,3.0,1.0,97.0,3.0,97.0,97.0,97.0,97.0,97.0,97.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,97.0,,,,,,,,,97.0,97.0,97.0,,97.0,222.0,,,,,,,,,3.0,3.0,2.0,0.9728260413683373,389.0
76.0,5.0,1.0,1.0,,,,53.0,,6.0,,,,,3.0,52.0,51.0,47.0,,,,,,,,,,,,,1.0,95.0,,,3.0,2.0,3.0,1.0,3.0,3.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,4.0,1.0,1.0,1.0,1.0,10.0,2.0,3.0,96.0,96.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,96.0,96.0,96.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0,8.0,,,,,,,2.0,3.0,996.0,,1.0,222.0,,,,,,,,,3.0,3.0,2.0,1.0164636306501547,390.0
32.0,2.0,2.0,1.0,,,,10.0,,3.0,,,,,2.0,10.0,9.0,,,,,,,,,,,,,,1.0,95.0,,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,3.0,1.0,1.0,2.0,2.0,,,,,97.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,97.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,97.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,2.0,97.0,97.0,97.0,97.0,,,,97.0,97.0,97.0,97.0,97.0,97.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,3.0,996.0,,,,,,,3.0,0.5,3.0,97.0,,3.0,3.0,2.0,1.0343843866348448,391.0
56.0,4.0,2.0,3.0,1.0,,,,,,2.0,,,,4.0,24.0,29.0,27.0,32.0,,,,,,,,,,,,2.0,,1.0,,5.0,99.0,3.0,1.0,97.0,3.0,99.0,6.0,3.0,1.0,1.0,1.0,4.0,2.0,,,,,3.0,3.0,4.0,2.0,96.0,96.0,96.0,1.0,96.0,96.0,6.0,3.0,2.0,4.0,1.0,2.0,1.0,5.0,5.0,5.0,97.0,97.0,96.0,96.0,96.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,,,,,,,,2.0,99.0,996.0,,,,,,,96.0,222.0,,,,3.0,3.0,2.0,1.0174764703703705,392.0
36.0,3.0,2.0,1.0,,,,13.0,,4.0,,,,,96.0,,,,,,,,,,,,,,,,,95.0,,,2.0,2.0,2.0,1.0,2.0,3.0,2.0,6.0,3.0,5.0,1.0,1.0,2.0,2.0,,,,,2.0,2.0,1.0,1.0,1.0,7.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,96.0,96.0,96.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,97.0,,,,,,,,,2.0,97.0,97.0,,,,,,,1.0,222.0,,,,3.0,3.0,2.0,1.009716488015717,393.0
24.0,1.0,2.0,2.0,3.0,,,,,,2.0,,,,2.0,4.0,1.0,,,,,,,,,,,,,,2.0,,,96.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,5.0,1.0,1.0,1.0,2.0,,,,,2.0,3.0,1.0,3.0,96.0,8.0,96.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,96.0,96.0,96.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,99.0,996.0,,,,,,,97.0,997.0,,,,3.0,3.0,2.0,1.1364901847014925,394.0
66.0,5.0,2.0,3.0,5.0,,,,,,2.0,,,,4.0,40.0,42.0,44.0,45.0,28.0,25.0,32.0,33.0,35.0,,,,,,,1.0,,1.0,,5.0,2.0,3.0,1.0,99.0,3.0,2.0,6.0,3.0,2.0,1.0,1.0,4.0,1.0,,,,,4.0,2.0,4.0,2.0,96.0,96.0,96.0,1.0,96.0,96.0,6.0,3.0,2.0,97.0,1.0,2.0,2.0,5.0,5.0,5.0,97.0,97.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,8.0,,,,,2.0,99.0,996.0,,,,,,,96.0,222.0,,,,3.0,3.0,2.0,1.16852929375,395.0
26.0,2.0,2.0,1.0,,,,3.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,95.0,,,2.0,2.0,1.0,1.0,2.0,2.0,99.0,6.0,2.0,2.0,1.0,1.0,3.0,1.0,,,,,97.0,2.0,97.0,1.0,97.0,6.0,2.0,97.0,97.0,97.0,4.0,3.0,97.0,97.0,1.0,2.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,,,,,,,97.0,97.0,97.0,,,,,,,97.0,997.0,,,,3.0,3.0,2.0,1.0343843866348448,396.0
21.0,1.0,2.0,1.0,,,,1.0,8.0,1.0,,,,,96.0,,,,,,,,,,,,,,,,,95.0,,,3.0,99.0,1.0,1.0,2.0,3.0,2.0,6.0,3.0,2.0,1.0,1.0,97.0,97.0,,,,,97.0,97.0,1.0,1.0,1.0,10.0,2.0,97.0,97.0,97.0,1.0,1.0,1.0,5.0,2.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,97.0,,,,,,,,,97.0,97.0,97.0,,,,,,,97.0,997.0,,,,3.0,3.0,2.0,1.1364901847014925,397.0
50.0,4.0,2.0,1.0,,,,5.0,,2.0,,,,,4.0,8.0,14.0,16.0,17.0,21.0,22.0,20.0,24.0,25.0,,,,,,,2.0,3.0,,,3.0,3.0,3.0,1.0,2.0,3.0,99.0,6.0,2.0,2.0,1.0,1.0,3.0,1.0,,,,,97.0,3.0,4.0,2.0,1.0,7.0,2.0,3.0,1.0,96.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,97.0,1.0,2.0,1.0,97.0,2.0,3.0,3.0,1.0,3.0,,,,,,,,2.0,99.0,996.0,,,,,,,97.0,222.0,,,,3.0,3.0,2.0,1.0174764703703705,398.0
39.0,3.0,2.0,1.0,,,,8.0,,3.0,,,,,2.0,16.0,14.0,,,,,,,,,,,,,,1.0,95.0,,,3.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,5.0,7.0,1.0,1.0,2.0,2.0,,,,,4.0,3.0,1.0,1.0,1.0,7.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,96.0,96.0,96.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,,,,,,,,2.0,99.0,996.0,,,,,,,1.0,222.0,,,,3.0,3.0,2.0,1.009716488015717,399.0
65.0,5.0,2.0,3.0,3.0,,,,,,2.0,,,,96.0,,,,,,,,,,,,,,,,,,1.0,,5.0,2.0,3.0,1.0,2.0,3.0,99.0,6.0,2.0,2.0,1.0,1.0,3.0,2.0,,,,,97.0,3.0,4.0,2.0,97.0,97.0,96.0,97.0,96.0,96.0,6.0,97.0,97.0,97.0,97.0,97.0,97.0,5.0,5.0,5.0,97.0,97.0,96.0,96.0,96.0,1.0,4.0,4.0,4.0,4.0,97.0,97.0,4.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,97.0,,,,,,,,,97.0,97.0,97.0,,,,,,,97.0,997.0,,,,3.0,3.0,2.0,1.16852929375,400.0
45.0,4.0,1.0,1.0,,,,25.0,,5.0,,,,,2.0,21.0,23.0,,,,,,,,,,,,,,2.0,95.0,,,3.0,4.0,1.0,1.0,2.0,3.0,2.0,6.0,3.0,2.0,1.0,1.0,2.0,3.0,,,,,1.0,1.0,4.0,1.0,1.0,10.0,2.0,97.0,96.0,96.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,3.0,3.0,996.0,,1.0,222.0,,,,,,,,,3.0,3.0,5.0,0.9141279599587202,401.0
65.0,5.0,1.0,3.0,5.0,,,,,,1.0,6.0,,5.0,4.0,22.0,25.0,29.0,22.0,,,,,,,,,,,,1.0,,1.0,,2.0,3.0,1.0,1.0,3.0,2.0,2.0,6.0,5.0,2.0,1.0,1.0,1.0,2.0,,,,,2.0,3.0,3.0,1.0,96.0,6.0,1.0,5.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,,,,,,,,97.0,4.0,1.0,,1.0,222.0,,,,,,,,,3.0,3.0,5.0,1.0164636306501547,402.0
31.0,2.0,1.0,1.0,,,,1.0,,1.0,,,,,96.0,,,,,,,,,,,,,,,,,1.0,,,1.0,3.0,3.0,1.0,1.0,2.0,2.0,6.0,2.0,5.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,2.0,1.0,1.0,8.0,2.0,5.0,96.0,96.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,96.0,96.0,96.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,3.0,7.0,8.0,9.0,,,,3.0,2.0,996.0,,1.0,222.0,,,,,,,,,3.0,3.0,5.0,0.9728260413683373,403.0
22.0,1.0,1.0,2.0,1.0,,,,,,2.0,,,,96.0,,,,,,,,,,,,,,,,,,,96.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,3.0,1.0,7.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,4.0,4.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,1.0,3.0,8.0,9.0,,,,,,3.0,4.0,996.0,,1.0,222.0,,,,,,,,,3.0,3.0,5.0,1.0840800833333333,404.0
39.0,3.0,1.0,1.0,,,,18.0,10.0,5.0,,,,,2.0,11.0,8.0,,,,,,,,,,,,,,1.0,95.0,,,2.0,3.0,3.0,1.0,2.0,2.0,2.0,6.0,3.0,3.0,3.0,1.0,2.0,3.0,,,,,1.0,2.0,2.0,1.0,1.0,10.0,1.0,5.0,2.0,96.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,4.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,7.0,8.0,9.0,,,,97.0,3.0,996.0,,1.0,222.0,,,,,,,,,3.0,3.0,5.0,0.9400133873141725,405.0
41.0,3.0,1.0,1.0,,,,3.0,2.0,2.0,,,,,2.0,15.0,16.0,,,,,,,,,,,,,,1.0,95.0,,,3.0,1.0,3.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,10.0,2.0,3.0,96.0,96.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,96.0,96.0,96.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,,,,,,,97.0,97.0,97.0,,97.0,997.0,,,,,,,,,3.0,3.0,5.0,0.9400133873141725,406.0
23.0,1.0,1.0,2.0,2.0,,,,,,1.0,,9.0,2.0,96.0,,,,,,,,,,,,,,,,,,,96.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,5.0,1.0,1.0,3.0,2.0,,,,,2.0,2.0,2.0,3.0,96.0,4.0,1.0,5.0,4.0,96.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,2.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,4.0,,,,,,,,3.0,1.0,996.0,,1.0,222.0,,,,,,,,,3.0,3.0,5.0,1.0840800833333333,407.0
