IDADE,FX_ID,SEXO,EL01,VP01,VP02,VP03,VP04,VP05,CONF01A,CONF01B,CONF01C,CONF01D,CONF01E,STF01,CN01,CC01A,CC01B,CC01C,CC01D,CC01E,CC01F,TE01,VA01_1,VA01_2,VA01_3,RACA,RELIGIAO,CLASSE,REND1,REND2,ALFABETIZACAO,ESCOLARIDADE,OCUPACAO,REGIAO,TIPO_COLETA,FATOR_POND,DATA_ENTREVISTA,TELEFONE_FIXO,FILTRO1,FILTRO2,ID,Nquest
24.0,2.0,1.0,3.0,2.0,,1.0,2.0,,99.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,,1.0,3.0,9.0,4.0,20.0,3.0,6.0,4.0,1.0,11.0,1.0,4.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157339219.0,760.0
21.0,2.0,2.0,2.0,1.0,,,,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,,9.0,8.0,12.0,1.0,19.0,5.0,6.0,6.0,1.0,12.0,1.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157339230.0,761.0
16.0,1.0,1.0,4.0,4.0,4.0,,,,2.0,2.0,99.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,9.0,2.0,13.0,3.0,1.0,6.0,98.0,6.0,1.0,8.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,2.0,,157339301.0,762.0
17.0,1.0,2.0,1.0,4.0,4.0,,,,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,,5.0,9.0,4.0,1.0,99.0,6.0,98.0,4.0,1.0,11.0,2.0,4.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157339380.0,763.0
30.0,3.0,1.0,4.0,1.0,,,,,2.0,1.0,1.0,99.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,,1.0,2.0,3.0,2.0,1.0,6.0,5.0,5.0,1.0,8.0,1.0,1.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157339421.0,764.0
17.0,1.0,2.0,4.0,4.0,4.0,,,,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,,1.0,2.0,8.0,1.0,1.0,3.0,6.0,5.0,1.0,10.0,1.0,4.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157339582.0,765.0
17.0,1.0,1.0,1.0,4.0,4.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,5.0,2.0,,1.0,4.0,2.0,1.0,1.0,4.0,98.0,4.0,1.0,13.0,2.0,5.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157339896.0,766.0
33.0,3.0,1.0,1.0,2.0,,2.0,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,1.0,3.0,3.0,20.0,4.0,4.0,4.0,1.0,16.0,2.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157339937.0,767.0
23.0,2.0,1.0,4.0,3.0,,,,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,,4.0,14.0,2.0,5.0,5.0,3.0,6.0,4.0,1.0,14.0,1.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157339954.0,768.0
16.0,1.0,1.0,2.0,4.0,4.0,,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0,9.0,2.0,4.0,3.0,2.0,5.0,98.0,5.0,1.0,13.0,2.0,3.0,1.0,0.412,2021-09-20,2.0,2.0,,157340104.0,769.0
18.0,2.0,2.0,2.0,4.0,4.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,,7.0,6.0,14.0,3.0,15.0,3.0,98.0,4.0,1.0,13.0,2.0,5.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157340179.0,770.0
34.0,3.0,2.0,2.0,4.0,3.0,,,,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,,9.0,2.0,11.0,3.0,11.0,5.0,6.0,6.0,1.0,14.0,2.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157340209.0,771.0
31.0,3.0,2.0,4.0,3.0,,,,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,,10.0,14.0,2.0,1.0,20.0,3.0,4.0,4.0,1.0,15.0,1.0,4.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157340238.0,772.0
31.0,3.0,1.0,3.0,2.0,,2.0,,,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,,10.0,11.0,5.0,3.0,1.0,4.0,5.0,5.0,1.0,16.0,1.0,4.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157340258.0,773.0
16.0,1.0,1.0,4.0,4.0,4.0,,,,3.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,15.0,5.0,3.0,19.0,4.0,98.0,5.0,1.0,11.0,2.0,1.0,1.0,0.412,2021-09-20,2.0,2.0,,157340284.0,774.0
20.0,2.0,1.0,2.0,1.0,,,,,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,,4.0,11.0,13.0,1.0,1.0,5.0,5.0,4.0,1.0,14.0,1.0,1.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157340285.0,775.0
30.0,3.0,1.0,1.0,2.0,,2.0,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,4.0,,9.0,12.0,2.0,4.0,6.0,5.0,5.0,4.0,1.0,7.0,1.0,1.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157340286.0,776.0
17.0,1.0,1.0,4.0,4.0,4.0,,,,3.0,99.0,3.0,99.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,2.0,13.0,2.0,1.0,4.0,5.0,3.0,1.0,13.0,2.0,3.0,1.0,0.412,2021-09-20,1.0,2.0,,157340304.0,777.0
18.0,2.0,2.0,3.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,13.0,4.0,1.0,3.0,12.0,6.0,98.0,99.0,1.0,12.0,2.0,2.0,1.0,1.216129,2021-09-20,2.0,2.0,,157340318.0,778.0
24.0,2.0,1.0,4.0,3.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,,2.0,5.0,4.0,3.0,1.0,4.0,6.0,4.0,1.0,15.0,1.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157340363.0,779.0
18.0,2.0,2.0,2.0,4.0,4.0,,,,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,4.0,6.0,3.0,19.0,4.0,6.0,5.0,1.0,14.0,1.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157340380.0,780.0
16.0,1.0,1.0,1.0,4.0,4.0,,,,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,9.0,13.0,3.0,5.0,5.0,6.0,5.0,1.0,12.0,1.0,3.0,1.0,0.412,2021-09-20,2.0,2.0,,157340381.0,781.0
32.0,3.0,1.0,1.0,2.0,,2.0,,,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,,5.0,12.0,9.0,1.0,2.0,4.0,5.0,5.0,1.0,16.0,1.0,1.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157340625.0,782.0
33.0,3.0,1.0,1.0,4.0,2.0,,,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,10.0,9.0,12.0,1.0,20.0,4.0,98.0,6.0,1.0,14.0,2.0,3.0,1.0,1.1785714,2021-09-20,1.0,1.0,1.0,157340669.0,783.0
16.0,1.0,2.0,2.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,8.0,7.0,3.0,11.0,3.0,98.0,5.0,1.0,12.0,2.0,3.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157341030.0,784.0
23.0,2.0,1.0,4.0,1.0,,,,,3.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,,2.0,4.0,8.0,3.0,3.0,5.0,6.0,5.0,1.0,14.0,1.0,1.0,1.0,1.216129,2021-09-20,1.0,1.0,1.0,157341060.0,785.0
16.0,1.0,1.0,2.0,4.0,4.0,,,,1.0,3.0,1.0,1.0,2.0,2.0,3.0,99.0,2.0,2.0,2.0,2.0,99.0,1.0,5.0,2.0,4.0,1.0,20.0,4.0,98.0,4.0,1.0,9.0,2.0,4.0,1.0,0.412,2021-09-20,2.0,2.0,,157341095.0,786.0
17.0,1.0,2.0,2.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,4.0,98.0,6.0,1.0,13.0,2.0,3.0,1.0,0.412,2021-09-20,2.0,2.0,,157341162.0,787.0
25.0,3.0,2.0,3.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,,2.0,5.0,9.0,3.0,1.0,4.0,98.0,4.0,1.0,10.0,2.0,5.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157341211.0,788.0
17.0,1.0,1.0,1.0,4.0,4.0,,,,3.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,,8.0,2.0,5.0,1.0,1.0,5.0,98.0,99.0,1.0,11.0,2.0,4.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157341214.0,789.0
26.0,3.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,9.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,1.0,15.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157341274.0,790.0
26.0,3.0,1.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,,1.0,2.0,10.0,3.0,1.0,4.0,98.0,4.0,1.0,14.0,2.0,2.0,1.0,1.1785714,2021-09-20,1.0,1.0,1.0,157341306.0,791.0
23.0,2.0,1.0,1.0,2.0,,2.0,,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,15.0,9.0,12.0,1.0,1.0,4.0,5.0,5.0,1.0,15.0,1.0,2.0,1.0,1.216129,2021-09-20,1.0,1.0,1.0,157341308.0,792.0
18.0,2.0,2.0,2.0,1.0,,,,,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,,10.0,1.0,3.0,3.0,99.0,1.0,98.0,4.0,1.0,14.0,2.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157341349.0,793.0
17.0,1.0,1.0,2.0,4.0,4.0,,,,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,13.0,11.0,2.0,1.0,3.0,6.0,5.0,1.0,11.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,2.0,,157341437.0,794.0
17.0,1.0,2.0,2.0,1.0,,,,,3.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,99.0,1.0,4.0,4.0,1.0,,99.0,,,1.0,19.0,6.0,98.0,5.0,1.0,13.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157341495.0,795.0
26.0,3.0,1.0,4.0,3.0,,,,97.0,2.0,2.0,2.0,3.0,2.0,99.0,99.0,5.0,5.0,4.0,5.0,5.0,5.0,,97.0,,,3.0,1.0,6.0,98.0,6.0,1.0,9.0,2.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157341496.0,796.0
34.0,3.0,1.0,4.0,4.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,,97.0,,,1.0,1.0,5.0,6.0,6.0,1.0,12.0,2.0,2.0,1.0,1.1785714,2021-09-20,1.0,1.0,1.0,157341497.0,797.0
25.0,3.0,2.0,1.0,2.0,,2.0,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,10.0,11.0,1.0,3.0,6.0,6.0,4.0,1.0,15.0,2.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157341552.0,798.0
17.0,1.0,1.0,1.0,4.0,4.0,,,,3.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,5.0,3.0,98.0,6.0,1.0,7.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,2.0,,157341553.0,799.0
16.0,1.0,2.0,3.0,4.0,4.0,,,,2.0,2.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,,11.0,10.0,5.0,3.0,1.0,3.0,6.0,4.0,1.0,14.0,2.0,5.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157341654.0,800.0
18.0,2.0,2.0,3.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,,11.0,10.0,5.0,3.0,1.0,2.0,6.0,2.0,1.0,14.0,2.0,5.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157341655.0,801.0
16.0,1.0,2.0,1.0,4.0,4.0,,,,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,19.0,4.0,98.0,4.0,1.0,12.0,2.0,1.0,1.0,0.412,2021-09-20,2.0,2.0,,157341830.0,802.0
34.0,3.0,2.0,2.0,1.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,4.0,8.0,1.0,6.0,6.0,6.0,6.0,1.0,8.0,2.0,4.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157341911.0,803.0
28.0,3.0,2.0,4.0,1.0,,,,,2.0,3.0,2.0,99.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,,5.0,11.0,4.0,3.0,1.0,5.0,5.0,5.0,1.0,14.0,1.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157342001.0,804.0
16.0,1.0,2.0,3.0,4.0,4.0,,,,1.0,2.0,99.0,99.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,3.0,3.0,6.0,98.0,6.0,1.0,11.0,2.0,1.0,1.0,0.412,2021-09-20,2.0,2.0,,157342142.0,805.0
33.0,3.0,2.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,,2.0,9.0,15.0,1.0,16.0,5.0,6.0,6.0,1.0,14.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157342182.0,806.0
26.0,3.0,1.0,3.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,,1.0,2.0,5.0,3.0,1.0,5.0,6.0,6.0,1.0,11.0,2.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157342183.0,807.0
17.0,1.0,2.0,3.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,4.0,2.0,5.0,3.0,1.0,4.0,98.0,3.0,1.0,13.0,1.0,5.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157342188.0,808.0
32.0,3.0,1.0,4.0,4.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,,7.0,2.0,5.0,1.0,20.0,2.0,6.0,5.0,1.0,6.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157342226.0,809.0
24.0,2.0,1.0,2.0,1.0,,,,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,,9.0,2.0,13.0,3.0,1.0,3.0,5.0,5.0,1.0,15.0,2.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157342260.0,810.0
27.0,3.0,1.0,2.0,1.0,,,,,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,,10.0,11.0,5.0,3.0,19.0,5.0,6.0,5.0,1.0,11.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157342597.0,811.0
17.0,1.0,2.0,2.0,4.0,4.0,,,,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,7.0,2.0,11.0,1.0,19.0,3.0,98.0,5.0,1.0,14.0,2.0,4.0,1.0,0.412,2021-09-20,1.0,2.0,,157342637.0,812.0
22.0,2.0,1.0,4.0,2.0,,99.0,,,1.0,2.0,1.0,2.0,1.0,99.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,,99.0,,,1.0,1.0,3.0,6.0,3.0,1.0,15.0,1.0,2.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157342761.0,813.0
34.0,3.0,2.0,3.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,99.0,99.0,3.0,2.0,2.0,3.0,3.0,2.0,,99.0,,,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157342762.0,814.0
31.0,3.0,1.0,3.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,99.0,,,3.0,1.0,3.0,5.0,4.0,1.0,15.0,1.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157342763.0,815.0
17.0,1.0,2.0,3.0,4.0,4.0,,,,3.0,99.0,3.0,3.0,3.0,4.0,4.0,99.0,2.0,2.0,99.0,99.0,2.0,,2.0,99.0,,2.0,1.0,6.0,98.0,6.0,1.0,13.0,2.0,2.0,1.0,0.412,2021-09-20,1.0,1.0,1.0,157342764.0,816.0
21.0,2.0,1.0,2.0,3.0,,,,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,2.0,7.0,2.0,20.0,5.0,98.0,6.0,1.0,13.0,2.0,2.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157342765.0,817.0
28.0,3.0,2.0,3.0,1.0,,,,,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,5.0,8.0,4.0,20.0,6.0,98.0,6.0,1.0,11.0,2.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157342766.0,818.0
20.0,2.0,1.0,3.0,1.0,,,,,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,1.0,,1.0,99.0,,2.0,20.0,5.0,6.0,4.0,1.0,11.0,2.0,2.0,1.0,1.216129,2021-09-20,1.0,1.0,1.0,157342767.0,819.0
17.0,1.0,2.0,2.0,4.0,4.0,,,,3.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,,2.0,11.0,10.0,2.0,1.0,6.0,6.0,6.0,1.0,12.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157342768.0,820.0
26.0,3.0,1.0,2.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,,99.0,,,3.0,20.0,6.0,99.0,6.0,1.0,6.0,2.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157342769.0,821.0
17.0,1.0,1.0,2.0,4.0,4.0,,,,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,4.0,1.0,,99.0,,,2.0,2.0,3.0,98.0,5.0,1.0,13.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157342770.0,822.0
16.0,1.0,2.0,4.0,4.0,4.0,,,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,2.0,4.0,7.0,3.0,2.0,6.0,98.0,6.0,1.0,11.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157342771.0,823.0
25.0,3.0,1.0,1.0,2.0,,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,,1.0,5.0,4.0,3.0,1.0,5.0,98.0,6.0,1.0,14.0,2.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157342772.0,824.0
20.0,2.0,2.0,2.0,99.0,,,,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,,1.0,2.0,99.0,4.0,1.0,6.0,6.0,4.0,1.0,15.0,1.0,2.0,1.0,1.216129,2021-09-20,1.0,1.0,1.0,157342773.0,825.0
18.0,2.0,2.0,2.0,4.0,4.0,,,,2.0,2.0,1.0,1.0,3.0,99.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,99.0,,3.0,4.0,6.0,6.0,6.0,1.0,12.0,2.0,2.0,1.0,1.216129,2021-09-20,1.0,1.0,1.0,157342774.0,826.0
17.0,1.0,2.0,99.0,4.0,4.0,,,,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,,1.0,99.0,,3.0,20.0,6.0,6.0,5.0,1.0,12.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157342775.0,827.0
20.0,2.0,2.0,2.0,1.0,,,,,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,7.0,13.0,4.0,1.0,1.0,6.0,5.0,4.0,1.0,14.0,1.0,2.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157342776.0,828.0
32.0,3.0,1.0,1.0,2.0,,2.0,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,,10.0,12.0,9.0,3.0,20.0,4.0,6.0,5.0,1.0,16.0,1.0,2.0,1.0,1.1785714,2021-09-20,1.0,1.0,1.0,157342803.0,829.0
17.0,1.0,2.0,2.0,4.0,4.0,,,,3.0,3.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,,6.0,7.0,13.0,4.0,99.0,5.0,98.0,5.0,1.0,13.0,2.0,3.0,1.0,0.412,2021-09-20,1.0,1.0,1.0,157342810.0,830.0
17.0,1.0,1.0,1.0,4.0,4.0,,,,2.0,2.0,99.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,9.0,5.0,4.0,2.0,2.0,3.0,5.0,4.0,1.0,13.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,2.0,,157342984.0,831.0
33.0,3.0,1.0,1.0,2.0,,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,,2.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,1.0,11.0,1.0,4.0,1.0,1.1785714,2021-09-20,1.0,1.0,1.0,157343002.0,832.0
16.0,1.0,1.0,2.0,4.0,4.0,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,3.0,19.0,6.0,98.0,6.0,1.0,11.0,2.0,2.0,1.0,0.412,2021-09-20,1.0,2.0,,157343074.0,833.0
16.0,1.0,2.0,3.0,4.0,4.0,,,,1.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,5.0,7.0,2.0,11.0,5.0,6.0,5.0,1.0,12.0,2.0,3.0,1.0,0.412,2021-09-20,1.0,2.0,,157343246.0,834.0
24.0,2.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,,7.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,10.0,1.0,3.0,1.0,1.216129,2021-09-20,1.0,1.0,1.0,157343247.0,835.0
18.0,2.0,1.0,2.0,4.0,4.0,,,,1.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,2.0,,2.0,5.0,1.0,2.0,1.0,3.0,98.0,5.0,1.0,13.0,2.0,3.0,1.0,1.216129,2021-09-20,1.0,1.0,1.0,157343248.0,836.0
19.0,2.0,1.0,4.0,4.0,4.0,,,,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,4.0,3.0,1.0,,2.0,4.0,5.0,1.0,19.0,4.0,98.0,4.0,1.0,14.0,2.0,3.0,1.0,1.216129,2021-09-20,2.0,2.0,,157343249.0,837.0
24.0,2.0,1.0,2.0,1.0,,,,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,,2.0,10.0,1.0,3.0,1.0,5.0,5.0,4.0,1.0,14.0,1.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157343250.0,838.0
16.0,1.0,2.0,2.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,10.0,2.0,3.0,99.0,4.0,98.0,5.0,1.0,13.0,2.0,3.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157343398.0,839.0
25.0,3.0,2.0,2.0,1.0,,,,,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,,2.0,7.0,13.0,3.0,11.0,4.0,5.0,4.0,1.0,16.0,2.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157343421.0,840.0
26.0,3.0,1.0,1.0,2.0,,2.0,,,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,1.0,14.0,1.0,5.0,1.0,1.1785714,2021-09-20,1.0,1.0,1.0,157343499.0,841.0
28.0,3.0,1.0,2.0,1.0,,,,,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,,2.0,1.0,5.0,3.0,19.0,4.0,4.0,4.0,1.0,15.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157343669.0,842.0
