IDADE,FX_ID,SEXO,p1,p2,p3m,p3h,p4a_p,p4a_f,p4b_p,p4b_f,p4c_p,p4c_f,p5a_p,p5a_f,p5b_p,p5b_f,p5c_p,p5c_f,p6a,p6b,p6c,p7,p8,p9,p10a,p10b,p10c,p10d,p10e,p10f,p11,p12a,p12b,p12c,p13,p14,p15a,p15b,p16a,p16b,p16c,p17a,p17b,p18,p19,p20a,p20b,p21,p22,p23,p24a,p24b,p24c,p25,p26,COR,ESCOLA,RENDA,nquest
36.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,2.0,2.0,1.0,1.0,7.0,7.0,7.0,2.0,0.0,11.0,2.0,,,2.0,2.0,2.0,0.0,0.0,0.0,9.0,1.0,5.0,5.0,1.0,874.0
36.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,908.0
36.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,21.0,2.0,1.0,3.0,1.0,2.0,4.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,,,,1.0,1.0,1.0,4.0,3.0,917.0
36.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,17.0,,,1.0,1.0,1.0,3.0,3.0,7.0,7.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,4.0,1.0,1005.0
36.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,,,1.0,3.0,1.0,1.0,6.0,5.0,5.0,2.0,,2.0,2.0,,,4.0,2.0,2.0,,,,1.0,1.0,1.0,5.0,3.0,1012.0
36.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,23.0,,,1.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,20.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,63.0
36.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,21.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,,16.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,6.0,130.0
36.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,12.0,23.0,1.0,3.0,1.0,1.0,4.0,5.0,5.0,1.0,3.0,2.0,2.0,,,2.0,2.0,2.0,,,,1.0,1.0,5.0,7.0,4.0,135.0
36.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,3.0,2.0,144.0
36.0,2.0,2.0,2.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,23.0,,,1.0,2.0,1.0,1.0,7.0,5.0,7.0,2.0,,1.0,1.0,2.0,,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,145.0
36.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,7.0,,1.0,1.0,1.0,1.0,2.0,6.0,6.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,159.0
36.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,15.0,,,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,358.0
36.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,7.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,5.0,3.0,,1.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,,,9.0,1.0,1.0,1.0,5.0,368.0
36.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,2.0,,,2.0,1.0,2.0,,,,1.0,1.0,1.0,5.0,2.0,393.0
36.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,23.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,,,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,409.0
36.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,13.0,21.0,,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,,,2.0,1.0,2.0,,,,1.0,1.0,5.0,1.0,2.0,26.0
36.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,8.0,4.0,7.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,0.0,11.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,29.0
36.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,12.0,0.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,2.0,13.0,1.0,2.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,74.0
36.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,9.0,7.0,21.0,1.0,2.0,1.0,1.0,1.0,7.0,3.0,2.0,0.0,10.0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,80.0
36.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,7.0,2.0,9.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,2.0,0.0,6.0,1.0,2.0,0.0,2.0,4.0,2.0,,,,1.0,1.0,5.0,3.0,2.0,144.0
36.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,15.0,,,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,12.0,14.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,1.0,2.0,2.0,4.0,232.0
36.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,20.0,1.0,2.0,2.0,2.0,7.0,5.0,5.0,2.0,,1.0,2.0,,,1.0,2.0,2.0,,,,9.0,1.0,5.0,1.0,4.0,284.0
36.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,,,1.0,2.0,1.0,1.0,7.0,5.0,7.0,2.0,,1.0,2.0,,,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,1.0,298.0
36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,2.0,2.0,1.0,2.0,6.0,5.0,5.0,2.0,,4.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,2.0,358.0
36.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,,,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,3.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,246.0
36.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,9.0,,,1.0,1.0,1.0,2.0,7.0,5.0,5.0,2.0,,1.0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,270.0
36.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,,,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,98.0,13.0,1.0,2.0,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,405.0
37.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,8.0,15.0,,1.0,2.0,1.0,1.0,6.0,7.0,7.0,1.0,1.0,1.0,2.0,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,3.0,3.0,25.0
37.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,9.0,2.0,,,2.0,1.0,2.0,,,,1.0,1.0,5.0,2.0,1.0,115.0
37.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,,,1.0,2.0,1.0,2.0,8.0,5.0,5.0,2.0,,1.0,2.0,,,4.0,4.0,2.0,,,,9.0,1.0,5.0,5.0,4.0,144.0
37.0,2.0,2.0,4.0,6.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,177.0
37.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,9.0,0.0,7.0,2.0,2.0,1.0,1.0,7.0,7.0,7.0,2.0,0.0,5.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,4.0,275.0
37.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,,,1.0,1.0,1.0,1.0,7.0,7.0,7.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,2.0,4.0,7.0,3.0,283.0
37.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,10.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,305.0
37.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,5.0,23.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,1.0,5.0,14.0,1.0,1.0,4.0,2.0,3.0,2.0,,,,1.0,1.0,2.0,5.0,3.0,321.0
37.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,6.0,,1.0,1.0,1.0,1.0,3.0,7.0,7.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,4.0,322.0
37.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,7.0,21.0,6.0,1.0,3.0,1.0,1.0,6.0,6.0,7.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,332.0
37.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,22.0,1.0,1.0,1.0,1.0,6.0,7.0,7.0,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,349.0
37.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,7.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,,2.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,420.0
37.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,17.0,,,1.0,2.0,1.0,2.0,7.0,5.0,5.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,9.0,1.0,5.0,2.0,2.0,523.0
37.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,9.0,4.0,,1.0,2.0,1.0,1.0,4.0,7.0,7.0,2.0,,1.0,2.0,,,2.0,2.0,2.0,,,,4.0,1.0,1.0,7.0,4.0,586.0
37.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,7.0,13.0,9.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,,,,1.0,1.0,2.0,2.0,1.0,610.0
37.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,14.0,10.0,,1.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,639.0
37.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,17.0,,,2.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,0.0,1.0,2.0,,,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,645.0
37.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,15.0,,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,,,,1.0,1.0,,6.0,4.0,664.0
37.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,9.0,3.0,13.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,1.0,6.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,680.0
37.0,2.0,1.0,2.0,6.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,8.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,0.0,11.0,2.0,,,2.0,4.0,2.0,,,,1.0,1.0,5.0,2.0,3.0,701.0
37.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,13.0,12.0,5.0,1.0,1.0,1.0,2.0,2.0,7.0,6.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,1.0,1.0,2.0,2.0,2.0,824.0
37.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,17.0,,,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,931.0
37.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,6.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,3.0,,,1.0,2.0,1.0,1.0,7.0,7.0,7.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,5.0,3.0,2.0,940.0
37.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,,1.0,2.0,1.0,2.0,7.0,5.0,5.0,2.0,,1.0,2.0,,,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,969.0
37.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,,1.0,1.0,1.0,1.0,4.0,7.0,7.0,1.0,10.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1006.0
37.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,3.0,14.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,70.0
37.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,14.0,1.0,2.0,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,121.0
37.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,7.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,128.0
37.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,30.0,1.0,1.0,3.0,,3.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,166.0
37.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,,1.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,,3.0,2.0,2.0,,,,1.0,1.0,1.0,7.0,4.0,246.0
37.0,2.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,,,1.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,,1.0,1.0,2.0,,4.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,5.0,7.0,2.0,276.0
37.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,7.0,9.0,,1.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,3.0,3.0,5.0,5.0,2.0,361.0
