IDADE,FX_ID,SEXO,p1,p2,p3m,p3h,p4a_p,p4a_f,p4b_p,p4b_f,p4c_p,p4c_f,p5a_p,p5a_f,p5b_p,p5b_f,p5c_p,p5c_f,p6a,p6b,p6c,p7,p8,p9,p10a,p10b,p10c,p10d,p10e,p10f,p11,p12a,p12b,p12c,p13,p14,p15a,p15b,p16a,p16b,p16c,p17a,p17b,p18,p19,p20a,p20b,p21,p22,p23,p24a,p24b,p24c,p25,p26,COR,ESCOLA,RENDA,nquest
35.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,9.0,20.0,1.0,2.0,1.0,1.0,4.0,7.0,7.0,1.0,7.0,4.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,3.0,520.0
35.0,2.0,2.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,7.0,13.0,3.0,2.0,1.0,1.0,4.0,7.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,,,,10.0,1.0,1.0,5.0,3.0,521.0
35.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,21.0,23.0,,1.0,2.0,2.0,2.0,6.0,5.0,5.0,2.0,,1.0,2.0,,,2.0,1.0,1.0,2.0,3.0,1.0,9.0,1.0,1.0,2.0,2.0,575.0
35.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,12.0,16.0,15.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,2.0,,1.0,1.0,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,5.0,4.0,584.0
35.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,5.0,9.0,1.0,3.0,3.0,2.0,7.0,5.0,5.0,2.0,,14.0,2.0,,,4.0,2.0,2.0,,,,4.0,1.0,1.0,7.0,2.0,602.0
35.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,9.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,3.0,14.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,667.0
35.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,8.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,677.0
35.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,11.0,5.0,,1.0,1.0,1.0,1.0,4.0,7.0,4.0,2.0,,5.0,1.0,2.0,,4.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,805.0
35.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,9.0,4.0,15.0,2.0,2.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,3.0,2.0,971.0
35.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,,2.0,2.0,1.0,2.0,7.0,8.0,8.0,2.0,,3.0,2.0,,,2.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,5.0,2.0,2.0,972.0
35.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,,,2.0,2.0,2.0,2.0,8.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,2.0,,,,9.0,1.0,5.0,2.0,5.0,979.0
35.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,17.0,,,1.0,1.0,1.0,1.0,2.0,7.0,7.0,1.0,20.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,998.0
35.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,,3.0,3.0,1.0,1.0,7.0,7.0,7.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,16.0
35.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,15.0,14.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,31.0
35.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,9.0,2.0,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,4.0,1.0,1.0,2.0,4.0,36.0
35.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,,,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,14.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,1.0,1.0,5.0,3.0,2.0,41.0
35.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,23.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,14.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,6.0,3.0,43.0
35.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,17.0,,,1.0,1.0,1.0,2.0,7.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,5.0,2.0,176.0
35.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,1.0,,,1.0,4.0,1.0,2.0,2.0,5.0,5.0,2.0,,1.0,2.0,,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,5.0,3.0,2.0,243.0
35.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,,1.0,1.0,1.0,1.0,7.0,7.0,7.0,2.0,,14.0,2.0,,,2.0,1.0,2.0,,,,1.0,1.0,5.0,2.0,1.0,259.0
35.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,23.0,,,1.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,3.0,14.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,294.0
35.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,4.0,9.0,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,14.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,5.0,2.0,3.0,333.0
35.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,7.0,,1.0,2.0,1.0,1.0,6.0,7.0,7.0,1.0,20.0,7.0,2.0,,,2.0,2.0,2.0,,,,9.0,1.0,5.0,7.0,3.0,356.0
35.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,1.0,7.0,7.0,7.0,2.0,0.0,14.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,3.0,1.0,367.0
35.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,,2.0,1.0,3.0,,2.0,2.0,2.0,,,,1.0,1.0,5.0,5.0,4.0,406.0
35.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,,,1.0,1.0,1.0,1.0,4.0,7.0,7.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0
35.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0,16.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,93.0
35.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,23.0,,1.0,1.0,3.0,3.0,6.0,7.0,7.0,2.0,,3.0,1.0,2.0,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,205.0
35.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,14.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,4.0,2.0,4.0,2.0,252.0
35.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,,3.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,8.0,10.0,2.0,0.0,0.0,4.0,1.0,2.0,,,,1.0,1.0,,3.0,2.0,283.0
35.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,9.0,,,1.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,,1.0,2.0,,,2.0,1.0,1.0,2.0,2.0,4.0,9.0,3.0,5.0,5.0,2.0,365.0
35.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,9.0,12.0,,1.0,3.0,2.0,2.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,,4.0,1.0,2.0,,,,1.0,1.0,2.0,4.0,2.0,386.0
35.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,8.0,17.0,,2.0,1.0,1.0,1.0,2.0,6.0,5.0,1.0,2.0,11.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,5.0,7.0,2.0,388.0
35.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,98.0,14.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,18.0
35.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,5.0,5.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,9.0,1.0,2.0,2.0,1.0,75.0
35.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,2.0,7.0,,1.0,2.0,1.0,2.0,1.0,5.0,5.0,1.0,98.0,15.0,1.0,2.0,0.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,2.0,5.0,3.0,202.0
35.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,,,3.0,2.0,1.0,1.0,6.0,7.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,,2.0,1.0,245.0
35.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,,,3.0,4.0,1.0,2.0,3.0,7.0,6.0,2.0,,1.0,1.0,2.0,,3.0,1.0,2.0,,,,1.0,1.0,2.0,4.0,1.0,249.0
35.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,20.0,,,1.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,,13.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,308.0
36.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,21.0,9.0,,1.0,1.0,1.0,1.0,8.0,8.0,8.0,2.0,,1.0,1.0,2.0,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,23.0
36.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,7.0,9.0,,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,14.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,29.0
36.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,,,3.0,2.0,1.0,2.0,7.0,7.0,7.0,2.0,0.0,1.0,1.0,2.0,,2.0,1.0,2.0,,,,8.0,1.0,5.0,2.0,2.0,39.0
36.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,9.0,19.0,3.0,2.0,1.0,1.0,3.0,5.0,3.0,1.0,30.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,1.0,4.0,2.0,1.0,3.0,154.0
36.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,9.0,13.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,1.0,7.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,240.0
36.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,17.0,,,1.0,1.0,1.0,1.0,7.0,7.0,7.0,2.0,0.0,2.0,1.0,2.0,0.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,328.0
36.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,9.0,23.0,1.0,1.0,1.0,3.0,4.0,8.0,8.0,1.0,5.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,,,,1.0,4.0,5.0,2.0,2.0,331.0
36.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,6.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,3.0,7.0,6.0,2.0,,2.0,1.0,2.0,,4.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,366.0
36.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,17.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,98.0,12.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,4.0,401.0
36.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,15.0,,,1.0,1.0,1.0,1.0,2.0,7.0,7.0,2.0,,2.0,2.0,,,2.0,1.0,2.0,,,,1.0,1.0,5.0,2.0,2.0,432.0
36.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,23.0,,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0,14.0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,448.0
36.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,,,2.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,463.0
36.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,7.0,,1.0,1.0,1.0,1.0,1.0,7.0,6.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,480.0
36.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,3.0,7.0,7.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,516.0
36.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,15.0,,,1.0,3.0,1.0,1.0,7.0,7.0,7.0,2.0,,4.0,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,5.0,530.0
36.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,6.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,558.0
36.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,7.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,632.0
36.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,,,1.0,2.0,1.0,1.0,6.0,7.0,7.0,2.0,0.0,9.0,2.0,,,2.0,2.0,2.0,,,,1.0,1.0,5.0,2.0,3.0,713.0
36.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,,1.0,1.0,1.0,2.0,4.0,8.0,8.0,2.0,,5.0,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,766.0
36.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,,1.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,851.0
