IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE_SOCIAL,P1A,P1B,P1C,P1D,P1E,P1F,P1G,P1H,P2_1,P2_2,p2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P3_7,P4_1,P4_2,p4_3,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P5H,P5I,P6_1,P6_2,P6_3,P7A,P7B,P7C,P7D,RACA,RELIGIAO,RENDA1,RENDA2,REGIAO,TIPO_COLETA,AMOSTRA,FATOR_POND,ID
45.0,4.0,2.0,15.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,8.0,1.0,2.0,6.0,7.0,,,,6.0,3.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,6.0,5.0,3.0,3.0,1.0,1.0,3.0,2.0,11.0,6.0,6.0,7.0,4.0,2.0,1.3541815153263195,155702450.0
47.0,4.0,2.0,16.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,8.0,6.0,,,,,,,3.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,99.0,99.0,99.0,5.0,4.0,1.0,1.2187291955993755,155702482.0
30.0,2.0,1.0,16.0,1.0,4.0,1.0,99.0,2.0,1.0,1.0,99.0,2.0,2.0,6.0,1.0,,1.0,4.0,5.0,,,,,1.0,5.0,,1.0,2.0,99.0,1.0,4.0,99.0,3.0,3.0,3.0,7.0,4.0,6.0,99.0,2.0,3.0,3.0,3.0,1.0,5.0,4.0,6.0,4.0,2.0,0.5000329237409386,155702733.0
28.0,2.0,2.0,14.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,1.0,6.0,7.0,,,,,4.0,6.0,,3.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,99.0,99.0,5.0,4.0,2.0,1.675355315969056,155703314.0
59.0,5.0,2.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,,3.0,6.0,,,,,,2.0,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,6.0,1.0,2.0,1.0,1.0,3.0,17.0,6.0,6.0,2.0,4.0,2.0,0.46200767728332,155703453.0
55.0,5.0,1.0,13.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,,,5.0,,,,,,,97.0,,,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,98.0,6.0,6.0,4.0,1.0,1.8276694063622585,155703668.0
33.0,2.0,1.0,8.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,4.0,,2.0,,,,,,,1.0,,,1.0,1.0,99.0,2.0,3.0,3.0,4.0,1.0,4.0,6.0,99.0,,1.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,0.8518281780261224,155704361.0
26.0,2.0,2.0,14.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,6.0,7.0,,,,,3.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,20.0,6.0,5.0,4.0,4.0,2.0,0.9317782316837062,155705086.0
37.0,3.0,2.0,14.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,,,6.0,,,,,,,4.0,,,2.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,2.0,5.0,99.0,,2.0,2.0,2.0,2.0,3.0,20.0,6.0,5.0,4.0,4.0,2.0,0.8603775880059177,155705285.0
27.0,2.0,2.0,14.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,9.0,4.0,5.0,1.0,2.0,7.0,,,,,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,3.0,3.0,99.0,3.0,1.0,2.0,5.0,5.0,8.0,4.0,1.0,0.687723126729326,155706079.0
29.0,2.0,2.0,14.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,5.0,7.0,,,,,2.0,5.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,3.0,4.0,2.0,0.38680215447490424,155706242.0
35.0,3.0,2.0,16.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,3.0,,,,,,,4.0,,,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,6.0,1.0,1.0,2.0,2.0,1.0,16.0,6.0,5.0,4.0,4.0,2.0,0.7094509341590959,155709253.0
23.0,1.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,,,99.0,,,,,,,99.0,,,1.0,99.0,99.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0,99.0,99.0,99.0,3.0,19.0,99.0,99.0,5.0,4.0,1.0,1.359607520827682,155709255.0
33.0,2.0,2.0,16.0,1.0,3.0,99.0,2.0,1.0,2.0,99.0,2.0,99.0,2.0,2.0,7.0,5.0,2.0,3.0,6.0,,,,,2.0,6.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,1.239835012701505,155709337.0
62.0,5.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,8.0,2.0,4.0,3.0,6.0,7.0,,,,,3.0,6.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,14.0,4.0,3.0,1.0,4.0,2.0,0.222547785574371,155709374.0
28.0,2.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,99.0,1.0,2.0,1.0,1.0,7.0,6.0,5.0,3.0,4.0,6.0,,,,,3.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,6.0,1.0,1.0,1.0,1.0,3.0,16.0,4.0,3.0,1.0,4.0,2.0,0.26124497552841014,155709385.0
69.0,5.0,1.0,12.0,1.0,2.0,1.0,2.0,99.0,2.0,99.0,2.0,99.0,99.0,4.0,2.0,5.0,1.0,2.0,3.0,,,,,2.0,6.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,7.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0,0.1687805181827206,155709504.0
39.0,3.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,9.0,5.0,8.0,1.0,3.0,5.0,6.0,7.0,,,4.0,2.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,8.0,4.0,2.0,0.8296365265957398,155709505.0
37.0,3.0,1.0,16.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,4.0,5.0,9.0,1.0,2.0,6.0,,,,,99.0,,,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,99.0,,,99.0,99.0,99.0,99.0,3.0,16.0,1.0,1.0,8.0,4.0,2.0,0.8296365265957398,155709525.0
53.0,4.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,1.0,4.0,5.0,6.0,,,,6.0,4.0,3.0,2.0,2.0,99.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,7.0,99.0,2.0,99.0,2.0,1.0,10.0,4.0,4.0,6.0,4.0,2.0,1.245492229340015,155709589.0
36.0,3.0,2.0,15.0,1.0,3.0,99.0,1.0,99.0,2.0,1.0,2.0,99.0,1.0,2.0,9.0,7.0,2.0,3.0,5.0,6.0,7.0,,,2.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,6.0,7.0,99.0,99.0,99.0,99.0,3.0,16.0,5.0,5.0,4.0,4.0,2.0,1.1448284811567786,155709612.0
37.0,3.0,2.0,15.0,1.0,2.0,99.0,1.0,1.0,2.0,99.0,99.0,1.0,1.0,2.0,7.0,5.0,2.0,3.0,4.0,5.0,6.0,7.0,,1.0,4.0,6.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,99.0,2.0,1.0,19.0,6.0,5.0,3.0,4.0,2.0,1.1913605989185378,155709714.0
59.0,5.0,1.0,14.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,,2.0,4.0,,,,,,2.0,6.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,5.0,4.0,2.0,1.0630785341456892,155709746.0
37.0,3.0,2.0,16.0,2.0,2.0,1.0,1.0,99.0,1.0,1.0,99.0,1.0,99.0,4.0,,,3.0,6.0,7.0,,,,,4.0,,,3.0,2.0,99.0,2.0,1.0,3.0,3.0,99.0,3.0,6.0,5.0,7.0,1.0,1.0,99.0,1.0,3.0,1.0,6.0,1.0,1.0,4.0,2.0,0.19407281276687238,155709850.0
30.0,2.0,1.0,15.0,2.0,4.0,1.0,1.0,1.0,99.0,1.0,99.0,1.0,1.0,4.0,1.0,2.0,2.0,,,,,,,4.0,3.0,,1.0,2.0,4.0,1.0,3.0,2.0,99.0,2.0,1.0,5.0,6.0,7.0,2.0,2.0,2.0,2.0,1.0,19.0,98.0,6.0,4.0,4.0,2.0,3.6032444792837683,155709913.0
38.0,3.0,1.0,15.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,3.0,4.0,7.0,,,,,2.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,5.0,3.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,5.0,4.0,8.0,4.0,1.0,0.8296365265957398,155710063.0
27.0,2.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,1.0,,,,,,,2.0,,,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,5.0,7.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,2.0,1.1041620036894801,155710064.0
68.0,5.0,2.0,14.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,4.0,,,,,,4.0,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,99.0,,,2.0,2.0,2.0,2.0,1.0,19.0,6.0,5.0,3.0,4.0,2.0,1.6338223085470946,155710205.0
62.0,5.0,2.0,16.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,7.0,1.0,4.0,6.0,,,,,6.0,4.0,,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,4.0,5.0,6.0,1.0,1.0,2.0,1.0,1.0,15.0,3.0,3.0,2.0,4.0,2.0,1.1890704042224438,155710524.0
54.0,4.0,2.0,16.0,1.0,2.0,99.0,99.0,99.0,99.0,99.0,2.0,99.0,99.0,4.0,5.0,8.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,99.0,,,99.0,99.0,99.0,1.0,99.0,99.0,4.0,99.0,3.0,99.0,,,3.0,3.0,1.0,3.0,1.0,99.0,99.0,99.0,6.0,4.0,2.0,1.3420179180064087,155710676.0
54.0,4.0,2.0,14.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,6.0,7.0,,,,,6.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,98.0,6.0,6.0,4.0,1.0,0.7007071912762842,155710728.0
31.0,2.0,2.0,15.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0,1.0,5.0,2.0,4.0,,,,,,4.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,99.0,3.0,2.0,1.0,12.0,5.0,3.0,4.0,4.0,1.0,1.239835012701505,155710761.0
37.0,3.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,7.0,2.0,3.0,6.0,,,,,3.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,7.0,6.0,1.0,1.0,99.0,1.0,1.0,15.0,3.0,3.0,8.0,4.0,2.0,0.5926858763769655,155710951.0
55.0,5.0,1.0,11.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,4.0,3.0,2.0,4.0,5.0,,,,,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,2.0,4.0,1.0,0.5280449764006774,155711033.0
56.0,5.0,1.0,10.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,5.0,6.0,,,,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,98.0,5.0,2.0,4.0,1.0,0.5280449764006774,155711034.0
55.0,5.0,2.0,10.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,97.0,,,1.0,3.0,6.0,,,,,4.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,6.0,2.0,4.0,1.0,1.1675963260606907,155711035.0
65.0,5.0,1.0,8.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,9.0,4.0,,1.0,2.0,,,,,,4.0,,,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,5.0,3.0,6.0,2.0,2.0,2.0,2.0,3.0,10.0,98.0,6.0,2.0,4.0,1.0,0.5280449764006774,155711036.0
44.0,3.0,2.0,9.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,5.0,7.0,,,,,5.0,4.0,,4.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,15.0,6.0,6.0,2.0,4.0,2.0,1.438153751134246,155711037.0
65.0,5.0,2.0,16.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,3.0,4.0,6.0,,,,,3.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,4.0,2.0,0.8964378290869123,155711098.0
32.0,2.0,2.0,16.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,99.0,3.0,6.0,5.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,6.0,1.0,1.0,1.0,1.0,3.0,19.0,4.0,4.0,7.0,4.0,2.0,2.3496854811299928,155711198.0
30.0,2.0,2.0,16.0,2.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.0,5.0,2.0,3.0,4.0,5.0,,,,,1.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,99.0,99.0,99.0,99.0,1.0,99.0,99.0,99.0,5.0,4.0,1.0,1.9047416914617623,155711310.0
62.0,5.0,1.0,15.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,9.0,3.0,4.0,7.0,,,,,4.0,1.0,6.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,16.0,5.0,5.0,7.0,4.0,2.0,1.4437068510782345,155711338.0
24.0,1.0,2.0,16.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,5.0,1.0,2.0,3.0,4.0,6.0,,,2.0,4.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,6.0,4.0,1.0,99.0,1.0,1.0,1.0,19.0,6.0,6.0,2.0,4.0,2.0,1.8482624940701453,155711341.0
27.0,2.0,2.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,,6.0,,,,,,,4.0,,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,7.0,4.0,99.0,99.0,99.0,99.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,0.5422098423674387,155711421.0
26.0,2.0,2.0,16.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,,,99.0,,,,,,,99.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,1.0,1.0,2.0,2.0,3.0,99.0,99.0,99.0,7.0,4.0,2.0,1.4561015794115721,155711572.0
35.0,3.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,3.0,,,,,,,6.0,,,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,13.0,4.0,3.0,2.0,4.0,2.0,0.7921451410241152,155711679.0
48.0,4.0,2.0,14.0,1.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.0,5.0,8.0,99.0,,,,,,,99.0,,,99.0,2.0,99.0,99.0,99.0,99.0,99.0,99.0,2.0,5.0,4.0,6.0,99.0,99.0,99.0,99.0,1.0,99.0,99.0,3.0,1.0,4.0,2.0,0.43704042537950544,155712148.0
55.0,5.0,2.0,8.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,,2.0,5.0,,,,,,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,3.0,3.0,2.0,2.0,2.0,1.0,6.0,5.0,6.0,4.0,1.0,1.5862801983301043,155713219.0
32.0,2.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,,,1.0,2.0,4.0,5.0,6.0,7.0,,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,19.0,4.0,3.0,1.0,4.0,1.0,0.26124497552841014,155713577.0
36.0,3.0,1.0,13.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,5.0,2.0,2.0,3.0,5.0,,,,,1.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,7.0,4.0,2.0,2.6905374828633266,155713597.0
60.0,5.0,2.0,14.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,,1.0,4.0,6.0,7.0,,,,6.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,2.0,1.2234434230804405,155713968.0
50.0,4.0,1.0,14.0,1.0,2.0,2.0,2.0,1.0,1.0,99.0,2.0,2.0,2.0,4.0,,,1.0,,,,,,,99.0,,,3.0,4.0,99.0,99.0,1.0,4.0,99.0,4.0,3.0,99.0,,,99.0,99.0,99.0,99.0,4.0,7.0,4.0,3.0,5.0,4.0,2.0,1.3390189919373294,155714251.0
60.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,8.0,4.0,5.0,7.0,,,,,3.0,4.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,98.0,99.0,8.0,4.0,2.0,0.7426093563649253,155714325.0
27.0,2.0,1.0,11.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,4.0,5.0,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,7.0,2.0,1.0,2.0,2.0,3.0,15.0,98.0,99.0,8.0,4.0,2.0,1.0906774532227363,155714326.0
76.0,5.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,97.0,,,5.0,,,,,,,97.0,,,1.0,99.0,4.0,2.0,3.0,1.0,1.0,4.0,4.0,97.0,,,2.0,2.0,2.0,2.0,1.0,1.0,6.0,99.0,8.0,4.0,2.0,0.3163909660224836,155714327.0
47.0,4.0,2.0,14.0,2.0,2.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,2.0,9.0,7.0,2.0,4.0,6.0,,,,,99.0,,,2.0,1.0,2.0,2.0,4.0,2.0,99.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,15.0,98.0,3.0,6.0,4.0,2.0,1.5517246123394282,155714979.0
24.0,1.0,1.0,15.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,,,7.0,,,,,,,4.0,,,2.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,2.0,7.0,4.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,3.0,4.0,2.0,1.2357409047138033,155715626.0
47.0,4.0,1.0,15.0,1.0,2.0,1.0,2.0,2.0,1.0,99.0,2.0,1.0,1.0,2.0,7.0,4.0,2.0,5.0,6.0,7.0,,,,6.0,3.0,,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,7.0,5.0,4.0,2.0,2.0,99.0,2.0,3.0,10.0,4.0,4.0,3.0,4.0,2.0,0.9896148026139141,155716135.0
56.0,5.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,7.0,,,,,,,4.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,7.0,6.0,3.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,7.0,4.0,1.0,0.8946660491136718,155716550.0
55.0,5.0,1.0,8.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,5.0,,,,,,,2.0,,,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,99.0,,2.0,1.0,1.0,1.0,3.0,1.0,6.0,6.0,7.0,4.0,2.0,0.6945169173278759,155716624.0
35.0,3.0,1.0,15.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,,4.0,5.0,,,,,,5.0,2.0,,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,5.0,7.0,4.0,1.0,1.09177973216891,155716625.0
46.0,4.0,1.0,15.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,99.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,5.0,7.0,4.0,1.0,0.7915116450904729,155716626.0
51.0,4.0,2.0,15.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,,,1.0,,,,,,,2.0,,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,99.0,,,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,7.0,4.0,1.0,1.1946269641633729,155716627.0
50.0,4.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,97.0,,,4.0,,,,,,,97.0,,,1.0,3.0,1.0,4.0,2.0,3.0,99.0,4.0,4.0,97.0,,,2.0,2.0,2.0,2.0,2.0,16.0,5.0,5.0,7.0,4.0,1.0,0.8432166905258061,155716628.0
60.0,5.0,2.0,16.0,1.0,4.0,1.0,1.0,1.0,99.0,2.0,1.0,1.0,99.0,9.0,1.0,,1.0,6.0,7.0,,,,,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,6.0,7.0,1.0,1.0,1.0,2.0,2.0,15.0,4.0,4.0,6.0,4.0,2.0,1.15020053335078,155716884.0
32.0,2.0,2.0,16.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,2.0,3.0,4.0,5.0,7.0,,2.0,4.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,6.0,7.0,1.0,1.0,1.0,1.0,2.0,15.0,6.0,3.0,3.0,4.0,2.0,1.2158710992324377,155717223.0
45.0,4.0,2.0,14.0,2.0,3.0,1.0,1.0,1.0,99.0,99.0,1.0,1.0,1.0,8.0,7.0,1.0,2.0,6.0,,,,,,5.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,19.0,6.0,5.0,2.0,4.0,2.0,1.1462431292336759,155717326.0
48.0,4.0,2.0,14.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,8.0,4.0,2.0,0.77904532376827,155717365.0
42.0,3.0,2.0,14.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,9.0,2.0,1.0,2.0,5.0,7.0,,,,,3.0,6.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,7.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,4.0,7.0,4.0,2.0,1.627865993850757,155717373.0
