IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE_SOCIAL,P1A,P1B,P1C,P1D,P1E,P1F,P1G,P1H,P2_1,P2_2,p2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P3_7,P4_1,P4_2,p4_3,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P5H,P5I,P6_1,P6_2,P6_3,P7A,P7B,P7C,P7D,RACA,RELIGIAO,RENDA1,RENDA2,REGIAO,TIPO_COLETA,AMOSTRA,FATOR_POND,ID
26.0,2.0,2.0,11.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,4.0,6.0,1.0,6.0,7.0,,,,,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,1.0,2.0,3.0,1.0,2.0,2.0,10.0,6.0,6.0,3.0,4.0,2.0,0.5393522644573593,155847282.0
30.0,2.0,1.0,13.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,6.0,1.0,4.0,5.0,,,,,2.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,6.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,6.0,5.0,3.0,4.0,1.0,0.6987283419663471,155847283.0
53.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,9.0,1.0,2.0,5.0,,,,,1.0,6.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,6.0,3.0,1.0,2.0,1.0,5.0,2.0,5.0,4.0,3.0,4.0,1.0,0.9501254027810331,155847284.0
22.0,1.0,1.0,14.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,7.0,5.0,1.0,5.0,7.0,,,,,1.0,2.0,,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,99.0,1.0,2.0,2.0,1.0,3.0,19.0,6.0,5.0,3.0,4.0,2.0,0.9731919924120516,155847285.0
39.0,3.0,2.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,,,2.0,4.0,6.0,,,,,4.0,2.0,,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,7.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,0.48764790464205,155847925.0
23.0,1.0,2.0,16.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,6.0,3.0,4.0,7.0,,,,,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,4.0,2.0,0.6139535066863298,155847969.0
68.0,5.0,2.0,16.0,2.0,3.0,99.0,99.0,1.0,99.0,2.0,99.0,99.0,99.0,2.0,,,1.0,,,,,,,6.0,,,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,6.0,7.0,5.0,1.0,1.0,99.0,1.0,1.0,15.0,4.0,4.0,1.0,4.0,2.0,0.487174550996922,155848005.0
20.0,1.0,2.0,14.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,6.0,,2.0,3.0,5.0,6.0,,,,2.0,3.0,6.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,7.0,6.0,1.0,1.0,1.0,1.0,3.0,6.0,99.0,3.0,1.0,4.0,2.0,0.47773385100437393,155848456.0
24.0,1.0,2.0,14.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,97.0,,,2.0,5.0,,,,,,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,3.0,20.0,5.0,5.0,5.0,4.0,2.0,1.0909587093453366,155849008.0
34.0,2.0,2.0,14.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,,1.0,2.0,4.0,5.0,6.0,7.0,,1.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,1.0,0.3538370059284954,155849178.0
27.0,2.0,2.0,16.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,5.0,2.0,5.0,,,,,,6.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,15.0,4.0,2.0,8.0,4.0,1.0,0.7733445488736088,155849408.0
35.0,3.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,7.0,2.0,4.0,5.0,,,,,6.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,4.0,20.0,5.0,3.0,1.0,4.0,2.0,0.35333094850610336,155849442.0
65.0,5.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,7.0,,,,,,,4.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,10.0,6.0,5.0,5.0,4.0,1.0,1.2346449302115687,155849619.0
45.0,4.0,2.0,16.0,1.0,1.0,1.0,99.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,4.0,6.0,,4.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,7.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,15.0,5.0,3.0,1.0,4.0,1.0,0.24460988837245606,155849632.0
26.0,2.0,1.0,16.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,9.0,4.0,,,,,,,2.0,,,3.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,4.0,2.0,0.8068943249658889,155849696.0
61.0,5.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,2.0,5.0,4.0,6.0,7.0,,,,,6.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,4.0,2.0,1.056153005881698,155849705.0
33.0,2.0,1.0,16.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,9.0,1.0,,,,,,,6.0,2.0,,2.0,1.0,3.0,2.0,3.0,99.0,3.0,2.0,2.0,3.0,7.0,6.0,99.0,99.0,99.0,99.0,1.0,1.0,99.0,99.0,1.0,4.0,1.0,0.5999999997789234,155850142.0
73.0,5.0,2.0,16.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,9.0,1.0,6.0,7.0,,,,,6.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,0.672371469278403,155850804.0
34.0,2.0,2.0,15.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,,5.0,7.0,,,,,,2.0,5.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,1.0,99.0,1.0,1.0,2.0,6.0,6.0,5.0,4.0,1.0,0.6870274427787565,155850913.0
45.0,4.0,1.0,14.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,3.0,4.0,4.0,5.0,,,,,,4.0,2.0,,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,99.0,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,0.829790916563174,155851272.0
36.0,3.0,2.0,11.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,,,5.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,99.0,1.0,1.0,1.0,1.0,3.0,1.0,98.0,5.0,5.0,4.0,1.0,1.172675350385553,155851273.0
37.0,3.0,2.0,14.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,7.0,,,,,,,2.0,,,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,7.0,6.0,2.0,3.0,1.0,99.0,1.0,3.0,1.0,6.0,4.0,3.0,4.0,2.0,0.857489701936785,155851492.0
24.0,1.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,7.0,3.0,5.0,7.0,,,,,6.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,19.0,6.0,4.0,8.0,4.0,2.0,0.6839998916402559,155851542.0
30.0,2.0,2.0,14.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,,,6.0,,,,,,,3.0,,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,99.0,,3.0,3.0,2.0,3.0,3.0,1.0,6.0,5.0,5.0,4.0,2.0,1.2208067290047568,155852158.0
62.0,5.0,2.0,14.0,2.0,5.0,99.0,2.0,99.0,2.0,2.0,2.0,2.0,99.0,1.0,5.0,,3.0,6.0,,,,,,5.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,99.0,3.0,3.0,3.0,1.0,3.0,1.0,6.0,6.0,8.0,4.0,2.0,0.8017250348051895,155852225.0
65.0,5.0,2.0,7.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,6.0,7.0,,,2.0,4.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,6.0,4.0,8.0,4.0,2.0,0.6630224025451943,155852226.0
31.0,2.0,1.0,14.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,7.0,,,,,,,4.0,,,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,99.0,,1.0,1.0,2.0,1.0,3.0,1.0,99.0,99.0,5.0,4.0,2.0,0.6910450975742835,155853336.0
63.0,5.0,2.0,11.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,5.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,15.0,6.0,6.0,1.0,4.0,1.0,0.3639187140380988,155854195.0
34.0,2.0,2.0,16.0,1.0,3.0,1.0,2.0,99.0,2.0,99.0,2.0,1.0,2.0,8.0,2.0,5.0,2.0,3.0,6.0,,,,,6.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,6.0,7.0,1.0,1.0,99.0,2.0,1.0,1.0,4.0,4.0,8.0,4.0,2.0,0.5603357676192814,155854299.0
64.0,5.0,2.0,11.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,7.0,5.0,6.0,7.0,,,,,4.0,5.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,99.0,,2.0,2.0,2.0,2.0,1.0,18.0,5.0,5.0,8.0,4.0,2.0,0.7426093563649253,155854612.0
17.0,1.0,2.0,13.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,8.0,4.0,7.0,2.0,5.0,,,,,,4.0,2.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,6.0,7.0,3.0,1.0,1.0,1.0,2.0,19.0,6.0,4.0,3.0,4.0,2.0,0.31707292307442025,155854624.0
66.0,5.0,1.0,11.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,99.0,,,97.0,,,,,,,99.0,,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,3.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,3.0,4.0,2.0,0.438742642297076,155854625.0
35.0,3.0,2.0,14.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,2.0,5.0,6.0,,,,,,4.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,19.0,6.0,5.0,3.0,4.0,1.0,0.35320340564187025,155854626.0
33.0,2.0,2.0,14.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,,,1.0,3.0,,,,,,4.0,,,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,5.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,8.0,4.0,2.0,0.4728194649555078,155855780.0
40.0,3.0,2.0,16.0,1.0,2.0,99.0,1.0,1.0,99.0,99.0,1.0,1.0,2.0,4.0,7.0,2.0,2.0,4.0,5.0,6.0,,,,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,5.0,7.0,4.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,5.0,8.0,4.0,2.0,0.5926858763769655,155857094.0
16.0,1.0,1.0,12.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,,,,,,2.0,3.0,,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,98.0,4.0,5.0,4.0,2.0,0.873723563160914,155857180.0
40.0,3.0,2.0,15.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,,6.0,,,,,,,6.0,,,1.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,7.0,4.0,1.0,0.8966381947148712,155858636.0
51.0,4.0,1.0,14.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,,3.0,5.0,,,,,,2.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,7.0,4.0,1.0,0.880812062822648,155858637.0
64.0,5.0,1.0,14.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,4.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,5.0,7.0,4.0,1.0,0.7254824121606624,155858638.0
25.0,2.0,2.0,11.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,6.0,,,,,,,99.0,,,1.0,1.0,99.0,2.0,99.0,99.0,1.0,2.0,1.0,4.0,99.0,,3.0,1.0,2.0,99.0,1.0,1.0,98.0,6.0,7.0,4.0,1.0,1.087069351828708,155858639.0
29.0,2.0,1.0,14.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,,4.0,,,,,,,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,99.0,,2.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,7.0,4.0,1.0,1.372665878596383,155858640.0
43.0,3.0,2.0,11.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,,2.0,7.0,,,,,,2.0,4.0,,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,98.0,6.0,7.0,4.0,1.0,0.9186346598555529,155858641.0
55.0,5.0,2.0,12.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,7.0,,,,,,,6.0,,,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,5.0,7.0,6.0,2.0,2.0,3.0,2.0,1.0,19.0,5.0,5.0,7.0,4.0,2.0,3.001282087820594,155858642.0
37.0,3.0,2.0,16.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,,1.0,2.0,,,,,,2.0,,,3.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,99.0,,2.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,2.0,0.7473659653993573,155858974.0
48.0,4.0,2.0,16.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,9.0,1.0,4.0,6.0,,,,,4.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,7.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,20.0,4.0,3.0,8.0,4.0,2.0,0.9232423617436778,155858993.0
32.0,2.0,2.0,16.0,1.0,2.0,99.0,2.0,99.0,2.0,1.0,2.0,1.0,1.0,7.0,2.0,5.0,2.0,3.0,5.0,6.0,7.0,,,3.0,6.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,7.0,6.0,3.0,3.0,99.0,99.0,1.0,7.0,4.0,3.0,1.0,4.0,2.0,0.26124497552841014,155859335.0
42.0,3.0,2.0,14.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,,,3.0,,,,,,,4.0,,,3.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,7.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,11.0,5.0,4.0,7.0,4.0,1.0,1.627865993850757,155859461.0
41.0,3.0,2.0,14.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,3.0,6.0,,,,,2.0,4.0,6.0,1.0,1.0,3.0,1.0,4.0,2.0,99.0,1.0,1.0,99.0,,,1.0,1.0,1.0,1.0,1.0,15.0,5.0,4.0,3.0,4.0,2.0,0.5313869108638523,155860068.0
45.0,4.0,2.0,11.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,8.0,2.0,3.0,,,,,,,6.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,99.0,,3.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,5.0,4.0,2.0,1.560716045633771,155860080.0
24.0,1.0,2.0,14.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,9.0,1.0,3.0,6.0,7.0,,,,4.0,2.0,6.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,99.0,,,1.0,1.0,1.0,1.0,1.0,10.0,99.0,99.0,3.0,4.0,2.0,0.7021618512931556,155860327.0
47.0,4.0,2.0,6.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,9.0,3.0,,,,,,,2.0,,,3.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,6.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,98.0,6.0,7.0,4.0,2.0,1.2239337353094484,155860480.0
69.0,5.0,2.0,7.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,6.0,1.0,5.0,6.0,,,,,5.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,6.0,7.0,4.0,2.0,2.733059289074644,155860481.0
52.0,4.0,2.0,8.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,2.0,,2.0,4.0,,,,,,2.0,4.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,7.0,4.0,2.0,1.4817445916515795,155860482.0
24.0,1.0,2.0,14.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,2.0,3.0,6.0,,,,,,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,5.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,5.0,7.0,4.0,2.0,0.6304001829533785,155860483.0
23.0,1.0,2.0,14.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,7.0,2.0,3.0,5.0,,,,,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,19.0,98.0,6.0,7.0,4.0,2.0,0.5207159553738493,155860484.0
54.0,4.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,5.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,6.0,3.0,1.0,1.0,2.0,99.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,0.24460988837245606,155860800.0
55.0,5.0,2.0,11.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,99.0,,,,,,,4.0,,,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,7.0,99.0,,2.0,2.0,2.0,2.0,3.0,11.0,6.0,5.0,5.0,4.0,2.0,1.5695465820319177,155860990.0
52.0,4.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,9.0,2.0,3.0,4.0,5.0,6.0,7.0,,6.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,8.0,4.0,3.0,2.0,4.0,2.0,0.7011163826304312,155870997.0
49.0,4.0,1.0,14.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,,97.0,,,,,,,5.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,5.0,5.0,5.0,4.0,2.0,0.829790916563174,155875181.0
52.0,4.0,1.0,7.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,3.0,6.0,2.0,3.0,5.0,,,,,2.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,5.0,1.0,3.0,1.0,3.0,3.0,1.0,6.0,4.0,3.0,4.0,2.0,0.6715297110342197,155876493.0
46.0,4.0,2.0,15.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,7.0,3.0,2.0,4.0,5.0,,,,,4.0,2.0,6.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,19.0,6.0,5.0,3.0,4.0,2.0,0.479048119122834,155876494.0
58.0,5.0,1.0,11.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,1.0,6.0,,,,,,2.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,15.0,5.0,5.0,5.0,4.0,2.0,1.2346449302115687,155876611.0
46.0,4.0,2.0,16.0,1.0,5.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,3.0,6.0,7.0,4.0,,,,,,,3.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,10.0,6.0,6.0,3.0,4.0,1.0,0.479048119122834,155877664.0
38.0,3.0,1.0,10.0,1.0,5.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,6.0,5.0,8.0,1.0,3.0,,,,,,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,20.0,4.0,4.0,5.0,4.0,2.0,1.422473946105978,155879221.0
59.0,5.0,1.0,11.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,7.0,2.0,2.0,2.0,2.0,2.0,18.0,99.0,99.0,4.0,4.0,1.0,1.0372819145994048,155879588.0
25.0,2.0,1.0,14.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,99.0,99.0,7.0,5.0,6.0,1.0,2.0,5.0,,,,,5.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,13.0,5.0,5.0,5.0,4.0,2.0,1.5092011652983708,155880475.0
55.0,5.0,1.0,11.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,99.0,,,5.0,,,,,,,99.0,,,4.0,4.0,4.0,4.0,99.0,4.0,4.0,4.0,4.0,97.0,,,2.0,2.0,2.0,2.0,1.0,99.0,99.0,99.0,4.0,4.0,1.0,1.0372819145994048,155882146.0
46.0,4.0,2.0,16.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,7.0,,,,,,,4.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,2.0,0.9232423617436778,155882702.0
78.0,5.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,99.0,2.0,1.0,,,2.0,4.0,,,,,,6.0,,,4.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,5.0,99.0,2.0,2.0,2.0,2.0,5.0,2.0,6.0,6.0,4.0,4.0,1.0,2.5723892799875814,155883749.0
46.0,4.0,2.0,16.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,7.0,8.0,2.0,7.0,,,,,,6.0,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,2.0,1.0,99.0,1.0,3.0,1.0,6.0,5.0,3.0,4.0,2.0,0.6574143096603869,155883848.0
