IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2_1,P2_2,P2_3,P3_1,P3_2,P3_3,P4,P5_1,P5_2,P5_3,P5_4,P5_5,P5_6,P6_1,P6_2,P6_3,RACA_COR,RELIGIAO,RENDA1,RENDA2,REGIAO,FATOR_POND,ID,TIPO_COLETA,AMOSTRA
27.0,2.0,2.0,14.0,1.0,5.0,3.0,2.0,4.0,7.0,8.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,7.0,3.0,1.0,6.0,5.0,5.0,1.27,178129842.0,4.0,2.0
45.0,4.0,2.0,14.0,2.0,4.0,1.0,1.0,3.0,2.0,99.0,,,99.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,8.0,3.0,1.0,98.0,99.0,5.0,1.23,178129918.0,4.0,2.0
38.0,3.0,2.0,10.0,2.0,6.0,1.0,1.0,6.0,2.0,5.0,12.0,3.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,8.0,3.0,11.0,6.0,6.0,5.0,0.64,178129919.0,4.0,2.0
46.0,4.0,2.0,10.0,1.0,5.0,1.0,1.0,4.0,2.0,12.0,8.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,8.0,2.0,10.0,6.0,6.0,5.0,1.51,178129920.0,4.0,2.0
35.0,3.0,1.0,14.0,1.0,5.0,1.0,4.0,2.0,7.0,8.0,12.0,3.0,,,,,,,,1.0,5.0,8.0,1.0,1.0,5.0,5.0,5.0,0.79,178129921.0,4.0,2.0
56.0,4.0,1.0,13.0,1.0,4.0,3.0,6.0,2.0,7.0,4.0,8.0,3.0,,,,,,,,2.0,4.0,7.0,1.0,15.0,5.0,5.0,7.0,0.69,178131884.0,4.0,2.0
49.0,4.0,1.0,16.0,1.0,4.0,5.0,11.0,,,8.0,,,,,,,,,,6.0,10.0,5.0,1.0,10.0,4.0,4.0,7.0,0.91,178144601.0,4.0,2.0
70.0,5.0,2.0,14.0,2.0,3.0,5.0,12.0,8.0,2.0,5.0,13.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,10.0,1.0,19.0,5.0,5.0,3.0,1.32,178149669.0,4.0,2.0
22.0,1.0,2.0,16.0,1.0,3.0,5.0,7.0,3.0,12.0,99.0,,,3.0,2.0,2.0,2.0,1.0,1.0,99.0,2.0,5.0,1.0,1.0,1.0,5.0,4.0,2.0,1.24,178151230.0,4.0,2.0
19.0,1.0,2.0,14.0,1.0,4.0,5.0,3.0,2.0,11.0,1.0,5.0,8.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,10.0,4.0,2.0,16.0,5.0,5.0,8.0,0.58,178156994.0,4.0,2.0
32.0,2.0,2.0,11.0,2.0,5.0,1.0,1.0,2.0,3.0,99.0,,,3.0,97.0,97.0,97.0,97.0,97.0,97.0,3.0,5.0,6.0,3.0,1.0,98.0,99.0,3.0,0.5,178160836.0,4.0,2.0
21.0,1.0,1.0,14.0,2.0,5.0,5.0,2.0,7.0,9.0,5.0,8.0,1.0,,,,,,,,1.0,2.0,5.0,1.0,19.0,6.0,5.0,3.0,0.63,178160937.0,4.0,1.0
43.0,3.0,1.0,15.0,1.0,5.0,5.0,2.0,10.0,9.0,8.0,5.0,3.0,,,,,,,,1.0,4.0,6.0,2.0,10.0,5.0,4.0,3.0,0.34,178160939.0,4.0,1.0
21.0,1.0,2.0,14.0,1.0,5.0,5.0,1.0,2.0,3.0,5.0,8.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,11.0,5.0,4.0,3.0,0.45,178160940.0,4.0,1.0
54.0,4.0,1.0,15.0,2.0,5.0,97.0,,,,,,,,,,,,,,1.0,7.0,10.0,2.0,1.0,6.0,5.0,3.0,0.32,178160941.0,4.0,1.0
47.0,4.0,2.0,14.0,2.0,5.0,3.0,1.0,2.0,5.0,1.0,2.0,,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,8.0,2.0,1.0,6.0,5.0,3.0,0.43,178162388.0,4.0,2.0
60.0,5.0,2.0,11.0,2.0,5.0,5.0,7.0,2.0,1.0,8.0,3.0,10.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,10.0,1.0,4.0,6.0,5.0,3.0,1.08,178163870.0,4.0,1.0
61.0,5.0,2.0,9.0,1.0,5.0,96.0,,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,6.0,6.0,3.0,1.08,178163871.0,4.0,1.0
28.0,2.0,2.0,16.0,1.0,4.0,3.0,7.0,12.0,5.0,99.0,,,4.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,9.0,7.0,3.0,1.0,6.0,5.0,2.0,0.49,178164859.0,4.0,2.0
58.0,4.0,1.0,16.0,1.0,3.0,5.0,7.0,,,99.0,,,,,,,,,,7.0,3.0,6.0,3.0,10.0,99.0,99.0,1.0,0.17,178164957.0,4.0,2.0
59.0,4.0,1.0,14.0,1.0,3.0,5.0,7.0,2.0,9.0,12.0,8.0,3.0,,,,,,,,2.0,6.0,7.0,1.0,15.0,6.0,6.0,6.0,0.89,178165015.0,4.0,2.0
27.0,2.0,2.0,16.0,1.0,2.0,5.0,2.0,12.0,7.0,5.0,3.0,11.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,9.0,6.0,1.0,1.0,4.0,2.0,2.0,0.73,178165032.0,4.0,2.0
33.0,2.0,1.0,16.0,1.0,3.0,97.0,,,,,,,,,,,,,,4.0,10.0,9.0,1.0,20.0,2.0,2.0,3.0,1.04,178165060.0,4.0,2.0
49.0,4.0,1.0,16.0,1.0,2.0,3.0,7.0,6.0,5.0,1.0,8.0,12.0,,,,,,,,7.0,6.0,5.0,1.0,1.0,4.0,3.0,7.0,1.37,178165091.0,4.0,2.0
43.0,3.0,2.0,15.0,2.0,4.0,3.0,7.0,9.0,12.0,5.0,8.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,4.0,1.0,11.0,6.0,6.0,8.0,0.57,178165171.0,4.0,2.0
52.0,4.0,1.0,16.0,1.0,3.0,3.0,7.0,5.0,12.0,3.0,2.0,1.0,,,,,,,,2.0,10.0,1.0,1.0,1.0,6.0,3.0,8.0,0.72,178165201.0,4.0,2.0
53.0,4.0,1.0,14.0,1.0,3.0,5.0,7.0,2.0,,5.0,8.0,3.0,,,,,,,,2.0,1.0,6.0,4.0,18.0,99.0,99.0,8.0,1.08,178165214.0,4.0,2.0
52.0,4.0,1.0,11.0,1.0,5.0,5.0,99.0,,,99.0,,,,,,,,,,2.0,3.0,7.0,1.0,1.0,5.0,4.0,3.0,0.81,178165280.0,4.0,1.0
44.0,3.0,1.0,16.0,1.0,2.0,5.0,2.0,10.0,9.0,5.0,8.0,13.0,,,,,,,,2.0,4.0,10.0,1.0,1.0,5.0,4.0,1.0,0.31,178165431.0,4.0,2.0
33.0,2.0,1.0,16.0,1.0,4.0,3.0,11.0,1.0,3.0,7.0,6.0,4.0,,,,,,,,4.0,5.0,6.0,3.0,1.0,5.0,4.0,7.0,1.56,178165462.0,4.0,2.0
40.0,3.0,1.0,14.0,1.0,4.0,5.0,9.0,2.0,6.0,4.0,8.0,3.0,,,,,,,,8.0,1.0,5.0,1.0,1.0,4.0,4.0,2.0,1.23,178165466.0,4.0,2.0
24.0,1.0,1.0,12.0,1.0,4.0,3.0,1.0,7.0,10.0,8.0,12.0,5.0,,,,,,,,5.0,6.0,7.0,1.0,20.0,6.0,6.0,5.0,1.82,178165501.0,4.0,2.0
24.0,1.0,2.0,14.0,1.0,2.0,3.0,7.0,6.0,2.0,4.0,7.0,8.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,7.0,2.0,1.0,20.0,5.0,4.0,3.0,0.91,178165506.0,4.0,2.0
43.0,3.0,1.0,15.0,1.0,3.0,5.0,12.0,2.0,3.0,12.0,5.0,8.0,,,,,,,,7.0,2.0,6.0,1.0,19.0,5.0,4.0,2.0,0.48,178165509.0,4.0,2.0
42.0,3.0,1.0,16.0,1.0,2.0,3.0,2.0,13.0,7.0,12.0,8.0,5.0,,,,,,,,7.0,2.0,4.0,1.0,1.0,99.0,99.0,7.0,1.71,178165552.0,4.0,1.0
41.0,3.0,1.0,16.0,1.0,3.0,3.0,2.0,7.0,4.0,12.0,5.0,9.0,,,,,,,,2.0,6.0,10.0,1.0,1.0,4.0,4.0,6.0,0.65,178165559.0,4.0,1.0
48.0,4.0,1.0,15.0,1.0,4.0,4.0,9.0,2.0,4.0,8.0,5.0,3.0,,,,,,,,6.0,5.0,8.0,1.0,1.0,5.0,4.0,2.0,0.39,178165564.0,4.0,2.0
43.0,3.0,2.0,15.0,2.0,2.0,5.0,9.0,7.0,2.0,8.0,12.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,7.0,1.0,16.0,99.0,99.0,8.0,0.86,178165608.0,4.0,2.0
37.0,3.0,2.0,14.0,2.0,5.0,5.0,3.0,1.0,7.0,8.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,9.0,4.0,2.0,10.0,5.0,5.0,3.0,0.55,178165696.0,4.0,1.0
37.0,3.0,1.0,16.0,1.0,3.0,97.0,,,,,,,,,,,,,,10.0,9.0,7.0,1.0,20.0,4.0,4.0,6.0,0.65,178165709.0,4.0,2.0
50.0,4.0,1.0,14.0,2.0,4.0,3.0,2.0,1.0,12.0,1.0,8.0,3.0,,,,,,,,10.0,5.0,1.0,1.0,15.0,98.0,6.0,4.0,1.05,178165790.0,4.0,2.0
30.0,2.0,1.0,16.0,2.0,3.0,97.0,,,,,,,,,,,,,,6.0,,,1.0,19.0,98.0,6.0,2.0,0.54,178165856.0,4.0,1.0
32.0,2.0,1.0,16.0,1.0,3.0,5.0,2.0,,,8.0,12.0,7.0,,,,,,,,6.0,5.0,3.0,1.0,16.0,4.0,4.0,4.0,0.71,178165970.0,4.0,2.0
37.0,3.0,1.0,14.0,1.0,3.0,5.0,9.0,10.0,13.0,12.0,1.0,2.0,,,,,,,,6.0,4.0,7.0,3.0,10.0,4.0,4.0,6.0,0.44,178166025.0,4.0,2.0
30.0,2.0,1.0,16.0,1.0,3.0,97.0,,,,,,,,,,,,,,97.0,,,1.0,20.0,4.0,4.0,4.0,0.71,178166071.0,4.0,1.0
53.0,4.0,1.0,16.0,1.0,3.0,5.0,9.0,7.0,10.0,8.0,7.0,6.0,,,,,,,,10.0,2.0,9.0,1.0,3.0,4.0,3.0,1.0,0.17,178166097.0,4.0,1.0
32.0,2.0,1.0,15.0,1.0,4.0,5.0,7.0,13.0,11.0,12.0,3.0,8.0,,,,,,,,3.0,2.0,4.0,2.0,19.0,4.0,4.0,6.0,0.98,178166145.0,4.0,1.0
42.0,3.0,1.0,14.0,1.0,3.0,5.0,7.0,12.0,13.0,1.0,5.0,13.0,,,,,,,,97.0,,,3.0,19.0,5.0,3.0,7.0,1.3,178166228.0,4.0,2.0
28.0,2.0,1.0,16.0,2.0,3.0,3.0,2.0,7.0,3.0,12.0,1.0,5.0,,,,,,,,7.0,8.0,3.0,1.0,10.0,4.0,3.0,4.0,0.6,178166229.0,4.0,2.0
38.0,3.0,1.0,10.0,1.0,5.0,1.0,1.0,2.0,4.0,5.0,8.0,12.0,,,,,,,,8.0,6.0,5.0,3.0,11.0,5.0,5.0,5.0,1.36,178166275.0,4.0,1.0
42.0,3.0,1.0,11.0,1.0,5.0,1.0,1.0,2.0,4.0,5.0,8.0,12.0,,,,,,,,8.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,1.36,178166278.0,4.0,1.0
30.0,2.0,2.0,16.0,1.0,4.0,96.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,2.0,1.0,15.0,5.0,4.0,2.0,0.49,178166359.0,4.0,2.0
49.0,4.0,1.0,16.0,1.0,3.0,5.0,2.0,6.0,5.0,12.0,13.0,3.0,,,,,,,,6.0,10.0,4.0,1.0,15.0,4.0,4.0,3.0,0.84,178166721.0,4.0,2.0
37.0,3.0,1.0,16.0,1.0,3.0,5.0,2.0,3.0,7.0,1.0,5.0,8.0,,,,,,,,7.0,10.0,2.0,4.0,15.0,2.0,2.0,8.0,0.99,178167038.0,4.0,1.0
57.0,4.0,1.0,12.0,2.0,3.0,5.0,6.0,3.0,2.0,7.0,4.0,5.0,,,,,,,,6.0,7.0,2.0,3.0,1.0,5.0,3.0,7.0,0.84,178167111.0,4.0,2.0
33.0,2.0,1.0,16.0,1.0,3.0,3.0,7.0,2.0,,3.0,5.0,12.0,,,,,,,,2.0,10.0,6.0,1.0,1.0,6.0,5.0,4.0,0.71,178167232.0,4.0,1.0
52.0,4.0,1.0,16.0,1.0,3.0,5.0,1.0,13.0,2.0,13.0,1.0,6.0,,,,,,,,10.0,8.0,3.0,1.0,1.0,4.0,3.0,3.0,0.84,178167377.0,4.0,2.0
50.0,4.0,2.0,14.0,2.0,5.0,1.0,1.0,2.0,5.0,12.0,8.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,98.0,6.0,5.0,0.9,178167608.0,4.0,2.0
62.0,5.0,2.0,12.0,2.0,5.0,1.0,4.0,2.0,6.0,12.0,8.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,98.0,6.0,5.0,1.56,178167611.0,4.0,2.0
47.0,4.0,1.0,11.0,1.0,5.0,5.0,7.0,2.0,,8.0,5.0,1.0,,,,,,,,1.0,3.0,5.0,3.0,1.0,5.0,5.0,3.0,0.81,178167670.0,4.0,2.0
27.0,2.0,1.0,16.0,1.0,4.0,3.0,99.0,,,99.0,,,,,,,,,,10.0,2.0,9.0,1.0,1.0,4.0,4.0,6.0,0.98,178167703.0,4.0,1.0
53.0,4.0,2.0,16.0,1.0,3.0,3.0,7.0,10.0,4.0,3.0,1.0,12.0,4.0,1.0,2.0,1.0,1.0,1.0,97.0,7.0,3.0,9.0,4.0,99.0,98.0,1.0,2.0,1.37,178167783.0,4.0,2.0
39.0,3.0,2.0,16.0,1.0,3.0,97.0,,,,,,,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,9.0,6.0,1.0,1.0,99.0,99.0,2.0,1.14,178168058.0,4.0,2.0
44.0,3.0,1.0,16.0,1.0,2.0,2.0,99.0,,,8.0,3.0,13.0,,,,,,,,97.0,,,1.0,19.0,2.0,99.0,8.0,0.99,178168436.0,4.0,2.0
56.0,4.0,1.0,15.0,1.0,3.0,5.0,7.0,2.0,12.0,8.0,6.0,12.0,,,,,,,,99.0,,,1.0,5.0,99.0,4.0,6.0,1.32,178168506.0,4.0,2.0
27.0,2.0,2.0,15.0,1.0,2.0,4.0,7.0,,,7.0,1.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,9.0,4.0,2.0,1.0,99.0,99.0,8.0,1.01,178168945.0,4.0,2.0
45.0,4.0,2.0,14.0,2.0,4.0,3.0,1.0,2.0,5.0,4.0,10.0,12.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,1.0,1.0,6.0,6.0,3.0,0.58,178169101.0,4.0,1.0
52.0,4.0,1.0,16.0,1.0,2.0,3.0,7.0,2.0,,5.0,12.0,3.0,,,,,,,,8.0,1.0,3.0,1.0,1.0,4.0,4.0,6.0,1.32,178169521.0,4.0,2.0
29.0,2.0,1.0,15.0,2.0,3.0,4.0,12.0,5.0,3.0,8.0,1.0,7.0,,,,,,,,3.0,7.0,6.0,3.0,20.0,98.0,4.0,7.0,1.91,178169826.0,4.0,2.0
38.0,3.0,1.0,15.0,2.0,4.0,5.0,8.0,12.0,,12.0,3.0,2.0,,,,,,,,1.0,5.0,6.0,3.0,20.0,99.0,99.0,6.0,2.31,178170091.0,4.0,2.0
35.0,3.0,1.0,15.0,1.0,4.0,5.0,99.0,,,1.0,12.0,2.0,,,,,,,,97.0,,,1.0,16.0,6.0,6.0,8.0,0.66,178170135.0,4.0,2.0
43.0,3.0,1.0,16.0,1.0,2.0,3.0,9.0,6.0,2.0,12.0,6.0,8.0,,,,,,,,97.0,,,1.0,1.0,4.0,4.0,6.0,0.65,178170219.0,4.0,2.0
47.0,4.0,1.0,1.0,2.0,4.0,97.0,,,,,,,,,,,,,,3.0,6.0,,2.0,1.0,6.0,6.0,3.0,0.86,178170365.0,4.0,1.0
33.0,2.0,1.0,14.0,1.0,3.0,4.0,7.0,12.0,2.0,5.0,12.0,8.0,,,,,,,,3.0,4.0,10.0,1.0,2.0,4.0,4.0,4.0,1.25,178170538.0,4.0,2.0
35.0,3.0,1.0,16.0,1.0,3.0,5.0,7.0,6.0,9.0,3.0,1.0,8.0,,,,,,,,10.0,6.0,5.0,1.0,1.0,2.0,2.0,8.0,0.99,178170886.0,4.0,2.0
38.0,3.0,1.0,16.0,1.0,2.0,5.0,4.0,12.0,9.0,2.0,1.0,8.0,,,,,,,,7.0,4.0,10.0,1.0,1.0,99.0,99.0,1.0,0.31,178171420.0,4.0,2.0
24.0,1.0,1.0,16.0,1.0,4.0,3.0,1.0,7.0,8.0,3.0,12.0,,,,,,,,,9.0,2.0,5.0,2.0,99.0,4.0,4.0,3.0,0.57,178172055.0,4.0,1.0
37.0,3.0,2.0,16.0,1.0,2.0,3.0,10.0,12.0,9.0,8.0,3.0,13.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,9.0,1.0,19.0,4.0,3.0,8.0,0.94,178172144.0,4.0,2.0
46.0,4.0,2.0,15.0,1.0,3.0,3.0,7.0,10.0,6.0,5.0,8.0,12.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,8.0,1.0,16.0,99.0,99.0,1.0,0.45,178172795.0,4.0,2.0
38.0,3.0,2.0,16.0,1.0,3.0,96.0,,,,,,,5.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,6.0,1.0,19.0,4.0,4.0,3.0,1.52,178172836.0,4.0,2.0
32.0,2.0,1.0,14.0,1.0,3.0,5.0,2.0,1.0,7.0,1.0,3.0,8.0,,,,,,,,5.0,6.0,2.0,1.0,19.0,5.0,4.0,2.0,2.42,178172912.0,4.0,2.0
17.0,1.0,2.0,13.0,1.0,5.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,1.0,2.0,98.0,5.0,3.0,0.45,178172988.0,4.0,2.0
42.0,3.0,1.0,11.0,1.0,6.0,5.0,1.0,2.0,4.0,5.0,7.0,8.0,,,,,,,,8.0,9.0,10.0,3.0,4.0,6.0,5.0,3.0,0.74,178172989.0,4.0,1.0
69.0,5.0,1.0,11.0,2.0,6.0,5.0,9.0,6.0,4.0,12.0,3.0,2.0,,,,,,,,5.0,2.0,1.0,3.0,19.0,5.0,5.0,3.0,0.45,178172990.0,4.0,1.0
50.0,4.0,1.0,11.0,1.0,6.0,97.0,,,,,,,,,,,,,,1.0,5.0,6.0,1.0,1.0,5.0,5.0,3.0,0.91,178172991.0,4.0,1.0
26.0,2.0,2.0,14.0,1.0,6.0,5.0,3.0,1.0,7.0,5.0,8.0,12.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,6.0,3.0,19.0,5.0,4.0,3.0,0.33,178172992.0,4.0,1.0
22.0,1.0,1.0,15.0,1.0,3.0,5.0,2.0,3.0,12.0,8.0,13.0,12.0,,,,,,,,2.0,4.0,6.0,3.0,99.0,99.0,99.0,1.0,0.7,178172993.0,4.0,1.0
60.0,5.0,1.0,16.0,1.0,3.0,5.0,7.0,2.0,5.0,7.0,8.0,3.0,,,,,,,,8.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,0.54,178173134.0,4.0,2.0
67.0,5.0,1.0,15.0,1.0,3.0,3.0,7.0,2.0,,8.0,5.0,,,,,,,,,99.0,,,1.0,1.0,99.0,99.0,2.0,0.8,178173185.0,4.0,2.0
38.0,3.0,1.0,16.0,1.0,2.0,3.0,99.0,,,99.0,,,,,,,,,,99.0,,,2.0,3.0,4.0,2.0,3.0,0.69,178173481.0,4.0,2.0
45.0,4.0,2.0,16.0,2.0,3.0,5.0,99.0,,,99.0,,,3.0,1.0,2.0,1.0,1.0,2.0,2.0,10.0,6.0,9.0,2.0,16.0,3.0,3.0,3.0,1.18,178173586.0,4.0,2.0
53.0,4.0,2.0,14.0,1.0,2.0,3.0,9.0,3.0,7.0,8.0,6.0,4.0,6.0,1.0,1.0,97.0,1.0,97.0,2.0,2.0,3.0,6.0,1.0,20.0,98.0,6.0,2.0,0.67,178173647.0,4.0,1.0
49.0,4.0,1.0,16.0,1.0,2.0,3.0,12.0,10.0,9.0,4.0,13.0,3.0,,,,,,,,8.0,4.0,7.0,1.0,10.0,5.0,4.0,2.0,0.59,178173666.0,4.0,2.0
34.0,2.0,1.0,16.0,1.0,2.0,97.0,,,,,,,,,,,,,,6.0,2.0,4.0,4.0,99.0,99.0,99.0,8.0,0.95,178173802.0,4.0,1.0
56.0,4.0,1.0,16.0,1.0,3.0,5.0,2.0,7.0,1.0,12.0,6.0,10.0,,,,,,,,2.0,6.0,1.0,1.0,18.0,4.0,4.0,1.0,0.17,178174173.0,4.0,2.0
63.0,5.0,1.0,6.0,1.0,5.0,97.0,,,,,,,,,,,,,,6.0,,,1.0,19.0,99.0,99.0,3.0,0.52,178174209.0,4.0,1.0
61.0,5.0,1.0,16.0,1.0,3.0,5.0,99.0,,,1.0,8.0,5.0,,,,,,,,3.0,4.0,10.0,1.0,1.0,4.0,4.0,3.0,0.54,178174285.0,4.0,2.0
53.0,4.0,2.0,16.0,2.0,2.0,5.0,7.0,5.0,12.0,99.0,,,99.0,1.0,99.0,1.0,1.0,1.0,1.0,5.0,7.0,2.0,1.0,1.0,4.0,4.0,1.0,0.38,178174411.0,4.0,1.0
53.0,4.0,2.0,16.0,2.0,3.0,96.0,,,,,,,3.0,1.0,2.0,2.0,1.0,1.0,2.0,9.0,2.0,7.0,3.0,20.0,98.0,3.0,1.0,0.38,178174429.0,4.0,2.0
32.0,2.0,2.0,14.0,2.0,3.0,5.0,9.0,6.0,10.0,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,6.0,1.0,20.0,99.0,99.0,2.0,0.5,178174457.0,4.0,2.0
21.0,1.0,1.0,15.0,2.0,2.0,5.0,7.0,,,2.0,,,,,,,,,,97.0,,,1.0,1.0,5.0,5.0,8.0,1.06,178174470.0,4.0,2.0
34.0,2.0,1.0,16.0,1.0,3.0,5.0,12.0,2.0,,8.0,3.0,,,,,,,,,2.0,7.0,10.0,1.0,20.0,4.0,3.0,8.0,0.95,178175179.0,4.0,2.0
25.0,2.0,1.0,15.0,1.0,2.0,3.0,2.0,7.0,3.0,8.0,13.0,12.0,,,,,,,,6.0,7.0,2.0,1.0,19.0,1.0,1.0,4.0,0.71,178175357.0,4.0,2.0
64.0,5.0,1.0,14.0,1.0,2.0,5.0,2.0,7.0,11.0,8.0,12.0,5.0,,,,,,,,5.0,8.0,1.0,1.0,19.0,4.0,3.0,3.0,1.03,178175363.0,4.0,2.0
56.0,4.0,2.0,13.0,2.0,2.0,5.0,3.0,12.0,7.0,8.0,,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,6.0,3.0,19.0,4.0,3.0,1.0,0.46,178175449.0,4.0,2.0
59.0,4.0,2.0,15.0,1.0,2.0,97.0,,,,,,,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,7.0,1.0,14.0,4.0,4.0,1.0,0.45,178175520.0,4.0,2.0
61.0,5.0,1.0,14.0,2.0,3.0,5.0,2.0,6.0,,8.0,5.0,1.0,,,,,,,,3.0,7.0,2.0,1.0,1.0,3.0,3.0,3.0,0.8,178175897.0,4.0,2.0
25.0,2.0,1.0,14.0,1.0,4.0,3.0,1.0,2.0,7.0,3.0,5.0,8.0,,,,,,,,2.0,5.0,10.0,1.0,1.0,5.0,4.0,3.0,1.33,178176059.0,4.0,1.0
48.0,4.0,1.0,11.0,1.0,6.0,96.0,,,,,,,,,,,,,,1.0,2.0,3.0,2.0,19.0,4.0,4.0,3.0,0.91,178176060.0,4.0,1.0
36.0,3.0,2.0,12.0,1.0,5.0,5.0,9.0,7.0,2.0,3.0,5.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,5.0,3.0,10.0,6.0,5.0,3.0,0.55,178176061.0,4.0,1.0
53.0,4.0,1.0,16.0,1.0,2.0,5.0,13.0,,,3.0,2.0,8.0,,,,,,,,6.0,7.0,,1.0,15.0,2.0,2.0,8.0,0.72,178176253.0,4.0,2.0
50.0,4.0,1.0,2.0,1.0,5.0,3.0,1.0,7.0,6.0,99.0,,,,,,,,,,2.0,,,3.0,1.0,5.0,5.0,3.0,0.81,178176350.0,4.0,1.0
35.0,3.0,1.0,14.0,1.0,2.0,5.0,9.0,6.0,7.0,8.0,12.0,3.0,,,,,,,,3.0,10.0,2.0,2.0,99.0,4.0,4.0,1.0,0.38,178176521.0,4.0,2.0
29.0,2.0,1.0,16.0,1.0,3.0,3.0,6.0,2.0,1.0,12.0,8.0,3.0,,,,,,,,2.0,7.0,6.0,1.0,1.0,99.0,4.0,3.0,1.04,178176731.0,4.0,2.0
49.0,4.0,1.0,14.0,1.0,3.0,5.0,3.0,7.0,9.0,12.0,8.0,13.0,,,,,,,,2.0,6.0,7.0,3.0,1.0,5.0,4.0,3.0,1.61,178176838.0,4.0,2.0
42.0,3.0,2.0,9.0,1.0,5.0,96.0,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,6.0,6.0,3.0,0.92,178176925.0,4.0,1.0
53.0,4.0,1.0,14.0,1.0,2.0,3.0,7.0,2.0,1.0,12.0,13.0,8.0,,,,,,,,1.0,10.0,7.0,1.0,11.0,4.0,4.0,4.0,1.86,178177261.0,4.0,2.0
42.0,3.0,2.0,16.0,1.0,3.0,3.0,2.0,9.0,7.0,1.0,8.0,12.0,3.0,1.0,97.0,2.0,1.0,1.0,97.0,6.0,7.0,2.0,1.0,6.0,6.0,4.0,8.0,0.94,178177265.0,4.0,2.0
25.0,2.0,2.0,14.0,2.0,3.0,3.0,9.0,7.0,2.0,8.0,12.0,5.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,2.0,2.0,6.0,5.0,3.0,0.6,178177654.0,4.0,2.0
54.0,4.0,1.0,16.0,2.0,3.0,5.0,7.0,10.0,9.0,12.0,8.0,4.0,,,,,,,,6.0,5.0,7.0,1.0,15.0,4.0,4.0,3.0,0.65,178177799.0,4.0,2.0
58.0,4.0,2.0,16.0,2.0,3.0,5.0,7.0,2.0,13.0,4.0,10.0,6.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,6.0,1.0,1.0,1.0,99.0,99.0,3.0,1.18,178178007.0,4.0,1.0
29.0,2.0,2.0,16.0,1.0,3.0,5.0,2.0,3.0,7.0,1.0,12.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,9.0,2.0,1.0,1.0,19.0,4.0,4.0,1.0,0.23,178178812.0,4.0,2.0
44.0,3.0,2.0,16.0,2.0,3.0,3.0,10.0,9.0,6.0,3.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,7.0,3.0,99.0,5.0,4.0,3.0,1.53,178178947.0,4.0,2.0
