IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2_1,P2_2,P2_3,P3_1,P3_2,P3_3,P4,P5_1,P5_2,P5_3,P5_4,P5_5,P5_6,P6_1,P6_2,P6_3,RACA_COR,RELIGIAO,RENDA1,RENDA2,REGIAO,FATOR_POND,ID,TIPO_COLETA,AMOSTRA
49.0,4.0,2.0,8.0,1.0,6.0,1.0,2.0,7.0,4.0,5.0,8.0,12.0,99.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,8.0,5.0,3.0,10.0,6.0,6.0,4.0,1.62,178413172.0,4.0,2.0
42.0,3.0,1.0,12.0,1.0,6.0,5.0,5.0,7.0,2.0,7.0,6.0,5.0,,,,,,,,3.0,7.0,8.0,3.0,1.0,5.0,5.0,7.0,0.71,178413508.0,4.0,1.0
40.0,3.0,1.0,13.0,1.0,4.0,5.0,7.0,2.0,1.0,4.0,7.0,8.0,,,,,,,,1.0,2.0,3.0,3.0,2.0,4.0,4.0,7.0,0.86,178413509.0,4.0,1.0
18.0,1.0,2.0,14.0,2.0,5.0,97.0,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,10.0,2.0,7.0,1.0,19.0,6.0,6.0,7.0,0.76,178413510.0,4.0,1.0
26.0,2.0,1.0,15.0,1.0,5.0,96.0,,,,,,,,,,,,,,2.0,6.0,9.0,1.0,19.0,6.0,6.0,7.0,1.14,178413511.0,4.0,1.0
41.0,3.0,2.0,14.0,2.0,4.0,5.0,4.0,1.0,7.0,8.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,5.0,2.0,1.0,1.0,98.0,5.0,7.0,1.83,178413512.0,4.0,1.0
55.0,4.0,2.0,7.0,2.0,5.0,1.0,1.0,2.0,3.0,99.0,,,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,7.0,9.0,3.0,1.0,6.0,6.0,4.0,1.38,178414212.0,4.0,2.0
69.0,5.0,2.0,7.0,2.0,5.0,1.0,1.0,2.0,3.0,3.0,5.0,13.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,7.0,9.0,1.0,1.0,6.0,6.0,4.0,0.7,178414213.0,4.0,2.0
32.0,2.0,1.0,14.0,1.0,4.0,3.0,2.0,3.0,1.0,5.0,8.0,12.0,,,,,,,,2.0,7.0,3.0,3.0,1.0,4.0,4.0,7.0,1.18,178414686.0,4.0,1.0
18.0,1.0,1.0,14.0,2.0,4.0,5.0,5.0,6.0,3.0,2.0,4.0,10.0,,,,,,,,3.0,5.0,6.0,1.0,20.0,98.0,5.0,7.0,2.11,178415692.0,4.0,1.0
24.0,1.0,2.0,14.0,1.0,4.0,5.0,1.0,2.0,10.0,8.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,9.0,2.0,19.0,5.0,4.0,7.0,1.14,178416412.0,4.0,1.0
37.0,3.0,1.0,8.0,2.0,4.0,3.0,1.0,2.0,4.0,5.0,8.0,11.0,,,,,,,,7.0,1.0,9.0,3.0,10.0,5.0,5.0,4.0,2.86,178417229.0,4.0,2.0
60.0,5.0,1.0,8.0,1.0,5.0,1.0,1.0,2.0,4.0,5.0,8.0,10.0,,,,,,,,7.0,1.0,4.0,3.0,10.0,5.0,5.0,4.0,3.43,178417235.0,4.0,2.0
36.0,3.0,1.0,16.0,1.0,4.0,97.0,,,,,,,,,,,,,,4.0,7.0,8.0,3.0,10.0,4.0,4.0,7.0,1.14,178417423.0,4.0,1.0
60.0,5.0,2.0,11.0,2.0,5.0,96.0,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,6.0,7.0,1.0,1.0,6.0,6.0,7.0,1.0,178417424.0,4.0,1.0
25.0,2.0,1.0,10.0,2.0,5.0,1.0,1.0,2.0,4.0,8.0,13.0,12.0,,,,,,,,5.0,6.0,9.0,3.0,10.0,5.0,5.0,4.0,0.98,178429321.0,4.0,2.0
45.0,4.0,2.0,11.0,1.0,6.0,96.0,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,7.0,10.0,3.0,99.0,6.0,5.0,2.0,1.0,178438918.0,4.0,1.0
62.0,5.0,2.0,9.0,2.0,6.0,97.0,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,8.0,7.0,3.0,1.0,6.0,6.0,2.0,1.43,178439386.0,4.0,1.0
61.0,5.0,2.0,11.0,2.0,5.0,96.0,,,,,,,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,7.0,5.0,1.0,1.0,6.0,5.0,2.0,1.27,178439898.0,4.0,1.0
42.0,3.0,1.0,14.0,1.0,5.0,5.0,7.0,4.0,2.0,9.0,8.0,5.0,,,,,,,,2.0,4.0,5.0,1.0,10.0,5.0,4.0,7.0,0.63,178443784.0,4.0,1.0
45.0,4.0,1.0,11.0,2.0,5.0,5.0,2.0,3.0,1.0,5.0,7.0,8.0,,,,,,,,3.0,5.0,6.0,2.0,16.0,6.0,6.0,7.0,0.97,178444058.0,4.0,1.0
64.0,5.0,2.0,11.0,2.0,5.0,3.0,1.0,4.0,6.0,13.0,5.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,2.0,2.0,2.0,6.0,5.0,7.0,1.0,178444387.0,4.0,1.0
45.0,4.0,2.0,11.0,2.0,5.0,5.0,2.0,3.0,7.0,13.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,6.0,3.0,1.0,5.0,4.0,7.0,1.26,178444682.0,4.0,1.0
46.0,4.0,1.0,15.0,1.0,5.0,97.0,,,,,,,,,,,,,,7.0,10.0,9.0,1.0,15.0,4.0,4.0,7.0,0.67,178445125.0,4.0,1.0
51.0,4.0,2.0,11.0,2.0,5.0,5.0,3.0,5.0,8.0,8.0,12.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,7.0,8.0,1.0,19.0,6.0,6.0,7.0,1.26,178445753.0,4.0,1.0
33.0,2.0,1.0,14.0,1.0,5.0,5.0,2.0,1.0,6.0,5.0,8.0,12.0,,,,,,,,2.0,5.0,6.0,2.0,1.0,5.0,4.0,7.0,0.87,178446786.0,4.0,1.0
69.0,5.0,2.0,5.0,2.0,6.0,97.0,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.0,1.0,6.0,6.0,4.0,0.79,178447163.0,4.0,2.0
30.0,2.0,2.0,7.0,2.0,6.0,5.0,2.0,3.0,4.0,1.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,16.0,6.0,6.0,4.0,1.35,178447164.0,4.0,2.0
39.0,3.0,2.0,7.0,2.0,6.0,5.0,4.0,3.0,7.0,5.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,4.0,3.0,10.0,98.0,5.0,4.0,0.67,178447165.0,4.0,2.0
41.0,3.0,2.0,11.0,2.0,5.0,5.0,2.0,7.0,9.0,8.0,5.0,12.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,10.0,98.0,6.0,5.0,0.56,178447166.0,4.0,1.0
27.0,2.0,2.0,10.0,2.0,6.0,5.0,1.0,2.0,3.0,8.0,9.0,12.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,99.0,99.0,5.0,0.77,178447167.0,4.0,1.0
68.0,5.0,1.0,8.0,2.0,6.0,5.0,6.0,7.0,2.0,12.0,8.0,5.0,,,,,,,,1.0,2.0,3.0,1.0,1.0,5.0,5.0,5.0,1.3,178447168.0,4.0,1.0
47.0,4.0,2.0,11.0,1.0,5.0,97.0,,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,8.0,2.0,16.0,5.0,5.0,2.0,0.89,178449213.0,4.0,1.0
46.0,4.0,2.0,11.0,2.0,6.0,96.0,,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,7.0,3.0,2.0,6.0,6.0,2.0,1.41,178449415.0,4.0,1.0
62.0,5.0,2.0,11.0,1.0,5.0,5.0,2.0,7.0,1.0,3.0,5.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,3.0,2.0,1.0,6.0,5.0,2.0,0.9,178449986.0,4.0,1.0
36.0,3.0,1.0,13.0,2.0,5.0,5.0,7.0,1.0,2.0,8.0,,,,,,,,,,5.0,3.0,8.0,1.0,1.0,98.0,5.0,7.0,0.52,178454094.0,4.0,2.0
35.0,3.0,1.0,14.0,2.0,5.0,5.0,7.0,1.0,2.0,8.0,,,,,,,,,,5.0,2.0,1.0,3.0,1.0,6.0,6.0,7.0,0.52,178454125.0,4.0,2.0
40.0,3.0,2.0,11.0,1.0,4.0,3.0,2.0,6.0,12.0,8.0,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,10.0,1.0,1.0,6.0,5.0,7.0,1.59,178454641.0,4.0,2.0
40.0,3.0,2.0,11.0,1.0,4.0,3.0,2.0,4.0,12.0,8.0,,,99.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,1.0,1.0,5.0,4.0,7.0,1.59,178454662.0,4.0,2.0
61.0,5.0,1.0,14.0,2.0,2.0,5.0,10.0,12.0,,8.0,5.0,3.0,,,,,,,,99.0,,,4.0,99.0,98.0,5.0,1.0,0.59,178474294.0,4.0,2.0
42.0,3.0,1.0,14.0,2.0,2.0,5.0,3.0,7.0,,5.0,1.0,2.0,,,,,,,,6.0,7.0,2.0,1.0,12.0,98.0,4.0,7.0,1.06,178476433.0,4.0,2.0
30.0,2.0,2.0,16.0,2.0,3.0,1.0,6.0,1.0,2.0,8.0,12.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,7.0,4.0,3.0,1.0,6.0,4.0,7.0,1.34,178492004.0,4.0,2.0
25.0,2.0,2.0,11.0,1.0,5.0,3.0,1.0,2.0,4.0,2.0,8.0,,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,19.0,6.0,5.0,7.0,0.75,178495812.0,4.0,1.0
47.0,4.0,2.0,11.0,2.0,4.0,5.0,1.0,3.0,,5.0,8.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,6.0,5.0,1.0,99.0,5.0,5.0,7.0,1.71,178496711.0,4.0,2.0
27.0,2.0,2.0,12.0,1.0,5.0,3.0,4.0,1.0,7.0,8.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,1.0,11.0,99.0,99.0,7.0,0.95,178497254.0,4.0,2.0
40.0,3.0,1.0,11.0,1.0,5.0,5.0,6.0,,,8.0,,,,,,,,,,6.0,7.0,,3.0,1.0,5.0,5.0,7.0,1.49,178498067.0,4.0,1.0
39.0,3.0,2.0,12.0,1.0,4.0,3.0,1.0,2.0,,5.0,13.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,6.0,3.0,19.0,5.0,5.0,7.0,2.01,178499021.0,4.0,1.0
25.0,2.0,2.0,12.0,2.0,5.0,3.0,7.0,2.0,9.0,5.0,,,4.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,8.0,10.0,1.0,1.0,6.0,6.0,7.0,0.86,178499666.0,4.0,1.0
30.0,2.0,1.0,10.0,2.0,5.0,5.0,2.0,1.0,,8.0,,,,,,,,,,6.0,7.0,,2.0,1.0,5.0,5.0,7.0,1.66,178500135.0,4.0,1.0
70.0,5.0,1.0,14.0,2.0,3.0,3.0,2.0,3.0,13.0,3.0,12.0,7.0,,,,,,,,6.0,4.0,7.0,1.0,1.0,4.0,3.0,1.0,0.59,178500987.0,4.0,2.0
30.0,2.0,2.0,9.0,2.0,5.0,97.0,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,98.0,99.0,8.0,0.72,178527192.0,4.0,1.0
26.0,2.0,2.0,11.0,2.0,5.0,5.0,1.0,2.0,3.0,6.0,7.0,5.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,2.0,3.0,5.0,2.0,11.0,98.0,99.0,8.0,0.72,178529112.0,4.0,1.0
60.0,5.0,2.0,8.0,2.0,5.0,96.0,,,,,,,99.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,5.0,6.0,6.0,8.0,0.79,178530143.0,4.0,1.0
70.0,5.0,2.0,8.0,2.0,5.0,97.0,,,,,,,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,5.0,5.0,8.0,0.79,178531476.0,4.0,1.0
59.0,4.0,1.0,7.0,2.0,6.0,97.0,,,,,,,,,,,,,,5.0,,,3.0,1.0,98.0,99.0,8.0,0.74,178532642.0,4.0,1.0
60.0,5.0,2.0,10.0,2.0,5.0,5.0,1.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,99.0,1.0,5.0,3.0,1.0,1.0,6.0,6.0,8.0,0.79,178535617.0,4.0,1.0
36.0,3.0,2.0,14.0,2.0,5.0,5.0,1.0,2.0,5.0,3.0,5.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,3.0,1.0,6.0,99.0,8.0,0.46,178539329.0,4.0,1.0
28.0,2.0,2.0,16.0,1.0,3.0,5.0,6.0,7.0,9.0,5.0,8.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,3.0,1.0,7.0,1.47,178540525.0,4.0,2.0
42.0,3.0,1.0,16.0,1.0,3.0,5.0,2.0,1.0,7.0,7.0,8.0,2.0,,,,,,,,2.0,6.0,1.0,1.0,10.0,5.0,5.0,7.0,1.71,178541109.0,4.0,2.0
24.0,1.0,2.0,14.0,1.0,5.0,96.0,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,10.0,1.0,19.0,99.0,99.0,7.0,0.84,178542373.0,4.0,1.0
22.0,1.0,1.0,14.0,1.0,5.0,97.0,,,,,,,,,,,,,,2.0,5.0,6.0,2.0,1.0,5.0,5.0,7.0,1.9,178542374.0,4.0,2.0
23.0,1.0,1.0,14.0,2.0,5.0,5.0,1.0,2.0,7.0,3.0,8.0,12.0,,,,,,,,5.0,6.0,8.0,3.0,2.0,6.0,6.0,7.0,1.55,178542375.0,4.0,1.0
27.0,2.0,2.0,16.0,1.0,3.0,3.0,7.0,,,99.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,3.0,1.0,99.0,99.0,7.0,1.47,178542530.0,4.0,1.0
41.0,3.0,1.0,16.0,1.0,2.0,3.0,7.0,2.0,9.0,12.0,8.0,6.0,,,,,,,,2.0,10.0,9.0,2.0,20.0,3.0,3.0,7.0,1.71,178545541.0,4.0,2.0
32.0,2.0,2.0,16.0,2.0,3.0,3.0,7.0,3.0,13.0,8.0,5.0,12.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,7.0,5.0,1.0,1.0,6.0,4.0,7.0,1.34,178552656.0,4.0,2.0
29.0,2.0,1.0,14.0,2.0,4.0,1.0,1.0,2.0,4.0,8.0,13.0,12.0,,,,,,,,5.0,6.0,9.0,3.0,11.0,5.0,5.0,4.0,0.7,178582458.0,4.0,2.0
61.0,5.0,2.0,6.0,2.0,4.0,96.0,,,,,,,99.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,3.0,9.0,1.0,1.0,98.0,5.0,7.0,1.36,178582490.0,4.0,2.0
39.0,3.0,2.0,14.0,2.0,4.0,3.0,7.0,1.0,9.0,8.0,12.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,3.0,20.0,6.0,5.0,7.0,1.83,178582491.0,4.0,1.0
34.0,2.0,1.0,16.0,1.0,3.0,96.0,,,,,,,,,,,,,,2.0,4.0,7.0,1.0,16.0,2.0,2.0,1.0,0.75,178582715.0,4.0,2.0
27.0,2.0,2.0,14.0,2.0,6.0,1.0,1.0,2.0,4.0,8.0,7.0,12.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,8.0,5.0,3.0,10.0,98.0,6.0,5.0,0.81,178583300.0,4.0,2.0
25.0,2.0,2.0,14.0,2.0,6.0,1.0,1.0,2.0,4.0,8.0,5.0,12.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,8.0,5.0,3.0,10.0,98.0,6.0,5.0,0.81,178583301.0,4.0,2.0
53.0,4.0,1.0,14.0,1.0,3.0,5.0,4.0,7.0,6.0,12.0,11.0,3.0,,,,,,,,8.0,1.0,9.0,3.0,1.0,4.0,4.0,1.0,0.22,178583509.0,4.0,1.0
34.0,2.0,1.0,16.0,1.0,2.0,96.0,,,,,,,,,,,,,,97.0,,,1.0,20.0,4.0,4.0,4.0,0.71,178583526.0,4.0,2.0
48.0,4.0,2.0,16.0,1.0,3.0,5.0,2.0,1.0,7.0,12.0,5.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,2.0,7.0,4.0,1.0,3.0,2.0,1.0,0.45,178583660.0,4.0,2.0
33.0,2.0,2.0,16.0,1.0,3.0,5.0,6.0,12.0,4.0,8.0,12.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,7.0,3.0,4.0,5.0,5.0,3.0,0.81,178583718.0,4.0,2.0
49.0,4.0,1.0,16.0,1.0,3.0,5.0,7.0,6.0,4.0,12.0,8.0,3.0,,,,,,,,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.59,178583949.0,4.0,2.0
67.0,5.0,2.0,10.0,2.0,6.0,1.0,1.0,4.0,7.0,5.0,8.0,13.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,10.0,6.0,6.0,5.0,1.67,178584368.0,4.0,2.0
64.0,5.0,2.0,8.0,2.0,6.0,1.0,1.0,4.0,7.0,5.0,8.0,13.0,99.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,10.0,6.0,6.0,5.0,1.67,178584371.0,4.0,2.0
61.0,5.0,2.0,8.0,2.0,5.0,1.0,7.0,1.0,2.0,99.0,,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,4.0,3.0,10.0,6.0,6.0,5.0,1.48,178591186.0,4.0,2.0
33.0,2.0,2.0,8.0,2.0,5.0,1.0,7.0,1.0,2.0,99.0,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,5.0,3.0,11.0,6.0,6.0,5.0,0.69,178591189.0,4.0,2.0
26.0,2.0,2.0,14.0,1.0,5.0,1.0,4.0,1.0,2.0,99.0,,,3.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,5.0,7.0,2.0,1.0,6.0,5.0,5.0,1.27,178591595.0,4.0,2.0
23.0,1.0,2.0,14.0,1.0,5.0,1.0,4.0,1.0,2.0,99.0,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,7.0,2.0,1.0,6.0,5.0,5.0,0.97,178591596.0,4.0,2.0
35.0,3.0,2.0,14.0,1.0,2.0,3.0,9.0,10.0,12.0,99.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,3.0,1.0,4.0,3.0,1.0,0.44,178592323.0,4.0,2.0
62.0,5.0,2.0,14.0,1.0,3.0,97.0,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,7.0,5.0,1.0,19.0,4.0,4.0,1.0,0.86,178605099.0,4.0,2.0
53.0,4.0,1.0,14.0,1.0,3.0,5.0,7.0,,,12.0,8.0,2.0,,,,,,,,1.0,8.0,6.0,1.0,99.0,99.0,99.0,8.0,1.08,178607599.0,4.0,2.0
58.0,4.0,1.0,16.0,2.0,3.0,5.0,8.0,13.0,7.0,3.0,5.0,7.0,,,,,,,,6.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,0.51,178607719.0,4.0,1.0
60.0,5.0,1.0,14.0,2.0,5.0,5.0,1.0,5.0,3.0,4.0,,,,,,,,,,1.0,,,1.0,16.0,6.0,6.0,8.0,0.67,178610362.0,4.0,2.0
30.0,2.0,2.0,14.0,2.0,5.0,5.0,1.0,3.0,5.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,6.0,1.0,1.0,98.0,5.0,8.0,0.49,178611069.0,4.0,2.0
50.0,4.0,1.0,14.0,2.0,5.0,1.0,1.0,2.0,3.0,6.0,12.0,7.0,,,,,,,,10.0,1.0,4.0,2.0,16.0,6.0,6.0,8.0,0.73,178612149.0,4.0,1.0
55.0,4.0,1.0,15.0,2.0,5.0,5.0,1.0,2.0,3.0,5.0,6.0,9.0,,,,,,,,1.0,7.0,6.0,3.0,1.0,4.0,4.0,8.0,0.49,178613920.0,4.0,2.0
48.0,4.0,2.0,7.0,1.0,5.0,3.0,3.0,2.0,4.0,7.0,10.0,9.0,4.0,2.0,2.0,2.0,2.0,97.0,2.0,5.0,7.0,2.0,1.0,4.0,6.0,6.0,1.0,0.3,178614110.0,4.0,1.0
60.0,5.0,1.0,15.0,2.0,5.0,5.0,1.0,2.0,3.0,10.0,11.0,,,,,,,,,1.0,5.0,10.0,1.0,1.0,5.0,5.0,8.0,0.44,178614963.0,4.0,1.0
46.0,4.0,1.0,11.0,2.0,6.0,97.0,,,,,,,,,,,,,,1.0,2.0,3.0,2.0,16.0,98.0,99.0,1.0,1.32,178616332.0,4.0,1.0
61.0,5.0,1.0,16.0,2.0,4.0,1.0,2.0,3.0,1.0,8.0,,,,,,,,,,1.0,3.0,4.0,2.0,1.0,5.0,5.0,8.0,0.61,178617099.0,4.0,1.0
74.0,5.0,1.0,11.0,2.0,6.0,3.0,2.0,7.0,,4.0,3.0,1.0,,,,,,,,3.0,5.0,6.0,3.0,1.0,6.0,6.0,1.0,0.36,178619891.0,4.0,2.0
31.0,2.0,1.0,14.0,1.0,5.0,5.0,7.0,2.0,4.0,12.0,5.0,8.0,,,,,,,,5.0,1.0,3.0,3.0,10.0,6.0,6.0,5.0,1.77,178631067.0,4.0,2.0
29.0,2.0,1.0,14.0,1.0,5.0,3.0,7.0,2.0,4.0,12.0,5.0,8.0,,,,,,,,5.0,1.0,3.0,3.0,10.0,6.0,6.0,5.0,1.77,178631070.0,4.0,2.0
67.0,5.0,1.0,7.0,2.0,5.0,1.0,1.0,5.0,4.0,12.0,8.0,5.0,,,,,,,,1.0,3.0,5.0,2.0,1.0,6.0,6.0,5.0,1.16,178631480.0,4.0,2.0
61.0,5.0,1.0,7.0,2.0,6.0,97.0,,,,,,,,,,,,,,1.0,3.0,5.0,2.0,1.0,6.0,6.0,5.0,1.3,178631483.0,4.0,2.0
60.0,5.0,1.0,9.0,2.0,5.0,97.0,,,,,,,,,,,,,,99.0,,,3.0,1.0,98.0,99.0,1.0,0.32,178632155.0,4.0,2.0
20.0,1.0,2.0,11.0,2.0,4.0,3.0,7.0,2.0,3.0,5.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,9.0,2.0,2.0,1.0,98.0,4.0,1.0,0.18,178632156.0,4.0,2.0
72.0,5.0,2.0,9.0,1.0,5.0,5.0,7.0,,,3.0,2.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,,3.0,4.0,99.0,99.0,1.0,0.47,178632157.0,4.0,2.0
16.0,1.0,1.0,13.0,2.0,4.0,3.0,1.0,4.0,9.0,5.0,8.0,13.0,,,,,,,,1.0,10.0,7.0,1.0,1.0,98.0,6.0,7.0,2.11,178656596.0,4.0,1.0
49.0,4.0,2.0,7.0,2.0,6.0,5.0,9.0,6.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,10.0,98.0,6.0,5.0,0.96,178661804.0,4.0,2.0
35.0,3.0,1.0,16.0,1.0,3.0,5.0,10.0,9.0,1.0,12.0,8.0,7.0,,,,,,,,6.0,5.0,2.0,1.0,3.0,99.0,99.0,5.0,0.88,178662814.0,4.0,2.0
58.0,4.0,1.0,11.0,2.0,5.0,97.0,,,,,,,,,,,,,,1.0,4.0,3.0,3.0,1.0,6.0,6.0,7.0,0.97,178664470.0,4.0,2.0
28.0,2.0,2.0,14.0,1.0,5.0,3.0,1.0,3.0,4.0,99.0,,,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0,3.0,2.0,6.0,6.0,7.0,0.95,178664471.0,4.0,2.0
60.0,5.0,1.0,8.0,1.0,4.0,5.0,99.0,,,1.0,3.0,5.0,,,,,,,,9.0,4.0,,3.0,19.0,6.0,6.0,7.0,3.12,178664472.0,4.0,2.0
19.0,1.0,2.0,11.0,1.0,5.0,5.0,2.0,1.0,7.0,8.0,10.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,6.0,5.0,7.0,0.66,178664473.0,4.0,2.0
66.0,5.0,1.0,13.0,2.0,4.0,5.0,9.0,2.0,6.0,8.0,1.0,5.0,,,,,,,,6.0,1.0,3.0,1.0,10.0,6.0,5.0,5.0,0.92,178679655.0,4.0,2.0
24.0,1.0,2.0,11.0,2.0,6.0,5.0,7.0,2.0,4.0,1.0,5.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,98.0,4.0,5.0,0.59,178679656.0,4.0,1.0
31.0,2.0,2.0,10.0,2.0,6.0,5.0,7.0,3.0,2.0,1.0,3.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,6.0,1.0,99.0,99.0,6.0,5.0,0.77,178679657.0,4.0,1.0
35.0,3.0,2.0,16.0,1.0,3.0,5.0,99.0,,,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,6.0,1.0,20.0,3.0,2.0,5.0,3.12,178697669.0,4.0,2.0
40.0,3.0,2.0,16.0,2.0,3.0,3.0,9.0,2.0,7.0,8.0,3.0,,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,7.0,3.0,2.0,6.0,2.0,5.0,1.77,178699564.0,4.0,2.0
31.0,2.0,2.0,16.0,2.0,2.0,3.0,7.0,2.0,9.0,5.0,8.0,12.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,3.0,15.0,99.0,99.0,7.0,1.34,178713722.0,4.0,2.0
62.0,5.0,1.0,10.0,1.0,5.0,1.0,1.0,2.0,3.0,99.0,,,,,,,,,,5.0,8.0,1.0,1.0,1.0,6.0,6.0,5.0,1.06,178716619.0,4.0,2.0
47.0,4.0,2.0,8.0,2.0,5.0,5.0,1.0,4.0,2.0,5.0,8.0,3.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,2.0,98.0,99.0,5.0,0.86,178717098.0,4.0,2.0
63.0,5.0,2.0,8.0,1.0,6.0,1.0,1.0,7.0,2.0,5.0,12.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,3.0,1.0,6.0,5.0,5.0,2.94,178717611.0,4.0,2.0
48.0,4.0,1.0,9.0,1.0,5.0,3.0,4.0,2.0,7.0,12.0,7.0,5.0,,,,,,,,2.0,5.0,1.0,2.0,10.0,4.0,4.0,5.0,1.81,178717612.0,4.0,2.0
53.0,4.0,1.0,7.0,2.0,5.0,1.0,4.0,7.0,2.0,12.0,5.0,13.0,,,,,,,,1.0,7.0,6.0,3.0,1.0,5.0,5.0,5.0,1.97,178718283.0,4.0,2.0
