IDADE,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2,P3,P4_1,P4_2,P4_3,P5,P6A,P6B,P6C,P6D,P6E,P6F,P6G,P7_1,P7_2,P7_3,P8A,P8B,P8C,P8D,P8E,P8F,P8G,P9_1,P9_2,P9_3,P10,P11A,P11B,P11C,P11D,P11E,RAÇA_COR,RELIGIAO,REND1,REND2,TIPO_COLETA,AMOSTRA,REGIAO,FATOR_POND,ID
33.0,1.0,14.0,1.0,4.0,2.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,11.0,6.0,99.0,4.0,2.0,8.0,0.4461072351190953,150486368.0
19.0,2.0,14.0,2.0,4.0,2.0,2.0,1.0,6.0,5.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,98.0,6.0,4.0,2.0,5.0,1.072996635316242,150486420.0
38.0,1.0,15.0,2.0,4.0,2.0,1.0,2.0,5.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,7.0,98.0,99.0,4.0,99.0,2.0,1.0,3.0,19.0,98.0,6.0,4.0,2.0,2.0,1.072403299218502,150486552.0
30.0,2.0,12.0,2.0,4.0,2.0,1.0,2.0,5.0,6.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,11.0,98.0,5.0,4.0,2.0,6.0,1.4734689002125219,150486828.0
47.0,2.0,14.0,2.0,6.0,1.0,1.0,1.0,8.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,98.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,98.0,6.0,4.0,2.0,6.0,1.100037117020541,150487171.0
35.0,2.0,14.0,2.0,4.0,3.0,1.0,98.0,6.0,3.0,1.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,5.0,4.0,2.0,7.0,0.7965170658362727,150487182.0
42.0,1.0,14.0,1.0,3.0,2.0,1.0,1.0,6.0,9.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,6.0,4.0,2.0,5.0,2.8862786512711884,150487459.0
40.0,1.0,14.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,8.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,19.0,4.0,2.0,4.0,2.0,4.0,2.092106583484462,150487657.0
26.0,1.0,16.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,19.0,5.0,5.0,4.0,2.0,8.0,0.6735322817822985,150489044.0
43.0,2.0,14.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,19.0,98.0,4.0,4.0,2.0,3.0,0.7054062221207453,150489202.0
22.0,2.0,16.0,2.0,3.0,2.0,1.0,1.0,5.0,7.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,20.0,98.0,4.0,4.0,2.0,6.0,1.1727993346375738,150489836.0
19.0,1.0,14.0,2.0,6.0,2.0,2.0,3.0,5.0,,,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.0,4.0,,3.0,99.0,99.0,99.0,3.0,99.0,99.0,4.0,,,2.0,99.0,99.0,99.0,99.0,99.0,3.0,99.0,99.0,5.0,4.0,2.0,8.0,1.358217969549446,150490033.0
63.0,2.0,14.0,2.0,1.0,2.0,1.0,2.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,98.0,,,3.0,1.0,1.0,2.0,3.0,3.0,2.0,8.0,7.0,5.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,10.0,98.0,99.0,4.0,2.0,3.0,0.9911932300434243,150490150.0
46.0,2.0,14.0,1.0,3.0,2.0,1.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,19.0,5.0,5.0,4.0,2.0,7.0,1.6976595886894554,150490237.0
21.0,2.0,15.0,1.0,5.0,2.0,1.0,1.0,5.0,7.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,6.0,5.0,4.0,2.0,2.0,0.6583065181622435,150490294.0
22.0,2.0,14.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,6.0,2.0,2.0,1.0,99.0,1.0,1.0,1.0,10.0,5.0,4.0,4.0,2.0,3.0,0.4176936591105713,150490691.0
33.0,2.0,12.0,2.0,4.0,2.0,1.0,1.0,6.0,7.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,19.0,6.0,6.0,4.0,2.0,7.0,0.8290937552732646,150491251.0
58.0,1.0,15.0,1.0,3.0,2.0,1.0,2.0,6.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,6.0,4.0,2.0,4.0,1.689717788350806,150491282.0
25.0,1.0,15.0,1.0,5.0,1.0,1.0,1.0,9.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,20.0,6.0,6.0,4.0,2.0,5.0,1.1815977401896498,150491390.0
50.0,1.0,14.0,1.0,4.0,2.0,2.0,2.0,9.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,6.0,1.5084180202668669,150492097.0
32.0,1.0,14.0,2.0,4.0,2.0,1.0,2.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,5.0,6.0,98.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,8.0,0.40869023961770085,150492100.0
40.0,2.0,16.0,1.0,4.0,1.0,1.0,1.0,6.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,19.0,5.0,4.0,4.0,2.0,6.0,0.9054750077779736,150492273.0
43.0,2.0,14.0,1.0,6.0,2.0,1.0,1.0,9.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,6.0,4.0,2.0,7.0,1.041813137560961,150492292.0
22.0,1.0,14.0,1.0,4.0,3.0,98.0,98.0,99.0,,,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,98.0,99.0,99.0,99.0,99.0,99.0,3.0,19.0,99.0,99.0,4.0,2.0,5.0,1.9898586365030304,150492429.0
45.0,2.0,12.0,2.0,6.0,3.0,98.0,98.0,99.0,,,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,98.0,,,98.0,99.0,99.0,99.0,99.0,99.0,1.0,5.0,6.0,6.0,4.0,2.0,5.0,1.7830058206304773,150492447.0
30.0,2.0,16.0,1.0,4.0,2.0,1.0,1.0,2.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,16.0,5.0,5.0,4.0,2.0,1.0,0.18176045020190468,150493328.0
35.0,2.0,12.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,98.0,99.0,1.0,99.0,1.0,1.0,3.0,19.0,98.0,6.0,4.0,2.0,8.0,0.8404079360352142,150493434.0
17.0,2.0,13.0,2.0,5.0,2.0,1.0,2.0,9.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,11.0,98.0,6.0,4.0,2.0,4.0,0.7678609025531613,150493503.0
38.0,2.0,15.0,2.0,5.0,2.0,2.0,2.0,2.0,8.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,4.0,98.0,2.0,1.0,99.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,2.0,6.0,0.7207285158614758,150493532.0
69.0,1.0,14.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,4.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,4.0,0.5856759988776015,150493640.0
24.0,2.0,11.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,6.0,1.0,99.0,1.0,99.0,99.0,2.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,99.0,99.0,3.0,99.0,98.0,,,2.0,2.0,99.0,4.0,99.0,99.0,2.0,13.0,6.0,6.0,4.0,2.0,6.0,0.7986615978683009,150493733.0
24.0,2.0,11.0,2.0,4.0,1.0,1.0,1.0,4.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,7.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,6.0,3.0,4.0,2.0,5.0,2.5951065317302433,150493734.0
54.0,1.0,14.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,3.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,7.0,1.1768023821044131,150493782.0
38.0,2.0,15.0,1.0,3.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,11.0,6.0,4.0,4.0,2.0,8.0,0.8931603033258801,150493798.0
21.0,1.0,14.0,1.0,4.0,2.0,1.0,1.0,9.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,3.0,4.0,98.0,2.0,2.0,2.0,1.0,1.0,3.0,20.0,5.0,4.0,4.0,2.0,7.0,1.8690432858627686,150494497.0
26.0,1.0,15.0,1.0,4.0,2.0,1.0,2.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,1.0,3.0,98.0,2.0,1.0,1.0,1.0,1.0,1.0,19.0,5.0,4.0,4.0,2.0,6.0,0.8932191292350172,150495244.0
39.0,2.0,14.0,1.0,5.0,2.0,1.0,1.0,2.0,6.0,7.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,98.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,2.0,99.0,99.0,99.0,99.0,99.0,3.0,1.0,5.0,4.0,4.0,2.0,5.0,0.6939504401047619,150495423.0
35.0,2.0,16.0,1.0,5.0,1.0,1.0,1.0,9.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,99.0,2.0,2.0,4.0,2.0,5.0,0.8647612822809605,150495745.0
45.0,1.0,14.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,3.0,4.0,2.0,2.0,0.8800564074058357,150495829.0
31.0,2.0,12.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,7.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,99.0,99.0,4.0,2.0,5.0,1.0718007019036893,150496001.0
31.0,2.0,11.0,1.0,5.0,3.0,1.0,1.0,9.0,2.0,6.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.0,2.0,6.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,2.0,99.0,99.0,99.0,99.0,99.0,3.0,99.0,99.0,99.0,4.0,2.0,7.0,1.461095084394307,150496165.0
36.0,2.0,15.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,2.0,7.0,0.8010586433013691,150496363.0
39.0,1.0,14.0,2.0,5.0,1.0,2.0,3.0,1.0,7.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,19.0,98.0,6.0,4.0,2.0,5.0,2.367390264469123,150496418.0
39.0,2.0,14.0,2.0,4.0,3.0,98.0,2.0,3.0,5.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,98.0,6.0,4.0,2.0,7.0,0.7965170658362727,150496677.0
65.0,1.0,15.0,1.0,3.0,1.0,1.0,1.0,5.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,4.0,4.0,4.0,2.0,8.0,0.8609419020027168,150496706.0
25.0,2.0,14.0,1.0,3.0,2.0,1.0,1.0,7.0,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,98.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,98.0,1.0,4.0,2.0,3.0,0.47794300916560195,150496915.0
55.0,2.0,12.0,2.0,4.0,2.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,5.0,7.0,98.0,2.0,3.0,4.0,1.0,1.0,1.0,15.0,99.0,99.0,4.0,2.0,7.0,1.8627453787816515,150497191.0
32.0,2.0,14.0,2.0,6.0,2.0,1.0,1.0,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,5.0,2.0,3.0,99.0,3.0,1.0,1.0,1.0,10.0,6.0,6.0,4.0,2.0,7.0,0.8433613940270227,150497241.0
24.0,2.0,14.0,2.0,4.0,2.0,1.0,2.0,7.0,1.0,6.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,98.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,98.0,5.0,4.0,2.0,3.0,0.40251178019875544,150497628.0
57.0,1.0,14.0,2.0,4.0,2.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,99.0,99.0,4.0,2.0,3.0,0.5946514411256281,150497777.0
18.0,1.0,14.0,2.0,4.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,8.0,2.0,99.0,99.0,1.0,3.0,1.0,2.0,20.0,98.0,3.0,4.0,2.0,3.0,1.0255758968799917,150498160.0
33.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,1.0,6.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,19.0,6.0,4.0,4.0,2.0,7.0,1.461095084394307,150498241.0
22.0,2.0,14.0,1.0,3.0,2.0,1.0,2.0,5.0,9.0,1.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,99.0,99.0,99.0,99.0,99.0,3.0,11.0,6.0,1.0,4.0,2.0,5.0,0.8019809198913932,150498458.0
28.0,2.0,14.0,1.0,4.0,2.0,1.0,2.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,6.0,4.0,4.0,2.0,7.0,1.0660763667801703,150498488.0
30.0,1.0,15.0,1.0,3.0,2.0,2.0,2.0,6.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,7.0,98.0,3.0,2.0,3.0,2.0,3.0,3.0,99.0,99.0,99.0,4.0,2.0,5.0,1.2932562647913095,150498848.0
21.0,2.0,12.0,1.0,5.0,2.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,18.0,99.0,99.0,4.0,2.0,5.0,0.7327386446272511,150499075.0
24.0,1.0,14.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,98.0,2.0,1.0,1.0,2.0,1.0,2.0,17.0,5.0,5.0,4.0,2.0,4.0,3.9308624777510994,150499476.0
56.0,1.0,14.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,98.0,99.0,4.0,2.0,5.0,1.6036177076514204,150499513.0
26.0,1.0,14.0,1.0,4.0,1.0,98.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,98.0,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,4.0,2.0,2.0,1.0584788646105567,150499838.0
25.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,19.0,99.0,5.0,4.0,2.0,7.0,2.1633300131057704,150500214.0
25.0,1.0,14.0,1.0,3.0,3.0,1.0,2.0,2.0,9.0,1.0,1.0,99.0,1.0,99.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,7.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,19.0,5.0,4.0,4.0,2.0,5.0,1.5188755971922665,150500394.0
32.0,2.0,16.0,2.0,4.0,2.0,1.0,1.0,7.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,8.0,7.0,2.0,99.0,1.0,3.0,1.0,1.0,1.0,17.0,6.0,4.0,4.0,2.0,2.0,0.8059757201804689,150500519.0
36.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,20.0,4.0,4.0,4.0,2.0,1.0,0.15763563951035328,150500604.0
19.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,9.0,6.0,7.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,98.0,6.0,4.0,2.0,7.0,1.0256798999310854,150500849.0
30.0,1.0,16.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,19.0,5.0,5.0,4.0,2.0,3.0,0.953781266702386,150500863.0
73.0,1.0,14.0,1.0,3.0,1.0,1.0,1.0,7.0,,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,2.0,1.0,2.0,3.0,3.0,1.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,6.0,1.938730310234765,150500874.0
55.0,2.0,16.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,8.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,4.0,4.0,2.0,5.0,1.3935525747359856,150500907.0
33.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,,,2.0,1.0,2.0,2.0,3.0,2.0,2.0,98.0,,,98.0,1.0,3.0,2.0,2.0,2.0,3.0,12.0,98.0,99.0,4.0,2.0,5.0,0.6468812868185562,150500922.0
34.0,2.0,16.0,1.0,4.0,2.0,98.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,98.0,99.0,99.0,1.0,1.0,1.0,1.0,19.0,5.0,99.0,4.0,2.0,8.0,0.6321944840785221,150500960.0
47.0,2.0,15.0,2.0,4.0,1.0,1.0,1.0,4.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,4.0,6.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,15.0,6.0,4.0,4.0,2.0,2.0,0.7596957700852726,150501120.0
48.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,99.0,3.0,4.0,2.0,7.0,1.5150900366002078,150501202.0
