IDADE,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2,P3,P4_1,P4_2,P4_3,P5,P6A,P6B,P6C,P6D,P6E,P6F,P6G,P7_1,P7_2,P7_3,P8A,P8B,P8C,P8D,P8E,P8F,P8G,P9_1,P9_2,P9_3,P10,P11A,P11B,P11C,P11D,P11E,RAÇA_COR,RELIGIAO,REND1,REND2,TIPO_COLETA,AMOSTRA,REGIAO,FATOR_POND,ID
49.0,1.0,11.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,19.0,99.0,99.0,4.0,2.0,6.0,1.5214330507395597,150420082.0
69.0,2.0,16.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,1.7410547711264461,150420261.0
66.0,2.0,14.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,8.0,1.0,1.0,2.0,99.0,1.0,1.0,1.0,15.0,5.0,3.0,4.0,2.0,8.0,0.9076514220978463,150421713.0
68.0,1.0,15.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,9.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,6.0,1.4827177383340053,150422890.0
40.0,1.0,10.0,1.0,4.0,2.0,3.0,3.0,1.0,9.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,8.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,19.0,5.0,5.0,4.0,2.0,5.0,1.5624185217224835,150425573.0
59.0,2.0,16.0,2.0,3.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,17.0,5.0,2.0,4.0,2.0,1.0,0.5460972044322688,150427322.0
24.0,2.0,15.0,1.0,5.0,3.0,98.0,98.0,7.0,9.0,1.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,19.0,6.0,5.0,4.0,2.0,4.0,1.0505042725395373,150427327.0
62.0,2.0,14.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,99.0,99.0,4.0,2.0,4.0,2.2703802042626053,150427351.0
40.0,2.0,14.0,1.0,2.0,2.0,1.0,1.0,8.0,9.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,8.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,16.0,99.0,99.0,4.0,2.0,6.0,0.8027632640876033,150427359.0
32.0,2.0,14.0,1.0,4.0,2.0,1.0,1.0,9.0,6.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,6.0,4.0,2.0,5.0,1.1173838130502385,150427366.0
48.0,1.0,16.0,2.0,2.0,2.0,1.0,2.0,9.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,4.0,7.0,98.0,99.0,1.0,4.0,1.0,2.0,3.0,1.0,5.0,5.0,4.0,2.0,4.0,0.777373096897599,150427415.0
26.0,2.0,14.0,1.0,3.0,1.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,19.0,5.0,4.0,4.0,2.0,5.0,1.0718007019036893,150427644.0
31.0,2.0,16.0,2.0,5.0,2.0,1.0,1.0,1.0,6.0,7.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,8.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,16.0,99.0,99.0,4.0,2.0,2.0,0.7063479372885978,150427686.0
71.0,1.0,16.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,6.0,2.0,98.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,0.39008722239582194,150427703.0
28.0,2.0,14.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,7.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,19.0,98.0,5.0,4.0,2.0,7.0,1.0660763667801703,150427754.0
18.0,2.0,14.0,1.0,6.0,2.0,98.0,98.0,99.0,,,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,1.0,1.0,1.0,1.0,99.0,99.0,99.0,98.0,,,98.0,99.0,99.0,99.0,99.0,99.0,2.0,3.0,99.0,99.0,4.0,2.0,4.0,1.2310979991235438,150427974.0
46.0,2.0,16.0,1.0,4.0,3.0,1.0,98.0,7.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,4.0,98.0,99.0,1.0,2.0,1.0,1.0,1.0,16.0,4.0,4.0,4.0,2.0,4.0,1.0635029315196578,150428200.0
69.0,2.0,16.0,1.0,3.0,2.0,1.0,1.0,9.0,3.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,99.0,2.0,2.0,1.0,1.0,1.0,19.0,99.0,99.0,4.0,2.0,6.0,1.6453452655807157,150428263.0
49.0,2.0,16.0,1.0,3.0,2.0,1.0,2.0,5.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,99.0,99.0,4.0,2.0,2.0,0.6188810313912917,150428274.0
43.0,1.0,14.0,1.0,3.0,1.0,1.0,2.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,13.0,4.0,4.0,4.0,2.0,1.0,0.3991508989015853,150428371.0
39.0,2.0,15.0,2.0,4.0,2.0,1.0,1.0,7.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,6.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,16.0,6.0,5.0,4.0,2.0,2.0,0.7706703040448596,150428376.0
50.0,2.0,13.0,1.0,3.0,2.0,1.0,1.0,4.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,7.0,3.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0299871458341536,150428449.0
44.0,1.0,16.0,2.0,3.0,2.0,1.0,2.0,5.0,7.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,8.0,0.7466855835755214,150428715.0
62.0,2.0,16.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,98.0,3.0,4.0,2.0,5.0,1.7884192819471392,150428742.0
59.0,1.0,16.0,1.0,4.0,2.0,1.0,1.0,6.0,9.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,99.0,5.0,4.0,2.0,7.0,1.403824658953,150428763.0
45.0,1.0,16.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,19.0,5.0,4.0,4.0,2.0,7.0,1.3945677976761648,150428920.0
57.0,2.0,14.0,2.0,4.0,1.0,1.0,1.0,7.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,98.0,2.0,2.0,2.0,2.0,2.0,1.0,15.0,4.0,4.0,4.0,2.0,7.0,1.8627453787816515,150428987.0
54.0,1.0,14.0,2.0,4.0,1.0,1.0,1.0,99.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,,,98.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,4.0,2.0,5.0,1.5538244738099718,150429010.0
43.0,1.0,14.0,1.0,2.0,2.0,1.0,2.0,6.0,9.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,99.0,6.0,8.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,99.0,4.0,3.0,4.0,2.0,3.0,1.126367959103252,150429085.0
63.0,2.0,14.0,1.0,4.0,2.0,1.0,2.0,1.0,8.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,5.0,1.0,2.0,4.0,2.0,99.0,1.0,1.0,1.0,16.0,4.0,4.0,4.0,2.0,8.0,0.8747295019357691,150429115.0
66.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,99.0,99.0,4.0,2.0,8.0,0.8147226010591,150429147.0
71.0,1.0,5.0,2.0,5.0,1.0,1.0,2.0,6.0,8.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,8.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,99.0,99.0,4.0,2.0,4.0,0.5119696997370278,150429386.0
62.0,1.0,16.0,2.0,3.0,2.0,98.0,2.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,98.0,,,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,99.0,4.0,4.0,2.0,2.0,0.5004404111789013,150429468.0
32.0,2.0,16.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,5.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,7.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,99.0,1.0,10.0,4.0,4.0,4.0,2.0,3.0,0.7975453840626782,150429469.0
35.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,7.0,1.0636833770184466,150429477.0
42.0,2.0,16.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,98.0,99.0,1.0,1.0,1.0,1.0,3.0,1.0,98.0,4.0,4.0,2.0,4.0,1.011821227257599,150429560.0
47.0,2.0,14.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,2.0,8.0,0.7181844208388178,150430105.0
47.0,2.0,14.0,1.0,4.0,2.0,1.0,1.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,,1.0,1.0,1.0,4.0,2.0,2.0,1.0,19.0,6.0,6.0,4.0,2.0,6.0,1.190690123131514,150430158.0
56.0,2.0,16.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,8.0,0.881339877717709,150430293.0
53.0,1.0,16.0,1.0,2.0,2.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,5.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,19.0,4.0,4.0,4.0,2.0,4.0,1.6357868926939643,150430403.0
33.0,2.0,14.0,1.0,5.0,2.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,7.0,2.0,99.0,1.0,3.0,2.0,2.0,1.0,11.0,6.0,6.0,4.0,2.0,2.0,0.5489407325765369,150430496.0
45.0,2.0,14.0,1.0,4.0,3.0,98.0,98.0,99.0,,,2.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,98.0,99.0,99.0,99.0,99.0,99.0,1.0,1.0,5.0,1.0,4.0,2.0,3.0,0.726810224709039,150430596.0
73.0,1.0,15.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,5.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.0,2.0,6.0,99.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,7.0,1.2091122562210765,150430744.0
59.0,2.0,16.0,2.0,3.0,2.0,1.0,1.0,6.0,8.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,99.0,99.0,98.0,,,2.0,4.0,1.0,99.0,99.0,99.0,1.0,15.0,3.0,3.0,4.0,2.0,6.0,1.494361125561761,150431045.0
50.0,2.0,16.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0635029315196578,150431074.0
29.0,1.0,16.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,,2.0,99.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,5.0,,99.0,2.0,3.0,2.0,3.0,99.0,1.0,3.0,8.0,,1.0,4.0,2.0,2.0,3.0,99.0,3.0,1.0,4.0,1.0,4.0,2.0,6.0,0.8567807037176491,150431105.0
28.0,2.0,16.0,1.0,2.0,1.0,1.0,2.0,7.0,8.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,8.0,5.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,4.0,4.0,2.0,8.0,0.6064044277904146,150431291.0
41.0,2.0,14.0,2.0,5.0,2.0,1.0,1.0,6.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,98.0,2.0,2.0,2.0,1.0,2.0,1.0,16.0,6.0,6.0,4.0,2.0,2.0,0.6180396263263662,150431550.0
52.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,0.6188810313912917,150431596.0
25.0,2.0,14.0,2.0,5.0,3.0,98.0,98.0,99.0,,,98.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,98.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,98.0,,,98.0,2.0,2.0,2.0,2.0,2.0,1.0,99.0,99.0,99.0,4.0,2.0,4.0,0.6982870676109456,150432158.0
31.0,2.0,16.0,1.0,5.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,98.0,1.0,1.0,3.0,1.0,1.0,3.0,20.0,5.0,5.0,4.0,2.0,7.0,0.8338210783613752,150432299.0
68.0,1.0,14.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,0.40168755868494793,150432434.0
25.0,2.0,14.0,1.0,5.0,2.0,1.0,1.0,1.0,7.0,9.0,1.0,99.0,99.0,99.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,99.0,99.0,4.0,1.0,1.0,3.0,19.0,5.0,3.0,4.0,2.0,4.0,0.9645632671335634,150432494.0
58.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,8.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,0.39008722239582194,150432787.0
56.0,2.0,16.0,2.0,2.0,2.0,1.0,1.0,6.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,,,2.0,2.0,2.0,3.0,1.0,1.0,1.0,15.0,5.0,4.0,4.0,2.0,6.0,1.494361125561761,150433249.0
23.0,2.0,14.0,1.0,4.0,2.0,1.0,1.0,6.0,5.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,8.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,19.0,6.0,6.0,4.0,2.0,4.0,1.2102707930807115,150433780.0
33.0,2.0,16.0,1.0,4.0,2.0,1.0,1.0,8.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,11.0,5.0,5.0,4.0,2.0,2.0,0.6845067909188847,150433998.0
37.0,2.0,14.0,2.0,3.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,7.0,5.0,3.0,4.0,2.0,5.0,0.9747413284054075,150434230.0
66.0,1.0,16.0,1.0,2.0,2.0,1.0,1.0,4.0,9.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,5.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,99.0,99.0,4.0,2.0,6.0,0.6753111534606094,150434253.0
59.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,20.0,2.0,2.0,4.0,2.0,7.0,1.3465563374398763,150434278.0
32.0,2.0,14.0,2.0,5.0,2.0,1.0,2.0,5.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,3.0,7.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,0.42080596488099514,150434293.0
32.0,2.0,15.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,8.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,19.0,98.0,6.0,4.0,2.0,4.0,0.7891432110849806,150434409.0
26.0,2.0,14.0,2.0,4.0,1.0,1.0,2.0,4.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,6.0,6.0,4.0,2.0,8.0,0.7043037983362149,150434424.0
31.0,2.0,16.0,1.0,4.0,2.0,1.0,1.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,5.0,99.0,4.0,2.0,6.0,1.7552666344966075,150434425.0
38.0,1.0,16.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,7.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,16.0,4.0,4.0,4.0,2.0,8.0,0.8150472140067643,150434523.0
29.0,1.0,14.0,2.0,5.0,3.0,98.0,1.0,99.0,,,98.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,98.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,,,1.0,99.0,99.0,99.0,1.0,1.0,1.0,99.0,1.0,1.0,4.0,2.0,5.0,1.245815715038125,150435376.0
68.0,1.0,16.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,20.0,3.0,3.0,4.0,2.0,7.0,1.2091122562210765,150435378.0
39.0,2.0,16.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,19.0,5.0,5.0,4.0,2.0,3.0,1.2215123591005064,150435640.0
41.0,1.0,14.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,98.0,6.0,4.0,2.0,4.0,2.1810827585849406,150435713.0
36.0,2.0,16.0,1.0,4.0,2.0,1.0,2.0,1.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,99.0,99.0,2.0,3.0,5.0,4.0,98.0,2.0,1.0,99.0,1.0,2.0,4.0,19.0,3.0,3.0,4.0,2.0,2.0,0.6545222684376989,150435771.0
71.0,2.0,7.0,2.0,5.0,2.0,1.0,2.0,7.0,8.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,7.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,5.0,5.0,4.0,2.0,1.0,0.5995649594368039,150435999.0
