IDADE,FX_IDADE,SEXO,p1,p901a,p901b,p901c,p901d,p901e,p901f,p901g,p901h,p901i,p901j,p901k,p901l,p901m,p901n,p901o,p901p,p901q,p901r,p901s,p901t,p906,pea,carro,empreg,maqlav,dvd,banhe,gelad,freezer,comput,lavlou,microon,motocic,secadora,agua,rua,escola,escolac,CLASSE2,RCLASSE2,rendaf,cor,METROP,REGIAO,PESO,nquest
48.0,4.0,2.0,3.0,5.0,1.0,5.0,1.0,99.0,1.0,1.0,99.0,99.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,15.0,6.0,99.0,98.0,3.0,2.0,0.9047283425909702,185734582.0
47.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,4.0,11.0,96.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,3.0,7.0,23.0,4.0,1.0,1.0,2.0,2.0,1.5708127692331217,185734606.0
59.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,6.0,2.0,96.0,1.0,96.0,2.0,1.0,1.0,2.0,96.0,1.0,96.0,1.0,1.0,1.0,8.0,8.0,41.0,2.0,3.0,1.0,1.0,1.0,1.6188376818308905,185734607.0
53.0,4.0,2.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,6.0,1.0,96.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,4.0,27.0,4.0,4.0,1.0,1.0,1.0,1.500940782812108,185734608.0
29.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,4.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,5.0,16.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,3.0,15.0,6.0,1.0,2.0,3.0,1.0,0.8053792289263664,185734676.0
25.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,11.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,96.0,96.0,1.0,96.0,96.0,98.0,2.0,2.0,3.0,10.0,6.0,9.0,1.0,3.0,3.0,1.67302643963355,185734714.0
45.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,11.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,2.0,5.0,5.0,16.0,6.0,9.0,3.0,3.0,3.0,1.1432783657662586,185734717.0
40.0,3.0,1.0,5.0,2.0,2.0,5.0,1.0,2.0,2.0,5.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,25.0,4.0,3.0,2.0,3.0,1.0,1.544829661522205,185734869.0
40.0,3.0,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,2.0,6.0,6.0,25.0,4.0,2.0,1.0,1.0,4.0,0.6712920974253601,185734874.0
48.0,4.0,2.0,3.0,5.0,2.0,4.0,5.0,1.0,99.0,4.0,1.0,99.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,2.0,5.0,11.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,4.0,4.0,17.0,5.0,9.0,1.0,2.0,2.0,0.9544304736235131,185734936.0
27.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,96.0,96.0,96.0,1.0,1.0,96.0,1.0,96.0,96.0,2.0,96.0,1.0,1.0,6.0,3.0,24.0,4.0,1.0,1.0,3.0,3.0,0.9135756851687487,185735029.0
62.0,5.0,1.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,13.0,6.0,9.0,3.0,3.0,1.0,0.972101503394541,185735037.0
49.0,4.0,2.0,3.0,5.0,4.0,2.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,21.0,5.0,2.0,1.0,2.0,1.0,1.500940782812108,185735038.0
25.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,4.0,1.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,1.0,96.0,1.0,1.0,96.0,1.0,2.0,3.0,2.0,1.0,4.0,96.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,49.0,1.0,4.0,3.0,1.0,4.0,2.045600427872784,185735103.0
51.0,4.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,13.0,6.0,1.0,3.0,3.0,1.0,0.8778791158539847,185735104.0
77.0,5.0,2.0,1.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,5.0,12.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,2.0,2.0,16.0,6.0,9.0,1.0,3.0,1.0,0.9838760438030824,185735161.0
23.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,2.0,96.0,2.0,1.0,3.0,1.0,1.0,2.0,96.0,1.0,96.0,1.0,1.0,1.0,8.0,2.0,41.0,2.0,3.0,1.0,3.0,2.0,0.46453249328636603,185735191.0
20.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,99.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,5.0,2.0,1.0,5.0,11.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,2.0,2.0,21.0,5.0,9.0,2.0,1.0,1.0,0.63048850301656,185735303.0
36.0,3.0,2.0,2.0,5.0,5.0,5.0,99.0,99.0,99.0,1.0,1.0,99.0,99.0,99.0,99.0,5.0,99.0,99.0,1.0,1.0,99.0,99.0,99.0,96.0,10.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,2.0,1.0,1.0,9.0,6.0,9.0,1.0,3.0,1.0,1.0065950009170432,185735307.0
65.0,5.0,2.0,99.0,4.0,99.0,4.0,2.0,2.0,2.0,2.0,1.0,99.0,4.0,2.0,99.0,4.0,4.0,99.0,2.0,4.0,4.0,5.0,2.0,1.0,12.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,2.0,2.0,2.0,13.0,6.0,9.0,3.0,3.0,1.0,1.5684627228805033,185735324.0
35.0,3.0,2.0,3.0,1.0,1.0,1.0,99.0,4.0,1.0,99.0,99.0,4.0,2.0,3.0,4.0,5.0,2.0,5.0,1.0,1.0,5.0,2.0,1.0,3.0,4.0,1.0,96.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,2.0,1.0,5.0,5.0,26.0,4.0,1.0,4.0,3.0,3.0,1.134964491881526,185735330.0
17.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,96.0,96.0,96.0,96.0,3.0,1.0,96.0,2.0,96.0,96.0,96.0,96.0,1.0,1.0,4.0,5.0,28.0,4.0,9.0,4.0,3.0,3.0,1.2342598141534438,185735332.0
24.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,99.0,2.0,4.0,5.0,99.0,5.0,1.0,99.0,5.0,4.0,2.0,1.0,1.0,4.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,1.0,96.0,1.0,2.0,5.0,5.0,16.0,6.0,1.0,3.0,3.0,3.0,1.105488442491988,185735333.0
20.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,99.0,99.0,99.0,3.0,1.0,99.0,3.0,3.0,3.0,2.0,2.0,96.0,2.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,2.0,2.0,5.0,1.0,8.0,6.0,9.0,4.0,3.0,3.0,1.5370919844558932,185735334.0
47.0,4.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,96.0,1.0,96.0,3.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,8.0,8.0,37.0,3.0,4.0,3.0,3.0,4.0,0.6285061956937947,185735461.0
42.0,3.0,1.0,2.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,2.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,23.0,4.0,2.0,3.0,2.0,1.0,1.0271065293885933,185735542.0
81.0,5.0,1.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,12.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,2.0,14.0,6.0,1.0,1.0,2.0,1.0,0.9981635007140555,185735550.0
41.0,3.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,10.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,17.0,5.0,9.0,2.0,2.0,1.0,0.9634923759425027,185735552.0
34.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,96.0,96.0,1.0,96.0,2.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,25.0,4.0,1.0,3.0,2.0,1.0,0.937674668281125,185735553.0
33.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,26.0,4.0,9.0,3.0,2.0,1.0,0.8457906551356609,185735554.0
24.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,7.0,96.0,96.0,1.0,1.0,2.0,2.0,2.0,96.0,96.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,34.0,3.0,2.0,1.0,1.0,4.0,0.5896739965527054,185735658.0
40.0,3.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,2.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,2.0,2.0,2.0,20.0,5.0,1.0,3.0,1.0,4.0,0.9595995269324468,185735688.0
56.0,4.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,99.0,1.0,5.0,5.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,5.0,11.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,5.0,17.0,5.0,9.0,5.0,3.0,2.0,1.7498139167990463,185735701.0
33.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,3.0,1.0,96.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,7.0,7.0,29.0,3.0,1.0,3.0,1.0,1.0,0.6958369374304858,185735718.0
47.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,98.0,2.0,2.0,2.0,9.0,6.0,9.0,3.0,3.0,3.0,1.3011709375810245,185735724.0
66.0,5.0,2.0,99.0,99.0,99.0,99.0,2.0,99.0,1.0,99.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.0,99.0,1.0,99.0,99.0,12.0,1.0,96.0,1.0,96.0,3.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,5.0,32.0,3.0,4.0,1.0,3.0,1.0,1.1809794988909843,185735731.0
39.0,3.0,2.0,3.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,99.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,10.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,2.0,5.0,5.0,13.0,6.0,9.0,3.0,1.0,5.0,0.6800063608188531,185735746.0
25.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,96.0,1.0,96.0,2.0,1.0,1.0,96.0,96.0,1.0,1.0,96.0,1.0,1.0,5.0,5.0,31.0,3.0,5.0,3.0,3.0,1.0,0.9216293109239592,185735755.0
53.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,2.0,2.0,6.0,6.0,22.0,5.0,2.0,1.0,3.0,1.0,0.9799078887654767,185735769.0
42.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,96.0,96.0,1.0,96.0,2.0,1.0,1.0,2.0,96.0,1.0,96.0,96.0,1.0,1.0,6.0,6.0,31.0,3.0,3.0,1.0,1.0,1.0,1.8561939661156508,185735786.0
61.0,5.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,2.0,2.0,3.0,3.0,18.0,5.0,3.0,3.0,3.0,4.0,1.5647494010573806,185735787.0
27.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,96.0,1.0,96.0,2.0,2.0,7.0,7.0,25.0,4.0,1.0,3.0,1.0,5.0,1.7135645393312544,185735801.0
47.0,4.0,2.0,5.0,1.0,5.0,5.0,4.0,2.0,5.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,11.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,8.0,8.0,31.0,3.0,3.0,3.0,3.0,1.0,1.7665044939837318,185735839.0
34.0,2.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,99.0,5.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,2.0,12.0,6.0,2.0,3.0,3.0,2.0,1.6187798384321745,185735860.0
39.0,3.0,1.0,3.0,1.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,5.0,5.0,31.0,3.0,4.0,3.0,3.0,2.0,0.9216004852709145,185735891.0
35.0,3.0,1.0,3.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,96.0,2.0,1.0,2.0,2.0,96.0,1.0,96.0,96.0,1.0,1.0,4.0,4.0,41.0,2.0,4.0,3.0,1.0,5.0,0.513346273619637,185736067.0
42.0,3.0,1.0,3.0,5.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,3.0,7.0,1.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,5.0,5.0,26.0,4.0,9.0,3.0,1.0,4.0,1.311886895393178,185736078.0
40.0,3.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,99.0,1.0,1.0,99.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,96.0,96.0,1.0,96.0,2.0,2.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,5.0,5.0,28.0,4.0,3.0,1.0,3.0,3.0,1.2258264640552239,185736093.0
49.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,99.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,5.0,2.0,5.0,5.0,10.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,17.0,5.0,9.0,1.0,1.0,1.0,0.5720468103520596,185736150.0
46.0,4.0,2.0,5.0,1.0,99.0,5.0,1.0,1.0,1.0,1.0,1.0,99.0,5.0,1.0,1.0,5.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,19.0,5.0,1.0,3.0,1.0,1.0,1.021802346697397,185736157.0
38.0,3.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,2.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,21.0,5.0,9.0,2.0,3.0,1.0,1.49586371372299,185736197.0
29.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,11.0,2.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,5.0,5.0,30.0,3.0,4.0,3.0,3.0,1.0,1.3252590924919907,185736224.0
18.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,8.0,1.0,96.0,3.0,96.0,1.0,1.0,1.0,2.0,96.0,1.0,96.0,1.0,1.0,1.0,4.0,7.0,39.0,2.0,3.0,3.0,1.0,2.0,0.15669611212262352,185736231.0
63.0,5.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0,5.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,8.0,8.0,27.0,4.0,9.0,3.0,3.0,2.0,1.2617720727392072,185736260.0
25.0,2.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,96.0,1.0,96.0,2.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,6.0,2.0,27.0,4.0,1.0,2.0,2.0,3.0,1.0520359929434637,185736266.0
39.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,1.0,2.0,1.0,5.0,5.0,25.0,4.0,1.0,1.0,1.0,1.0,1.0271065293885933,185736363.0
60.0,5.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,15.0,1.0,96.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,2.0,1.0,1.0,23.0,4.0,1.0,2.0,3.0,1.0,1.5354623855325005,185736384.0
68.0,5.0,2.0,2.0,1.0,5.0,99.0,1.0,99.0,99.0,1.0,1.0,99.0,1.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,5.0,7.0,96.0,96.0,96.0,96.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,2.0,10.0,6.0,99.0,3.0,1.0,4.0,1.0071456970617987,185736408.0
28.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,2.0,99.0,1.0,96.0,96.0,1.0,1.0,3.0,3.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,5.0,5.0,32.0,3.0,97.0,1.0,3.0,1.0,1.4692310353554987,185736525.0
35.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,96.0,1.0,1.0,2.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,5.0,5.0,31.0,3.0,3.0,1.0,3.0,1.0,1.5096844875398965,185736526.0
40.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,5.0,1.0,5.0,1.0,1.0,99.0,4.0,2.0,4.0,10.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,4.0,4.0,17.0,5.0,9.0,3.0,3.0,1.0,1.000288831089034,185736527.0
34.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,2.0,99.0,2.0,5.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,5.0,4.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,19.0,5.0,2.0,3.0,2.0,5.0,1.1616695465564864,185736532.0
33.0,2.0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,99.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,96.0,1.0,1.0,1.0,2.0,2.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,2.0,1.0,26.0,4.0,1.0,3.0,3.0,1.0,1.3957156118892846,185736567.0
19.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,5.0,2.0,99.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,96.0,10.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,20.0,5.0,2.0,3.0,3.0,2.0,0.5672760649587019,185736587.0
22.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,3.0,3.0,17.0,5.0,9.0,2.0,1.0,4.0,0.822332163670007,185736604.0
24.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,2.0,96.0,1.0,96.0,2.0,2.0,1.0,96.0,1.0,1.0,1.0,96.0,1.0,1.0,5.0,5.0,35.0,3.0,1.0,3.0,3.0,5.0,1.2789117561960024,185736685.0
