IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2_1,P2_2,P2_3,P3,P4_1,P4_2,P4_3,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P6_1,P6_2,P6_3,P7A,P7B,P7C,P7D,P7E,P8,P9_1,P9_2,P9_3,P9_4,P9_5,P9_6,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,P10_7,P10_8,P11_1,P11_2,P11_3,P12,P_RACA,P_RELIGIAO,REND1,REND2,REGIAO,FATOR_POND,TIPO_COLETA,AMOSTRA,ID
34.0,2.0,2.0,16.0,1.0,4.0,1.0,1.0,5.0,9.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,5.0,,,,7.0,8.0,6.0,3.0,1.0,4.0,,,2.0,5.0,9.0,1.0,2.0,8.0,99.0,99.0,4.0,0.9365089386083099,4.0,3.0,161316656.0
64.0,5.0,1.0,8.0,1.0,4.0,1.0,2.0,6.0,9.0,3.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,,,,,3.0,,,,,,,,99.0,,,1.0,1.0,10.0,99.0,5.0,5.0,1.8706960734220393,4.0,3.0,161317498.0
26.0,2.0,1.0,16.0,1.0,4.0,1.0,1.0,5.0,6.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,,,4.0,8.0,5.0,2.0,3.0,,,,9.0,5.0,3.0,1.0,2.0,1.0,5.0,3.0,5.0,1.0668979028241055,4.0,3.0,161317666.0
28.0,2.0,2.0,16.0,1.0,4.0,2.0,1.0,5.0,7.0,1.0,3.0,6.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,7.0,,,,,,,,9.0,8.0,5.0,2.0,1.0,1.0,5.0,4.0,8.0,0.6323587564721384,4.0,3.0,161320046.0
37.0,3.0,1.0,16.0,1.0,4.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,,,,,,1.0,,,,,,,,2.0,8.0,9.0,1.0,3.0,20.0,4.0,4.0,1.0,0.1758145176656553,4.0,3.0,161320092.0
48.0,4.0,2.0,12.0,1.0,4.0,1.0,5.0,6.0,,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,,,,5.0,6.0,7.0,,,,,,2.0,5.0,6.0,1.0,3.0,16.0,6.0,6.0,6.0,0.8303641926054529,4.0,3.0,161320247.0
25.0,2.0,1.0,16.0,2.0,4.0,2.0,1.0,5.0,,1.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,6.0,,,,,,,,2.0,9.0,8.0,1.0,3.0,1.0,98.0,4.0,1.0,0.24133797737077395,4.0,3.0,161320614.0
29.0,2.0,2.0,16.0,1.0,4.0,98.0,99.0,,,97.0,5.0,,,1.0,1.0,1.0,1.0,99.0,99.0,99.0,2.0,3.0,,99.0,99.0,99.0,3.0,99.0,99.0,99.0,,,,,,99.0,,,,,,,,99.0,,,2.0,1.0,1.0,6.0,4.0,8.0,0.6323587564721384,4.0,3.0,161320944.0
59.0,4.0,1.0,14.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,8.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,,,,4.0,3.0,,,,,,,3.0,9.0,5.0,2.0,1.0,1.0,4.0,4.0,5.0,1.7388267807490565,4.0,3.0,161321036.0
38.0,3.0,1.0,16.0,2.0,4.0,1.0,1.0,6.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,5.0,,,,99.0,,,,,,,,5.0,9.0,8.0,1.0,3.0,1.0,6.0,5.0,5.0,1.118537719137979,4.0,3.0,161321296.0
41.0,3.0,2.0,16.0,1.0,4.0,98.0,99.0,,,98.0,5.0,6.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,98.0,,,3.0,3.0,3.0,3.0,3.0,99.0,99.0,,,,,,99.0,,,,,,,,99.0,,,99.0,2.0,4.0,99.0,99.0,4.0,1.6227521564867433,4.0,3.0,161321813.0
45.0,4.0,1.0,13.0,1.0,4.0,1.0,5.0,6.0,7.0,3.0,1.0,3.0,5.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,3.0,5.0,7.0,99.0,99.0,99.0,99.0,99.0,1.0,5.0,3.0,2.0,,,,6.0,5.0,1.0,,,,,,6.0,3.0,9.0,1.0,3.0,1.0,98.0,99.0,5.0,1.7388267807490565,4.0,3.0,161323539.0
60.0,5.0,1.0,16.0,1.0,4.0,98.0,1.0,7.0,,98.0,6.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,99.0,,,,,,,,4.0,5.0,99.0,1.0,1.0,4.0,98.0,5.0,7.0,1.007640933812155,4.0,3.0,161324865.0
29.0,2.0,1.0,16.0,1.0,4.0,2.0,8.0,,,97.0,3.0,,,2.0,3.0,3.0,2.0,2.0,2.0,3.0,8.0,,,3.0,3.0,3.0,3.0,3.0,6.0,5.0,,,,,,4.0,,,,,,,,4.0,8.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,0.1766731311241027,4.0,3.0,161325494.0
41.0,3.0,2.0,14.0,1.0,4.0,1.0,1.0,6.0,9.0,3.0,4.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,,,,,,6.0,5.0,3.0,1.0,,,,,2.0,6.0,3.0,1.0,3.0,2.0,6.0,6.0,5.0,0.7468532554819446,4.0,3.0,161326509.0
52.0,4.0,2.0,13.0,1.0,4.0,1.0,1.0,5.0,7.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,,,,4.0,1.0,2.0,3.0,,,,,2.0,5.0,3.0,1.0,2.0,1.0,5.0,4.0,2.0,1.2273000063234016,4.0,3.0,161327060.0
37.0,3.0,2.0,15.0,1.0,4.0,1.0,1.0,2.0,5.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,5.0,,,4.0,1.0,2.0,8.0,6.0,3.0,7.0,,2.0,5.0,4.0,1.0,1.0,15.0,99.0,99.0,7.0,1.4429904406470593,4.0,3.0,161334013.0
23.0,1.0,1.0,14.0,1.0,4.0,2.0,1.0,4.0,7.0,1.0,98.0,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,6.0,7.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,,,,,,3.0,4.0,2.0,8.0,6.0,1.0,,,8.0,2.0,9.0,1.0,1.0,20.0,6.0,5.0,6.0,4.434522975698588,4.0,3.0,161334021.0
39.0,3.0,2.0,16.0,1.0,4.0,98.0,5.0,6.0,9.0,98.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,,,4.0,1.0,4.0,4.0,2.0,99.0,99.0,,,,,,99.0,,,,,,,,99.0,,,3.0,3.0,1.0,99.0,99.0,4.0,1.6227521564867433,4.0,3.0,161334042.0
20.0,1.0,2.0,14.0,1.0,4.0,1.0,1.0,5.0,9.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,7.0,2.0,99.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,,,,1.0,5.0,3.0,,,,,,2.0,5.0,8.0,1.0,3.0,19.0,6.0,5.0,3.0,0.6294373405519602,4.0,3.0,161334406.0
47.0,4.0,1.0,14.0,1.0,4.0,2.0,4.0,5.0,7.0,1.0,98.0,,,1.0,1.0,1.0,2.0,2.0,99.0,2.0,1.0,4.0,7.0,2.0,1.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,,,,1.0,5.0,,,,,,,2.0,5.0,1.0,1.0,1.0,99.0,4.0,3.0,4.0,1.1622105727079546,4.0,3.0,161336043.0
21.0,1.0,2.0,15.0,1.0,4.0,98.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,3.0,2.0,1.0,4.0,4.0,5.0,2.0,,,,,,5.0,,,,,,,,9.0,8.0,5.0,1.0,3.0,2.0,5.0,5.0,5.0,2.141809568423637,4.0,3.0,161336468.0
33.0,2.0,2.0,14.0,2.0,4.0,2.0,2.0,3.0,6.0,3.0,3.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,3.0,,,2.0,2.0,2.0,2.0,2.0,4.0,99.0,,,,,,99.0,,,,,,,,99.0,,,99.0,1.0,19.0,98.0,5.0,8.0,0.7066019600384399,4.0,3.0,161337944.0
27.0,2.0,2.0,16.0,1.0,4.0,2.0,7.0,8.0,9.0,1.0,2.0,3.0,6.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.0,4.0,,99.0,99.0,99.0,99.0,99.0,4.0,4.0,,,,,,99.0,,,,,,,,2.0,8.0,3.0,1.0,3.0,99.0,6.0,6.0,2.0,0.5095818214765889,4.0,3.0,161338303.0
46.0,4.0,2.0,15.0,1.0,4.0,1.0,1.0,6.0,9.0,3.0,1.0,2.0,,1.0,1.0,99.0,1.0,99.0,99.0,99.0,2.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,8.0,4.0,1.0,,,,,,2.0,8.0,5.0,1.0,1.0,19.0,1.0,1.0,3.0,0.7698248976734333,4.0,3.0,161338349.0
38.0,3.0,2.0,14.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,6.0,1.0,4.0,3.0,,,,5.0,6.0,8.0,,,,,,2.0,8.0,5.0,1.0,1.0,19.0,5.0,4.0,4.0,1.291439197646093,4.0,3.0,161338630.0
59.0,4.0,2.0,15.0,1.0,4.0,1.0,4.0,6.0,9.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,7.0,8.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,3.0,,,,5.0,4.0,7.0,,,,,,9.0,8.0,2.0,1.0,3.0,16.0,6.0,1.0,5.0,1.2888259500940116,4.0,3.0,161339563.0
28.0,2.0,2.0,11.0,1.0,5.0,1.0,1.0,3.0,6.0,3.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,,,,8.0,4.0,,,,,,,2.0,3.0,99.0,1.0,4.0,1.0,6.0,5.0,7.0,0.7855761224812341,4.0,2.0,161340207.0
26.0,2.0,2.0,9.0,2.0,6.0,3.0,99.0,,,98.0,2.0,,,3.0,99.0,3.0,99.0,3.0,99.0,99.0,98.0,,,3.0,3.0,2.0,3.0,2.0,99.0,3.0,,,,,,99.0,,,,,,,,99.0,,,3.0,3.0,19.0,98.0,99.0,7.0,0.7578587487674865,4.0,2.0,161340208.0
24.0,1.0,2.0,16.0,1.0,4.0,1.0,5.0,7.0,9.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,6.0,2.0,,,,5.0,3.0,8.0,1.0,6.0,,,,5.0,2.0,8.0,1.0,1.0,99.0,4.0,3.0,4.0,2.7899335360307176,4.0,3.0,161340421.0
37.0,3.0,2.0,14.0,2.0,4.0,1.0,1.0,5.0,6.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,3.0,,,6.0,3.0,1.0,8.0,4.0,,,,2.0,5.0,9.0,1.0,3.0,1.0,4.0,4.0,5.0,0.8931363688312944,4.0,3.0,161340701.0
40.0,3.0,2.0,16.0,1.0,4.0,1.0,6.0,,,1.0,3.0,,,2.0,3.0,2.0,99.0,3.0,2.0,99.0,2.0,3.0,8.0,1.0,1.0,3.0,99.0,4.0,5.0,5.0,,,,,,1.0,8.0,4.0,,,,,,2.0,5.0,4.0,1.0,3.0,16.0,6.0,6.0,1.0,0.29155845223539006,4.0,3.0,161340867.0
34.0,2.0,1.0,16.0,1.0,4.0,3.0,6.0,8.0,,3.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,,2.0,2.0,4.0,4.0,3.0,4.0,3.0,,,,,,6.0,,,,,,,,2.0,5.0,9.0,3.0,2.0,99.0,99.0,99.0,4.0,1.383507411992299,4.0,3.0,161340992.0
37.0,3.0,1.0,16.0,2.0,4.0,2.0,99.0,,,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,99.0,99.0,99.0,98.0,,,1.0,1.0,1.0,1.0,1.0,99.0,2.0,1.0,5.0,4.0,6.0,,99.0,,,,,,,,2.0,1.0,7.0,1.0,2.0,19.0,6.0,4.0,7.0,1.037803531202181,4.0,3.0,161341168.0
24.0,1.0,1.0,16.0,1.0,4.0,1.0,1.0,5.0,7.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,3.0,1.0,5.0,4.0,1.0,5.0,2.0,,,4.0,1.0,8.0,2.0,3.0,6.0,,,2.0,9.0,6.0,1.0,3.0,4.0,5.0,5.0,3.0,0.27769535763890874,4.0,3.0,161341266.0
32.0,2.0,2.0,16.0,1.0,4.0,1.0,1.0,5.0,9.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,,,,1.0,4.0,7.0,3.0,8.0,2.0,,,1.0,6.0,8.0,1.0,3.0,99.0,4.0,4.0,4.0,0.9365089386083099,4.0,3.0,161341904.0
46.0,4.0,2.0,14.0,2.0,4.0,98.0,3.0,4.0,6.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,99.0,4.0,6.0,,,,,,4.0,,,,,,,,9.0,2.0,8.0,1.0,1.0,10.0,6.0,6.0,7.0,1.8093240517929887,4.0,3.0,161342666.0
59.0,4.0,2.0,11.0,2.0,5.0,1.0,3.0,9.0,,1.0,1.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,5.0,,,,6.0,1.0,,,,,,,6.0,5.0,2.0,1.0,3.0,1.0,98.0,6.0,7.0,1.2560950449502581,4.0,2.0,161348077.0
29.0,2.0,2.0,16.0,1.0,4.0,1.0,4.0,7.0,8.0,1.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,8.0,3.0,2.0,1.0,2.0,2.0,5.0,6.0,4.0,5.0,,,,6.0,4.0,1.0,3.0,,,,,2.0,6.0,7.0,1.0,1.0,9.0,4.0,4.0,1.0,0.22879953264065156,4.0,3.0,161349616.0
21.0,1.0,2.0,14.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,7.0,,1.0,1.0,1.0,2.0,1.0,5.0,4.0,,,,,,4.0,6.0,5.0,1.0,,,,,9.0,5.0,8.0,1.0,1.0,19.0,6.0,5.0,5.0,2.179830024780407,4.0,3.0,161349919.0
20.0,1.0,2.0,11.0,2.0,6.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,3.0,4.0,7.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,,,,,7.0,1.0,,,,,,,5.0,2.0,6.0,1.0,3.0,19.0,6.0,6.0,7.0,0.6341607567970015,4.0,2.0,161350888.0
38.0,3.0,2.0,16.0,1.0,4.0,1.0,1.0,6.0,9.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,2.0,2.0,2.0,3.0,1.0,3.0,2.0,,,,,,3.0,,,,,,,,2.0,1.0,7.0,1.0,1.0,19.0,5.0,5.0,7.0,1.4429904406470593,4.0,3.0,161351295.0
44.0,3.0,2.0,16.0,1.0,4.0,2.0,1.0,,,1.0,4.0,5.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,,,2.0,2.0,2.0,1.0,1.0,4.0,1.0,,,,,,4.0,,,,,,,,6.0,2.0,4.0,2.0,1.0,15.0,4.0,3.0,7.0,1.4429904406470593,4.0,3.0,161351372.0
36.0,3.0,1.0,16.0,1.0,4.0,1.0,4.0,5.0,8.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,,,,,7.0,5.0,6.0,,,,,,7.0,2.0,3.0,1.0,3.0,15.0,4.0,4.0,8.0,0.40354845797627786,4.0,3.0,161351406.0
25.0,2.0,2.0,14.0,1.0,4.0,2.0,1.0,5.0,9.0,3.0,1.0,5.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,,,,5.0,6.0,7.0,,,,,,5.0,2.0,1.0,1.0,1.0,1.0,6.0,5.0,5.0,1.2104277827069245,4.0,3.0,161351473.0
49.0,4.0,2.0,16.0,2.0,4.0,2.0,1.0,5.0,6.0,3.0,1.0,3.0,,3.0,2.0,3.0,2.0,1.0,2.0,99.0,2.0,5.0,,4.0,2.0,3.0,2.0,3.0,2.0,2.0,,,,,,6.0,4.0,,,,,,,5.0,6.0,3.0,1.0,1.0,1.0,99.0,1.0,5.0,1.5412630535830032,4.0,3.0,161352938.0
31.0,2.0,1.0,16.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,6.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,99.0,,,,,,,,99.0,,,99.0,1.0,1.0,6.0,4.0,4.0,1.383507411992299,4.0,3.0,161355661.0
29.0,2.0,1.0,16.0,1.0,4.0,1.0,1.0,5.0,6.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,8.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,,,,6.0,3.0,4.0,,,,,,8.0,2.0,5.0,1.0,3.0,99.0,99.0,99.0,7.0,1.1181775325970775,4.0,3.0,161356636.0
38.0,3.0,1.0,16.0,1.0,4.0,2.0,1.0,8.0,,3.0,2.0,4.0,,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,7.0,1.0,2.0,3.0,2.0,2.0,6.0,5.0,2.0,,,,,8.0,6.0,,,,,,,7.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1758145176656553,4.0,3.0,161356931.0
62.0,5.0,1.0,11.0,2.0,6.0,1.0,1.0,2.0,5.0,3.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,,3.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,,,,,8.0,,,,,,,,5.0,4.0,9.0,1.0,3.0,12.0,6.0,5.0,4.0,1.7953050669239417,4.0,2.0,161357433.0
65.0,5.0,1.0,8.0,2.0,6.0,2.0,1.0,5.0,6.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,8.0,,4.0,1.0,1.0,4.0,1.0,1.0,5.0,,,,,,4.0,,,,,,,,2.0,3.0,9.0,2.0,3.0,1.0,6.0,5.0,4.0,1.7953050669239417,4.0,2.0,161357434.0
20.0,1.0,2.0,14.0,2.0,6.0,1.0,1.0,5.0,6.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,,2.0,1.0,2.0,1.0,1.0,4.0,4.0,,,,,,8.0,6.0,5.0,,,,,,2.0,9.0,6.0,1.0,1.0,19.0,98.0,6.0,4.0,2.420132941306826,4.0,2.0,161359164.0
59.0,4.0,2.0,16.0,1.0,4.0,2.0,1.0,5.0,7.0,1.0,1.0,5.0,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,,,,,,3.0,1.0,,,,,,,5.0,2.0,9.0,3.0,1.0,1.0,5.0,5.0,1.0,0.2960114890526722,4.0,3.0,161359427.0
38.0,3.0,2.0,16.0,1.0,4.0,2.0,7.0,8.0,9.0,3.0,4.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,8.0,2.0,2.0,1.0,1.0,1.0,5.0,6.0,,,,,,4.0,3.0,5.0,,,,,,5.0,6.0,1.0,1.0,1.0,19.0,6.0,6.0,1.0,0.29155845223539006,4.0,3.0,161359584.0
30.0,2.0,1.0,16.0,1.0,4.0,2.0,1.0,4.0,7.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,6.0,,,,8.0,3.0,1.0,,,,,,2.0,3.0,6.0,2.0,1.0,1.0,3.0,3.0,3.0,0.5586144489386338,4.0,3.0,161359770.0
35.0,3.0,1.0,16.0,1.0,4.0,2.0,2.0,,,3.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,3.0,,,,,,,,9.0,1.0,4.0,1.0,1.0,19.0,4.0,4.0,8.0,0.40354845797627786,4.0,3.0,161361211.0
63.0,5.0,2.0,7.0,2.0,6.0,2.0,1.0,5.0,6.0,1.0,5.0,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,,2.0,2.0,2.0,3.0,2.0,1.0,4.0,,,,,,2.0,,,,,,,,7.0,6.0,5.0,1.0,3.0,20.0,6.0,5.0,8.0,0.6829827748337224,4.0,2.0,161363190.0
60.0,5.0,2.0,5.0,2.0,6.0,1.0,2.0,4.0,6.0,1.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,,,,,,1.0,8.0,,,,,,,1.0,3.0,6.0,1.0,1.0,11.0,98.0,6.0,8.0,0.6829827748337224,4.0,2.0,161363191.0
19.0,1.0,2.0,14.0,2.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,,,,,3.0,6.0,,,,,,,3.0,8.0,9.0,1.0,3.0,20.0,98.0,5.0,8.0,0.28066462039628315,4.0,2.0,161363192.0
47.0,4.0,2.0,10.0,2.0,5.0,1.0,1.0,2.0,5.0,1.0,4.0,,,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,,,,,8.0,6.0,,,,,,,8.0,9.0,99.0,1.0,2.0,1.0,98.0,6.0,8.0,1.7362505848488834,4.0,2.0,161363193.0
30.0,2.0,2.0,16.0,1.0,4.0,1.0,1.0,5.0,9.0,3.0,2.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,3.0,1.0,6.0,5.0,,,,,,7.0,5.0,,,,,,,2.0,8.0,9.0,1.0,3.0,4.0,5.0,4.0,7.0,0.9365457351387877,4.0,3.0,161363508.0
24.0,1.0,2.0,14.0,2.0,4.0,1.0,1.0,7.0,9.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,7.0,,1.0,1.0,2.0,99.0,1.0,2.0,99.0,,,,,,1.0,8.0,6.0,,,,,,2.0,4.0,3.0,1.0,3.0,1.0,98.0,5.0,8.0,0.28066462039628315,4.0,3.0,161364355.0
39.0,3.0,2.0,16.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,,,,,,99.0,,,,,,,,4.0,9.0,5.0,1.0,3.0,99.0,99.0,99.0,1.0,0.29155845223539006,4.0,3.0,161365129.0
22.0,1.0,2.0,16.0,1.0,4.0,1.0,3.0,6.0,,2.0,1.0,3.0,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,7.0,3.0,2.0,3.0,2.0,4.0,6.0,6.0,1.0,,,,,1.0,4.0,,,,,,,2.0,1.0,4.0,2.0,1.0,2.0,99.0,6.0,4.0,2.7899335360307176,4.0,3.0,161366353.0
40.0,3.0,2.0,14.0,2.0,4.0,1.0,1.0,5.0,6.0,3.0,3.0,,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,6.0,7.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,,,,4.0,8.0,3.0,,,,,,2.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,3.0,0.5518451593091163,4.0,3.0,161368063.0
25.0,2.0,1.0,16.0,2.0,4.0,98.0,99.0,,,98.0,98.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,98.0,,,4.0,4.0,4.0,4.0,4.0,99.0,99.0,,,,,,99.0,,,,,,,,99.0,,,3.0,4.0,13.0,99.0,99.0,5.0,0.645041689491494,4.0,3.0,161368440.0
27.0,2.0,1.0,16.0,2.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,,,,,,6.0,1.0,7.0,,,,,,7.0,8.0,6.0,1.0,3.0,1.0,6.0,6.0,6.0,1.2688194665056274,4.0,3.0,161368968.0
32.0,2.0,2.0,14.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,4.0,99.0,,,,,,99.0,,,,,,,,2.0,6.0,9.0,1.0,1.0,19.0,99.0,99.0,8.0,0.6075128370755603,4.0,3.0,161376814.0
