IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2_1,P2_2,P2_3,P3,P4_1,P4_2,P4_3,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P6_1,P6_2,P6_3,P7A,P7B,P7C,P7D,P7E,P8,P9_1,P9_2,P9_3,P9_4,P9_5,P9_6,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,P10_7,P10_8,P11_1,P11_2,P11_3,P12,P_RACA,P_RELIGIAO,REND1,REND2,REGIAO,FATOR_POND,TIPO_COLETA,AMOSTRA,ID
50.0,4.0,2.0,14.0,1.0,5.0,3.0,6.0,,,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,1.0,1.0,1.0,1.0,1.0,99.0,3.0,,,,,,2.0,4.0,,,,,,,3.0,7.0,6.0,1.0,3.0,10.0,6.0,6.0,5.0,1.0634182569809025,4.0,2.0,161498904.0
67.0,5.0,2.0,11.0,2.0,6.0,1.0,4.0,7.0,9.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,,,,2.0,1.0,6.0,,,,,,5.0,9.0,8.0,1.0,2.0,15.0,6.0,6.0,5.0,1.2960666340792297,4.0,2.0,161498905.0
65.0,5.0,2.0,7.0,2.0,5.0,1.0,1.0,5.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,6.0,,,1.0,1.0,1.0,1.0,1.0,5.0,4.0,,,,,,8.0,,,,,,,,8.0,7.0,99.0,1.0,1.0,10.0,6.0,6.0,5.0,1.3683079817240973,4.0,2.0,161498906.0
60.0,5.0,2.0,11.0,2.0,5.0,1.0,7.0,,,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,4.0,6.0,4.0,5.0,,,,1.0,8.0,5.0,,,,,,1.0,9.0,5.0,1.0,3.0,19.0,5.0,5.0,5.0,1.3683079817240973,4.0,2.0,161498907.0
45.0,4.0,2.0,14.0,2.0,5.0,1.0,1.0,3.0,6.0,1.0,2.0,4.0,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,5.0,8.0,,,,,,,3.0,7.0,9.0,1.0,3.0,10.0,98.0,6.0,8.0,0.8683427523567269,4.0,2.0,161501511.0
23.0,1.0,1.0,16.0,1.0,1.0,2.0,5.0,,,3.0,5.0,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,6.0,8.0,,2.0,2.0,3.0,2.0,3.0,5.0,1.0,5.0,6.0,,,,5.0,7.0,,,,,,,7.0,9.0,3.0,2.0,3.0,1.0,99.0,99.0,6.0,0.3015809089864204,4.0,3.0,161502051.0
59.0,4.0,1.0,16.0,1.0,2.0,2.0,7.0,8.0,,3.0,2.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,3.0,3.0,3.0,3.0,3.0,4.0,2.0,,,,,,3.0,4.0,,,,,,,5.0,1.0,99.0,1.0,1.0,19.0,3.0,1.0,1.0,0.20680255471837455,4.0,3.0,161515444.0
47.0,4.0,1.0,16.0,1.0,3.0,1.0,1.0,5.0,9.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,,,,,,6.0,3.0,8.0,,,,,,2.0,5.0,3.0,1.0,1.0,16.0,6.0,4.0,6.0,0.33119873084503887,4.0,3.0,161517981.0
66.0,5.0,2.0,10.0,2.0,5.0,1.0,1.0,4.0,6.0,3.0,1.0,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,1.0,,,,,,,,2.0,3.0,5.0,1.0,3.0,1.0,5.0,5.0,4.0,1.2114718743033566,4.0,2.0,161519777.0
68.0,5.0,2.0,8.0,2.0,6.0,1.0,3.0,4.0,5.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,3.0,,,,3.0,,,,,,,,7.0,6.0,1.0,1.0,3.0,3.0,6.0,6.0,7.0,0.9008786434473206,4.0,2.0,161528446.0
62.0,5.0,2.0,8.0,2.0,5.0,3.0,1.0,5.0,6.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,99.0,99.0,2.0,2.0,7.0,,,99.0,99.0,1.0,99.0,4.0,99.0,99.0,,,,,,8.0,,,,,,,,3.0,7.0,5.0,1.0,3.0,11.0,6.0,6.0,7.0,0.9510926413667607,4.0,2.0,161536204.0
40.0,3.0,2.0,11.0,2.0,5.0,2.0,7.0,,,1.0,1.0,,,3.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,,,1.0,1.0,1.0,2.0,1.0,4.0,5.0,,,,,,2.0,,,,,,,,7.0,3.0,8.0,2.0,4.0,11.0,6.0,6.0,7.0,1.2327620662048713,4.0,2.0,161536760.0
34.0,2.0,1.0,14.0,1.0,5.0,1.0,4.0,5.0,6.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,6.0,,4.0,3.0,1.0,1.0,2.0,5.0,2.0,6.0,,,,,1.0,,,,,,,,2.0,5.0,3.0,1.0,5.0,19.0,6.0,5.0,7.0,1.088783652351855,4.0,2.0,161536761.0
28.0,2.0,2.0,14.0,1.0,5.0,1.0,4.0,6.0,8.0,2.0,5.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,7.0,,1.0,1.0,1.0,1.0,1.0,4.0,5.0,,,,,,6.0,,,,,,,,3.0,2.0,5.0,1.0,3.0,1.0,6.0,4.0,7.0,1.097065831520158,4.0,2.0,161538954.0
61.0,5.0,1.0,6.0,2.0,5.0,1.0,1.0,5.0,9.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,,,,,1.0,8.0,,,,,,,1.0,6.0,8.0,1.0,1.0,1.0,98.0,6.0,1.0,0.4790503976657218,4.0,2.0,161540561.0
52.0,4.0,2.0,7.0,2.0,5.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,8.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,,,,,1.0,8.0,,,,,,,9.0,2.0,4.0,1.0,2.0,15.0,6.0,6.0,1.0,0.48326374610647527,4.0,2.0,161540562.0
18.0,1.0,2.0,7.0,2.0,5.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,4.0,99.0,1.0,1.0,1.0,4.0,3.0,,,,,,1.0,,,,,,,,3.0,8.0,9.0,1.0,1.0,1.0,98.0,99.0,1.0,0.1729520673892665,4.0,2.0,161540563.0
53.0,4.0,1.0,11.0,1.0,5.0,3.0,1.0,,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,,,,,3.0,,,,,,,,5.0,3.0,9.0,1.0,3.0,99.0,6.0,6.0,5.0,0.9899302692579269,4.0,2.0,161541790.0
36.0,3.0,2.0,14.0,1.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,1.0,1.0,1.0,4.0,1.0,2.0,6.0,,,,,,7.0,,,,,,,,5.0,3.0,99.0,1.0,3.0,11.0,6.0,6.0,5.0,0.7240788110624651,4.0,2.0,161541791.0
18.0,1.0,2.0,14.0,1.0,5.0,1.0,3.0,5.0,6.0,1.0,1.0,3.0,,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,,2.0,2.0,1.0,2.0,1.0,4.0,2.0,,,,,,4.0,,,,,,,,3.0,5.0,4.0,1.0,4.0,19.0,6.0,4.0,7.0,0.9180023310470553,4.0,2.0,161542462.0
57.0,4.0,1.0,15.0,1.0,1.0,2.0,4.0,5.0,7.0,3.0,1.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,2.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,,,6.0,7.0,1.0,8.0,4.0,2.0,,,5.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.23633421578569633,4.0,3.0,161542921.0
27.0,2.0,2.0,12.0,1.0,5.0,3.0,1.0,,,98.0,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,8.0,,,,,,,,1.0,7.0,3.0,1.0,3.0,1.0,6.0,6.0,7.0,1.097065831520158,4.0,2.0,161544585.0
38.0,3.0,1.0,15.0,2.0,6.0,1.0,4.0,5.0,6.0,98.0,2.0,5.0,6.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,98.0,,,2.0,4.0,1.0,2.0,1.0,1.0,3.0,,,,,,99.0,,,,,,,,9.0,1.0,3.0,1.0,3.0,20.0,98.0,6.0,7.0,0.9530357112689222,4.0,2.0,161544632.0
32.0,2.0,1.0,14.0,1.0,5.0,2.0,1.0,2.0,,2.0,6.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,7.0,,4.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,,,,,6.0,5.0,,,,,,,9.0,8.0,3.0,1.0,3.0,19.0,6.0,6.0,7.0,1.088783652351855,4.0,2.0,161548077.0
74.0,5.0,2.0,7.0,2.0,6.0,98.0,3.0,5.0,6.0,3.0,1.0,5.0,6.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,99.0,99.0,2.0,99.0,1.0,4.0,1.0,5.0,6.0,,,,6.0,1.0,3.0,,,,,,6.0,1.0,4.0,1.0,2.0,11.0,6.0,6.0,5.0,1.2960666340792297,4.0,2.0,161550858.0
18.0,1.0,1.0,14.0,2.0,4.0,1.0,1.0,5.0,6.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,99.0,2.0,3.0,5.0,4.0,99.0,1.0,2.0,3.0,4.0,5.0,1.0,,,,,6.0,5.0,,,,,,,1.0,9.0,5.0,1.0,3.0,20.0,99.0,99.0,5.0,0.9632826069318392,4.0,2.0,161550859.0
26.0,2.0,2.0,15.0,2.0,5.0,1.0,1.0,5.0,6.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,2.0,,,8.0,6.0,7.0,,,,,,3.0,9.0,6.0,1.0,3.0,11.0,5.0,5.0,5.0,1.6489696407449403,4.0,2.0,161550860.0
29.0,2.0,1.0,15.0,1.0,4.0,1.0,1.0,,,3.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,7.0,3.0,,,,,,,3.0,7.0,6.0,1.0,2.0,11.0,99.0,99.0,5.0,1.0668979028241055,4.0,2.0,161550861.0
33.0,2.0,1.0,12.0,1.0,6.0,1.0,3.0,5.0,,2.0,2.0,,,2.0,2.0,3.0,3.0,3.0,2.0,3.0,98.0,,,99.0,99.0,99.0,99.0,2.0,4.0,2.0,,,,,,99.0,,,,,,,,8.0,3.0,9.0,1.0,3.0,4.0,98.0,6.0,7.0,1.0313001037720304,4.0,2.0,161551001.0
28.0,2.0,2.0,14.0,1.0,5.0,1.0,1.0,3.0,6.0,1.0,1.0,5.0,,2.0,2.0,2.0,2.0,2.0,2.0,99.0,2.0,7.0,,1.0,1.0,1.0,4.0,1.0,5.0,6.0,,,,,,1.0,8.0,,,,,,,9.0,2.0,4.0,2.0,1.0,15.0,6.0,5.0,7.0,1.097065831520158,4.0,2.0,161551125.0
53.0,4.0,1.0,15.0,1.0,3.0,2.0,1.0,6.0,9.0,3.0,1.0,5.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,2.0,,,,,6.0,2.0,4.0,,,,,,2.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,6.0,0.33119873084503887,4.0,3.0,161551204.0
26.0,2.0,2.0,11.0,2.0,6.0,3.0,3.0,4.0,5.0,1.0,2.0,4.0,6.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,3.0,8.0,,,,,,,6.0,3.0,7.0,1.0,3.0,1.0,98.0,6.0,8.0,1.2974483837614819,4.0,2.0,161551676.0
50.0,4.0,2.0,14.0,1.0,6.0,1.0,2.0,6.0,8.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,,,,,1.0,2.0,3.0,,,,,,2.0,7.0,3.0,3.0,3.0,10.0,6.0,6.0,8.0,0.7071560726679497,4.0,2.0,161551677.0
50.0,4.0,2.0,11.0,1.0,5.0,1.0,2.0,3.0,6.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,8.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,,,,,,1.0,,,,,,,,2.0,5.0,4.0,1.0,3.0,1.0,6.0,6.0,7.0,1.2332921821350362,4.0,2.0,161554176.0
61.0,5.0,2.0,11.0,1.0,5.0,3.0,1.0,2.0,6.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,,,1.0,2.0,4.0,4.0,1.0,99.0,99.0,,,,,,8.0,,,,,,,,9.0,8.0,3.0,1.0,4.0,99.0,6.0,6.0,5.0,1.144198474405204,4.0,2.0,161555581.0
34.0,2.0,1.0,11.0,1.0,5.0,2.0,5.0,,,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,3.0,7.0,,,,,,,3.0,9.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,1.0199588023451798,4.0,2.0,161555582.0
45.0,4.0,1.0,14.0,1.0,5.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,99.0,99.0,,,,,,99.0,,,,,,,,4.0,2.0,3.0,1.0,1.0,18.0,4.0,4.0,5.0,1.6858032268144676,4.0,2.0,161555583.0
46.0,4.0,2.0,14.0,1.0,5.0,1.0,5.0,6.0,,1.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,2.0,1.0,6.0,4.0,3.0,,,,,5.0,,,,,,,,9.0,3.0,2.0,1.0,1.0,11.0,6.0,6.0,5.0,1.0634182569809025,4.0,2.0,161555584.0
45.0,4.0,1.0,12.0,1.0,5.0,2.0,1.0,3.0,5.0,1.0,2.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,2.0,4.0,1.0,5.0,3.0,,,,,,3.0,,,,,,,,3.0,5.0,9.0,2.0,2.0,99.0,5.0,5.0,5.0,1.6858032268144676,4.0,2.0,161555585.0
63.0,5.0,2.0,11.0,2.0,5.0,1.0,2.0,7.0,,1.0,4.0,5.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,,,,,8.0,5.0,3.0,,,,,,3.0,9.0,7.0,1.0,3.0,15.0,98.0,6.0,5.0,1.3683079817240973,4.0,2.0,161555586.0
25.0,2.0,1.0,15.0,2.0,5.0,1.0,1.0,5.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,1.0,2.0,,,,3.0,5.0,8.0,,,,,,3.0,9.0,2.0,2.0,2.0,20.0,6.0,5.0,8.0,0.5367023877521367,4.0,2.0,161557688.0
35.0,3.0,1.0,11.0,1.0,5.0,1.0,1.0,,,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,1.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,99.0,,1.0,3.0,11.0,5.0,4.0,8.0,0.7377749801215158,4.0,2.0,161557689.0
45.0,4.0,1.0,12.0,1.0,4.0,1.0,4.0,5.0,9.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,8.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,3.0,,,,2.0,6.0,3.0,1.0,,,,,9.0,8.0,3.0,1.0,1.0,11.0,6.0,4.0,3.0,0.46631647180817104,4.0,2.0,161575487.0
18.0,1.0,1.0,11.0,2.0,4.0,1.0,1.0,5.0,6.0,1.0,4.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,7.0,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,8.0,1.0,4.0,,,,,,1.0,6.0,9.0,1.0,2.0,10.0,6.0,4.0,3.0,0.8790946937257548,4.0,2.0,161575488.0
31.0,2.0,2.0,14.0,2.0,4.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,,,,2.0,8.0,5.0,,,,,,5.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,3.0,0.46645388442355784,4.0,2.0,161575489.0
51.0,4.0,1.0,7.0,2.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,,,,,3.0,4.0,,,,,,,5.0,4.0,3.0,1.0,1.0,1.0,6.0,6.0,3.0,1.0664802965522764,4.0,2.0,161575490.0
41.0,3.0,2.0,16.0,1.0,4.0,1.0,1.0,4.0,8.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,7.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,2.0,,,,,4.0,7.0,6.0,,,,,,5.0,2.0,3.0,1.0,3.0,20.0,4.0,4.0,7.0,1.4429904406470593,4.0,2.0,161578350.0
47.0,4.0,2.0,11.0,2.0,5.0,1.0,1.0,5.0,6.0,3.0,2.0,5.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,5.0,6.0,,,,,,1.0,8.0,,,,,,,2.0,5.0,9.0,1.0,1.0,6.0,6.0,6.0,4.0,1.7114251782462255,4.0,2.0,161582640.0
47.0,4.0,1.0,9.0,1.0,6.0,1.0,1.0,4.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,,1.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,,,,,3.0,,,,,,,,2.0,4.0,3.0,1.0,3.0,19.0,6.0,6.0,7.0,1.413267206841405,4.0,2.0,161587083.0
35.0,3.0,2.0,14.0,2.0,4.0,1.0,1.0,4.0,6.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,3.0,7.0,,,,,,,1.0,3.0,6.0,1.0,3.0,10.0,98.0,6.0,7.0,1.7757143979584986,4.0,2.0,161590351.0
54.0,4.0,2.0,9.0,2.0,5.0,1.0,5.0,6.0,7.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,5.0,,,,2.0,1.0,8.0,,,,,,5.0,6.0,2.0,1.0,3.0,11.0,98.0,6.0,7.0,1.2560950449502581,4.0,2.0,161594481.0
19.0,1.0,1.0,14.0,1.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,,,,3.0,4.0,,,,,,,3.0,4.0,1.0,1.0,1.0,20.0,6.0,6.0,7.0,1.7274636062417676,4.0,2.0,161594877.0
52.0,4.0,1.0,11.0,1.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,,,,,1.0,2.0,,,,,,,2.0,3.0,9.0,2.0,1.0,1.0,6.0,5.0,7.0,1.492041187221706,4.0,2.0,161594878.0
46.0,4.0,2.0,11.0,1.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,,,,,1.0,6.0,,,,,,,1.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,7.0,1.2332921821350362,4.0,2.0,161594879.0
22.0,1.0,1.0,9.0,2.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,3.0,,,,,1.0,5.0,8.0,,,,,,2.0,3.0,9.0,1.0,3.0,20.0,98.0,4.0,7.0,1.3078012898596842,4.0,2.0,161594880.0
66.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,4.0,9.0,3.0,1.0,6.0,,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,99.0,4.0,3.0,,,,,,8.0,1.0,,,,,,,5.0,4.0,6.0,1.0,3.0,10.0,6.0,6.0,7.0,1.1297060436354136,4.0,2.0,161594881.0
66.0,5.0,2.0,9.0,2.0,5.0,1.0,4.0,7.0,9.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,5.0,7.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,,,,,4.0,3.0,6.0,,,,,,5.0,9.0,2.0,1.0,1.0,1.0,6.0,6.0,7.0,0.9510926413667607,4.0,2.0,161595310.0
40.0,3.0,1.0,8.0,1.0,6.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,,,,,,2.0,8.0,,,,,,,3.0,4.0,99.0,1.0,3.0,11.0,5.0,4.0,7.0,1.9269778830009916,4.0,2.0,161596103.0
22.0,1.0,1.0,12.0,2.0,4.0,2.0,6.0,,,1.0,4.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,98.0,,,1.0,1.0,1.0,1.0,4.0,99.0,99.0,,,,,,2.0,,,,,,,,99.0,,,3.0,1.0,19.0,6.0,6.0,7.0,1.0758616094115176,4.0,2.0,161600563.0
50.0,4.0,1.0,11.0,1.0,5.0,1.0,1.0,5.0,7.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,,,,,8.0,3.0,,,,,,,9.0,2.0,3.0,1.0,3.0,1.0,6.0,6.0,7.0,1.492041187221706,4.0,2.0,161600897.0
17.0,1.0,2.0,13.0,1.0,6.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,,,,,,1.0,7.0,8.0,,,,,,1.0,2.0,8.0,1.0,3.0,10.0,6.0,5.0,7.0,0.8695353730070905,4.0,2.0,161601332.0
49.0,4.0,1.0,7.0,1.0,5.0,1.0,7.0,8.0,,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,7.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,2.0,7.0,,,,,,,8.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,0.7830098675329121,4.0,2.0,161602816.0
71.0,5.0,1.0,10.0,2.0,6.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,2.0,7.0,6.0,,,,,,5.0,4.0,3.0,1.0,2.0,1.0,6.0,5.0,2.0,1.6118957108447973,4.0,2.0,161602817.0
55.0,4.0,2.0,15.0,1.0,5.0,1.0,7.0,8.0,9.0,1.0,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,7.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,5.0,2.0,,,,2.0,1.0,8.0,6.0,,,,,1.0,2.0,9.0,1.0,3.0,15.0,5.0,4.0,3.0,0.7463499590344085,4.0,2.0,161602818.0
26.0,2.0,2.0,11.0,2.0,5.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,,,,,,3.0,,,,,,,,3.0,4.0,9.0,1.0,1.0,10.0,6.0,6.0,3.0,0.5166651829878589,4.0,2.0,161602819.0
37.0,3.0,2.0,14.0,1.0,5.0,1.0,2.0,6.0,9.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,3.0,,,,4.0,1.0,8.0,,,,,,2.0,3.0,8.0,1.0,3.0,2.0,6.0,5.0,5.0,0.7240788110624651,4.0,2.0,161603461.0
16.0,1.0,1.0,13.0,2.0,6.0,1.0,4.0,7.0,9.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,,,,4.0,2.0,3.0,,,,,,5.0,3.0,2.0,1.0,5.0,12.0,98.0,6.0,5.0,0.8846016580679914,4.0,2.0,161603462.0
33.0,2.0,2.0,14.0,2.0,5.0,1.0,5.0,6.0,,1.0,3.0,5.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,98.0,,,1.0,1.0,1.0,1.0,1.0,5.0,3.0,,,,,,3.0,,,,,,,,3.0,99.0,,1.0,3.0,19.0,98.0,5.0,5.0,1.4033691967198691,4.0,2.0,161603463.0
43.0,3.0,2.0,11.0,1.0,5.0,1.0,3.0,5.0,7.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,1.0,8.0,,,,,,,5.0,3.0,1.0,1.0,3.0,1.0,6.0,5.0,5.0,1.1452486040863008,4.0,2.0,161603464.0
