IDADE,FX_ID,SEXO,p1,p2,p4,p5,p6,p8,p9a,p9b,p9c,p9d,p10,p11,p12,p13,p14,p15,ESCOLA,RENDAF,nquest
35.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,4.0,624.0
25.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,6.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,8.0,636.0
36.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,5.0,630.0
18.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,637.0
49.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,8.0,625.0
21.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,6.0,631.0
19.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,7.0,638.0
31.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,99.0,6.0,2.0,2.0,626.0
32.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,3.0,1.0,632.0
32.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,6.0,627.0
31.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,4.0,639.0
17.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,6.0,2.0,5.0,640.0
